T,X,V,A,P1,P2,DP1,DP2,U
2.390009327929882e+00,	5.000000000000000e+00,	9.081430108256771e-01,	1.409537811342853e-04,	7.744175940100759e+05,	1.765967756058866e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.391009227941566e+00,	5.000000000000000e+00,	9.081431525935815e-01,	1.423813956564847e-04,	7.744175942240412e+05,	1.765967755254095e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.392009127953251e+00,	5.000000000000000e+00,	9.081432951027362e-01,	1.424375314848615e-04,	7.744175942324664e+05,	1.765967754599796e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.393009027964936e+00,	5.000000000000000e+00,	9.081434369872732e-01,	1.411352979406707e-04,	7.744175940352688e+05,	1.765967754096031e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.394009027976622e+00,	5.000000000000000e+00,	9.081435769147171e-01,	1.385002938685237e-04,	7.744175936342763e+05,	1.765967753741397e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.395008927988307e+00,	5.000000000000000e+00,	9.081437135428326e-01,	1.345714216555720e-04,	7.744175930333711e+05,	1.765967753533181e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.396008827999992e+00,	5.000000000000000e+00,	9.081438456159849e-01,	1.293988108449580e-04,	7.744175922381937e+05,	1.765967753467189e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.397008828011678e+00,	5.000000000000000e+00,	9.081439719327841e-01,	1.230434515401369e-04,	7.744175912561022e+05,	1.765967753537970e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.398008728023363e+00,	5.000000000000000e+00,	9.081440913212456e-01,	1.155789582673159e-04,	7.744175900964659e+05,	1.765967753738793e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.399008628035048e+00,	5.000000000000000e+00,	9.081442027250171e-01,	1.070869502781320e-04,	7.744175887699702e+05,	1.765967754061772e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.400008528046733e+00,	5.000000000000000e+00,	9.081443051615598e-01,	9.765860158420341e-05,	7.744175872888729e+05,	1.765967754497933e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.401008528058419e+00,	5.000000000000000e+00,	9.081443977523308e-01,	8.739203993547992e-05,	7.744175856666149e+05,	1.765967755037370e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.402008428070104e+00,	5.000000000000000e+00,	9.081444796942374e-01,	7.639551400687601e-05,	7.744175839183399e+05,	1.765967755669128e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.403008328081789e+00,	5.000000000000000e+00,	9.081445503217648e-01,	6.478013562988850e-05,	7.744175820597664e+05,	1.765967756381634e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.404008228093474e+00,	5.000000000000000e+00,	9.081446090742072e-01,	5.266278723231599e-05,	7.744175801076614e+05,	1.765967757162612e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.405008228105160e+00,	5.000000000000000e+00,	9.081446555136549e-01,	4.016270853131726e-05,	7.744175780793111e+05,	1.765967757999345e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.406008128116845e+00,	5.000000000000000e+00,	9.081446893106835e-01,	2.740535210365697e-05,	7.744175759931651e+05,	1.765967758878453e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.407008028128530e+00,	5.000000000000000e+00,	9.081447102741069e-01,	1.451366858209323e-05,	7.744175738674406e+05,	1.765967759786537e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.408008028140216e+00,	5.000000000000000e+00,	9.081447183319263e-01,	1.610599902310275e-06,	7.744175717205326e+05,	1.765967760710063e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.409007928151901e+00,	5.000000000000000e+00,	9.081447135341253e-01,	-1.117817418196600e-05,	7.744175695714972e+05,	1.765967761635212e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.410007828163586e+00,	5.000000000000000e+00,	9.081446960557736e-01,	-2.373315852486316e-05,	7.744175674385822e+05,	1.765967762548560e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.411007728175271e+00,	5.000000000000000e+00,	9.081446661896417e-01,	-3.593699643028814e-05,	7.744175653399125e+05,	1.765967763436837e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.412007728186957e+00,	5.000000000000000e+00,	9.081446243389085e-01,	-4.767799338512532e-05,	7.744175632929045e+05,	1.765967764287228e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.413007628198642e+00,	5.000000000000000e+00,	9.081445710300806e-01,	-5.884649645636252e-05,	7.744175613149172e+05,	1.765967765087155e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.414007528210327e+00,	5.000000000000000e+00,	9.081445068817692e-01,	-6.934292270488880e-05,	7.744175594218664e+05,	1.765967765824901e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.415007428222012e+00,	5.000000000000000e+00,	9.081444326133180e-01,	-7.907389939446874e-05,	7.744175576289059e+05,	1.765967766489373e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.416007428233698e+00,	5.000000000000000e+00,	9.081443490245913e-01,	-8.795512248033591e-05,	7.744175559499224e+05,	1.765967767070338e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.417007328245383e+00,	5.000000000000000e+00,	9.081442570217622e-01,	-9.590861838890415e-05,	7.744175543980736e+05,	1.765967767558295e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.418007228257068e+00,	5.000000000000000e+00,	9.081441575577446e-01,	-1.028687214388712e-04,	7.744175529846683e+05,	1.765967767944899e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.419007228268754e+00,	5.000000000000000e+00,	9.081440516440481e-01,	-1.087795031592491e-04,	7.744175517196369e+05,	1.765967768222816e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.420007128280439e+00,	5.000000000000000e+00,	9.081439403755421e-01,	-1.135938823962881e-04,	7.744175506117662e+05,	1.765967768385743e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.421007028292124e+00,	5.000000000000000e+00,	9.081438248560023e-01,	-1.172775110422888e-04,	7.744175496678735e+05,	1.765967768428623e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.422006928303809e+00,	5.000000000000000e+00,	9.081437062289314e-01,	-1.198065237688983e-04,	7.744175488932782e+05,	1.765967768347563e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.423006928315495e+00,	5.000000000000000e+00,	9.081435856439618e-01,	-1.211683769354609e-04,	7.744175482915810e+05,	1.765967768139862e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.424006828327180e+00,	5.000000000000000e+00,	9.081434642940480e-01,	-1.213614297589721e-04,	7.744175478648697e+05,	1.765967767804121e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.425006728338865e+00,	5.000000000000000e+00,	9.081433433317282e-01,	-1.203956627194802e-04,	7.744175476133557e+05,	1.765967767340121e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.426006628350549e+00,	5.000000000000000e+00,	9.081432239062409e-01,	-1.182918109262546e-04,	7.744175475356461e+05,	1.765967766748880e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.427006628362236e+00,	5.000000000000000e+00,	9.081431071292331e-01,	-1.150808770646334e-04,	7.744175476287231e+05,	1.765967766032544e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.428006528373921e+00,	5.000000000000000e+00,	9.081429941107728e-01,	-1.108051228105238e-04,	7.744175478879343e+05,	1.765967765194649e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.429006428385605e+00,	5.000000000000000e+00,	9.081428858791243e-01,	-1.055156374240109e-04,	7.744175483071092e+05,	1.765967764239646e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.430006428397292e+00,	5.000000000000000e+00,	9.081427834084750e-01,	-9.927225940543231e-05,	7.744175488786778e+05,	1.765967763173013e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.431006328408976e+00,	5.000000000000000e+00,	9.081426876387035e-01,	-9.214523663619352e-05,	7.744175495935141e+05,	1.765967762001561e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.432006228420661e+00,	5.000000000000000e+00,	9.081425994056408e-01,	-8.421072783880090e-05,	7.744175504413805e+05,	1.765967760732719e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.433006128432346e+00,	5.000000000000000e+00,	9.081425194754033e-01,	-7.555240356355655e-05,	7.744175514108236e+05,	1.765967759374872e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.434006128444032e+00,	5.000000000000000e+00,	9.081424485207117e-01,	-6.625904392747547e-05,	7.744175524894581e+05,	1.765967757937023e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.435006028455717e+00,	5.000000000000000e+00,	9.081423871427652e-01,	-5.642740544743229e-05,	7.744175536636534e+05,	1.765967756429280e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.436005928467402e+00,	5.000000000000000e+00,	9.081423358239034e-01,	-4.615567490685044e-05,	7.744175549193199e+05,	1.765967754861893e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.437005928479088e+00,	5.000000000000000e+00,	9.081422949497029e-01,	-3.554507325676307e-05,	7.744175562417648e+05,	1.765967753245554e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.438005828490773e+00,	5.000000000000000e+00,	9.081422648140176e-01,	-2.470222923156847e-05,	7.744175576154070e+05,	1.765967751591798e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.439005728502458e+00,	5.000000000000000e+00,	9.081422455927173e-01,	-1.373177917641024e-05,	7.744175590247231e+05,	1.765967749911927e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.440005628514143e+00,	5.000000000000000e+00,	9.081422373604481e-01,	-2.739570357123671e-06,	7.744175604538765e+05,	1.765967748217533e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.441005628525829e+00,	5.000000000000000e+00,	9.081422400871760e-01,	8.170478968073416e-06,	7.744175618871415e+05,	1.765967746520063e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.442005528537514e+00,	5.000000000000000e+00,	9.081422536373344e-01,	1.889301483454100e-05,	7.744175633084822e+05,	1.765967744831389e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.443005428549199e+00,	5.000000000000000e+00,	9.081422777738035e-01,	2.932877428838060e-05,	7.744175647025625e+05,	1.765967743162671e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.444005328560884e+00,	5.000000000000000e+00,	9.081423121611780e-01,	3.938112966749056e-05,	7.744175660543171e+05,	1.765967741524939e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.445005328572570e+00,	5.000000000000000e+00,	9.081423563745668e-01,	4.895900057642735e-05,	7.744175673493599e+05,	1.765967739928661e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.446005228584255e+00,	5.000000000000000e+00,	9.081424098859469e-01,	5.797390043032809e-05,	7.744175685736050e+05,	1.765967738384277e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.447005128595940e+00,	5.000000000000000e+00,	9.081424720966076e-01,	6.634646721418914e-05,	7.744175697141705e+05,	1.765967736901154e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.448005128607626e+00,	5.000000000000000e+00,	9.081425423343685e-01,	7.400400604547730e-05,	7.744175707590681e+05,	1.765967735488003e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.449005028619311e+00,	5.000000000000000e+00,	9.081426198358475e-01,	8.087911126823048e-05,	7.744175716970338e+05,	1.765967734153201e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.450004928630996e+00,	5.000000000000000e+00,	9.081427037965520e-01,	8.691482365795838e-05,	7.744175725182510e+05,	1.765967732903868e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.451004828642681e+00,	5.000000000000000e+00,	9.081427933518510e-01,	9.206195759883832e-05,	7.744175732140056e+05,	1.765967731746385e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.452004828654367e+00,	5.000000000000000e+00,	9.081428876020117e-01,	9.628066165405974e-05,	7.744175737769154e+05,	1.765967730686091e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.453004728666052e+00,	5.000000000000000e+00,	9.081429855831273e-01,	9.953911840483297e-05,	7.744175742007766e+05,	1.765967729727658e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.454004628677737e+00,	5.000000000000000e+00,	9.081430863331721e-01,	1.018162835054689e-04,	7.744175744809473e+05,	1.765967728874418e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.455004528689422e+00,	5.000000000000000e+00,	9.081431888641811e-01,	1.031002120655475e-04,	7.744175746141388e+05,	1.765967728128780e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.456004528701108e+00,	5.000000000000000e+00,	9.081432921913800e-01,	1.033885254399745e-04,	7.744175745984874e+05,	1.765967727492043e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.457004428712793e+00,	5.000000000000000e+00,	9.081433953013167e-01,	1.026883233184523e-04,	7.744175744335785e+05,	1.765967726964639e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.458004328724478e+00,	5.000000000000000e+00,	9.081434972234464e-01,	1.010161927506245e-04,	7.744175741204278e+05,	1.765967726545762e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.459004328736164e+00,	5.000000000000000e+00,	9.081435970078354e-01,	9.839743493027239e-05,	7.744175736613950e+05,	1.765967726233619e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.460004228747849e+00,	5.000000000000000e+00,	9.081436937046983e-01,	9.486695238813866e-05,	7.744175730603507e+05,	1.765967726025504e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.461004128759534e+00,	5.000000000000000e+00,	9.081437864329731e-01,	9.046725764116624e-05,	7.744175723223521e+05,	1.765967725917652e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.462004028771219e+00,	5.000000000000000e+00,	9.081438743481937e-01,	8.524893909708393e-05,	7.744175714537492e+05,	1.765967725905414e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.463004028782905e+00,	5.000000000000000e+00,	9.081439566681032e-01,	7.926925164071544e-05,	7.744175704619691e+05,	1.765967725983288e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.464003928794590e+00,	5.000000000000000e+00,	9.081440326472718e-01,	7.259396161678971e-05,	7.744175693558415e+05,	1.765967726144938e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.465003828806275e+00,	5.000000000000000e+00,	9.081441016329370e-01,	6.529306738369804e-05,	7.744175681449086e+05,	1.765967726383315e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.466003828817961e+00,	5.000000000000000e+00,	9.081441630428011e-01,	5.744157996271075e-05,	7.744175668395746e+05,	1.765967726690737e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.467003728829646e+00,	5.000000000000000e+00,	9.081442163546248e-01,	4.912138414233113e-05,	7.744175654514338e+05,	1.765967727058845e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.468003628841331e+00,	5.000000000000000e+00,	9.081442611472332e-01,	4.041570529123389e-05,	7.744175639923707e+05,	1.765967727478875e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.469003528853015e+00,	5.000000000000000e+00,	9.081442970783880e-01,	3.141136688808402e-05,	7.744175624749524e+05,	1.765967727941626e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.470003528864702e+00,	5.000000000000000e+00,	9.081443238959488e-01,	2.219624664197306e-05,	7.744175609120192e+05,	1.765967728437632e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.471003428876386e+00,	5.000000000000000e+00,	9.081443414296115e-01,	1.286211876541832e-05,	7.744175593171859e+05,	1.765967728957057e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.472003328888071e+00,	5.000000000000000e+00,	9.081443496077061e-01,	3.498243018652683e-06,	7.744175577037729e+05,	1.765967729490085e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.473003228899756e+00,	5.000000000000000e+00,	9.081443484453492e-01,	-5.805821848110492e-06,	7.744175560852981e+05,	1.765967730026817e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.474003228911442e+00,	5.000000000000000e+00,	9.081443380450505e-01,	-1.496288366264195e-05,	7.744175544750325e+05,	1.765967730557476e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.475003128923127e+00,	5.000000000000000e+00,	9.081443185999293e-01,	-2.388529282630311e-05,	7.744175528865174e+05,	1.765967731072275e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.476003028934812e+00,	5.000000000000000e+00,	9.081442903847592e-01,	-3.249124474804681e-05,	7.744175513324718e+05,	1.765967731561841e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.477003028946498e+00,	5.000000000000000e+00,	9.081442537516868e-01,	-4.070264886646585e-05,	7.744175498251716e+05,	1.765967732017119e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.478002928958183e+00,	5.000000000000000e+00,	9.081442091409575e-01,	-4.844352110358897e-05,	7.744175483767727e+05,	1.765967732429342e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.479002828969868e+00,	5.000000000000000e+00,	9.081441570539817e-01,	-5.564558522594064e-05,	7.744175469982970e+05,	1.765967732790374e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.480002728981553e+00,	5.000000000000000e+00,	9.081440980616665e-01,	-6.224554673341771e-05,	7.744175457001422e+05,	1.765967733092605e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.481002728993239e+00,	5.000000000000000e+00,	9.081440327882473e-01,	-6.818703993987181e-05,	7.744175444917206e+05,	1.765967733329079e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.482002629004924e+00,	5.000000000000000e+00,	9.081439619314247e-01,	-7.341879620897190e-05,	7.744175433818520e+05,	1.765967733493468e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.483002529016609e+00,	5.000000000000000e+00,	9.081438862160387e-01,	-7.789862561897650e-05,	7.744175423779640e+05,	1.765967733580270e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.484002429028294e+00,	5.000000000000000e+00,	9.081438064121961e-01,	-8.159130410917750e-05,	7.744175414865250e+05,	1.765967733584750e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.485002429039980e+00,	5.000000000000000e+00,	9.081437233128691e-01,	-8.446970810610211e-05,	7.744175407127951e+05,	1.765967733502991e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.486002329051665e+00,	5.000000000000000e+00,	9.081436377595273e-01,	-8.651392761230456e-05,	7.744175400610855e+05,	1.765967733331969e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.487002229063350e+00,	5.000000000000000e+00,	9.081435505840595e-01,	-8.771310049317726e-05,	7.744175395342649e+05,	1.765967733069516e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.488002229075036e+00,	5.000000000000000e+00,	9.081434626248127e-01,	-8.806419535111078e-05,	7.744175391340319e+05,	1.765967732714326e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.489002129086721e+00,	5.000000000000000e+00,	9.081433747455622e-01,	-8.757223306307635e-05,	7.744175388609741e+05,	1.765967732266097e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.490002029098406e+00,	5.000000000000000e+00,	9.081432877745523e-01,	-8.625036740737499e-05,	7.744175387143366e+05,	1.765967731725318e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.491001929110091e+00,	5.000000000000000e+00,	9.081432025318139e-01,	-8.411945577075348e-05,	7.744175386922117e+05,	1.765967731093385e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.492001929121777e+00,	5.000000000000000e+00,	9.081431198046235e-01,	-8.120753130533933e-05,	7.744175387915403e+05,	1.765967730372472e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.493001829133462e+00,	5.000000000000000e+00,	9.081430403730151e-01,	-7.755070179434634e-05,	7.744175390081001e+05,	1.765967729565802e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.494001729145147e+00,	5.000000000000000e+00,	9.081429649530697e-01,	-7.319098728124814e-05,	7.744175393366166e+05,	1.765967728677168e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.495001629156832e+00,	5.000000000000000e+00,	9.081428942238301e-01,	-6.817694031376292e-05,	7.744175397707974e+05,	1.765967727711180e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.496001629168518e+00,	5.000000000000000e+00,	9.081428288066126e-01,	-6.256227841653837e-05,	7.744175403034627e+05,	1.765967726673028e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.497001529180203e+00,	5.000000000000000e+00,	9.081427692851768e-01,	-5.640761633211941e-05,	7.744175409264016e+05,	1.765967725568852e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.498001429191888e+00,	5.000000000000000e+00,	9.081427161615159e-01,	-4.977646965302850e-05,	7.744175416307785e+05,	1.765967724405057e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.499001429203574e+00,	5.000000000000000e+00,	9.081426698741173e-01,	-4.273606924306471e-05,	7.744175424071020e+05,	1.765967723188526e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.500001329215259e+00,	5.000000000000000e+00,	9.081426308054137e-01,	-3.535900058845735e-05,	7.744175432450541e+05,	1.765967721926942e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.501001229226944e+00,	5.000000000000000e+00,	9.081425992510893e-01,	-2.771825835181188e-05,	7.744175441340598e+05,	1.765967720627982e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.502001129238629e+00,	5.000000000000000e+00,	9.081425754371831e-01,	-1.988930246859685e-05,	7.744175450630893e+05,	1.765967719299722e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.503001129250315e+00,	5.000000000000000e+00,	9.081425595125033e-01,	-1.194783915440636e-05,	7.744175460209380e+05,	1.765967717950298e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.504001029262000e+00,	5.000000000000000e+00,	9.081425515535311e-01,	-3.972270266446640e-06,	7.744175469959499e+05,	1.765967716588375e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.505000929273685e+00,	5.000000000000000e+00,	9.081425515549190e-01,	3.961818354309095e-06,	7.744175479767065e+05,	1.765967715222246e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.506000929285371e+00,	5.000000000000000e+00,	9.081425594386364e-01,	1.177997979968954e-05,	7.744175489518506e+05,	1.765967713860160e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.507000829297056e+00,	5.000000000000000e+00,	9.081425750495413e-01,	1.940728483267896e-05,	7.744175499099012e+05,	1.765967712510654e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.508000729308741e+00,	5.000000000000000e+00,	9.081425981623366e-01,	2.677370464220543e-05,	7.744175508399451e+05,	1.765967711181651e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.509000629320425e+00,	5.000000000000000e+00,	9.081426284820613e-01,	3.381161300393575e-05,	7.744175517313477e+05,	1.765967709880937e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.510000629332112e+00,	5.000000000000000e+00,	9.081426656520334e-01,	4.045783106268664e-05,	7.744175525740304e+05,	1.765967708615825e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.511000529343796e+00,	5.000000000000000e+00,	9.081427092423793e-01,	4.665157795199729e-05,	7.744175533582297e+05,	1.765967707393593e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.512000429355481e+00,	5.000000000000000e+00,	9.081427587770392e-01,	5.233899064443733e-05,	7.744175540750906e+05,	1.765967706220658e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.513000329367166e+00,	5.000000000000000e+00,	9.081428137246771e-01,	5.747089024826381e-05,	7.744175547164020e+05,	1.765967705103032e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.514000329378852e+00,	5.000000000000000e+00,	9.081428735138432e-01,	6.200430476313031e-05,	7.744175552748065e+05,	1.765967704046037e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.515000229390537e+00,	5.000000000000000e+00,	9.081429375145293e-01,	6.590107152432297e-05,	7.744175557436470e+05,	1.765967703054674e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.516000129402222e+00,	5.000000000000000e+00,	9.081430050804286e-01,	6.913085688844919e-05,	7.744175561173578e+05,	1.765967702132955e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.517000129413908e+00,	5.000000000000000e+00,	9.081430755391545e-01,	7.166972665417950e-05,	7.744175563912976e+05,	1.765967701284212e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.518000029425593e+00,	5.000000000000000e+00,	9.081431481762560e-01,	7.349984770563042e-05,	7.744175565617456e+05,	1.765967700511299e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
2.518999929437278e+00,	5.000000000000000e+00,	9.081432222844791e-01,	7.461111114777392e-05,	7.744175566260916e+05,	1.765967699816062e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
