T,V,X,P1,P2,A,F,F1,F2,Q1,Q2,QI,QS,Y,U,DT
3.279994000084019e-01,	9.317948681628799e-01,	2.182517593553990e+00,	1.578327214296544e+06,	3.603923425777718e+06,	-1.221399763018702e+00,	8.096548918610097e+00,	7.933537769978421e+03,	7.925441221059811e+03,	4.361406258778347e-03,	-2.853034371812310e-03,	4.361406258778347e-03,	-2.853034371812310e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.289994000084306e-01,	9.310212341786868e-01,	2.183448922576299e+00,	1.573837516611916e+06,	3.593236591858817e+06,	-2.797708291448391e-01,	9.030441512642028e+00,	7.910970088299908e+03,	7.901939646787266e+03,	4.362568663623826e-03,	-2.848800973718724e-03,	4.362568663623826e-03,	-2.848800973718724e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.299994000084594e-01,	9.312569872852209e-01,	2.184379977272627e+00,	1.569383642395485e+06,	3.582597823058845e+06,	7.261319095455576e-01,	1.003870178239777e+01,	7.888582475009884e+03,	7.878543773227486e+03,	4.363721487652509e-03,	-2.844580357927276e-03,	4.363721487652509e-03,	-2.844580357927276e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.309993000084882e-01,	9.323579134917537e-01,	2.185311635793501e+00,	1.564897401171486e+06,	3.572036362915754e+06,	1.390677985708379e+00,	1.071425712062592e+01,	7.866032167397218e+03,	7.855317910276593e+03,	4.364882381632189e-03,	-2.840384208707306e-03,	4.364882381632189e-03,	-2.840384208707306e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.319993000085169e-01,	9.338340716256824e-01,	2.186244726706222e+00,	1.560332732488637e+06,	3.561568526492230e+06,	1.451363038728742e+00,	1.078970375498557e+01,	7.843087640384828e+03,	7.832297936629842e+03,	4.366063253287213e-03,	-2.836219131074380e-03,	4.366063253287213e-03,	-2.836219131074380e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.329993000085457e-01,	9.350510528593798e-01,	2.187179216219064e+00,	1.555686196995197e+06,	3.551196682439832e+06,	8.920341530594733e-01,	1.024254468165327e+01,	7.819731605905510e+03,	7.809489061223857e+03,	4.367264975801329e-03,	-2.832086206655300e-03,	4.367264975801329e-03,	-2.832086206655300e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.339993000085744e-01,	9.354875498413626e-01,	2.188114564895531e+00,	1.550996145053636e+06,	3.540904648332619e+06,	-5.373864166411835e-02,	9.301136856749508e+00,	7.796156833903546e+03,	7.786855697046796e+03,	4.368477617631972e-03,	-2.827979114052189e-03,	4.368477617631972e-03,	-2.827979114052189e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.349993000086032e-01,	9.349434149439723e-01,	2.189049859801114e+00,	1.546327112983295e+06,	3.530665423566795e+06,	-1.000181524820611e+00,	8.349252624619112e+00,	7.772687719296787e+03,	7.764338466672168e+03,	4.369684490381161e-03,	-2.823887167808054e-03,	4.369684490381161e-03,	-2.823887167808054e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.359993000086319e-01,	9.336157086299026e-01,	2.189984186888068e+00,	1.541743464804502e+06,	3.520452121283435e+06,	-1.566608963994513e+00,	7.769548122304514e+00,	7.749647790933802e+03,	7.741878242811497e+03,	4.370868968558643e-03,	-2.819799665597066e-03,	4.370868968558643e-03,	-2.819799665597066e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.369993000086607e-01,	9.320139194253321e-01,	2.190916998657010e+00,	1.537283471674546e+06,	3.510248703186218e+06,	-1.530473974575548e+00,	7.789665219677772e+00,	7.727229420630199e+03,	7.719439755410521e+03,	4.372021184526057e-03,	-2.815710194055133e-03,	4.372021184526057e-03,	-2.815710194055133e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.379993000086894e-01,	9.307506999643398e-01,	2.191848329278318e+00,	1.532944248286623e+06,	3.500056201949103e+06,	-9.146771850868625e-01,	8.392829814556535e+00,	7.705418105252353e+03,	7.697025275437796e+03,	4.373141908899124e-03,	-2.811619159382207e-03,	4.373141908899124e-03,	-2.811619159382207e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.389992000087182e-01,	9.302940209196091e-01,	2.192778679743260e+00,	1.528683876885036e+06,	3.489893005161929e+06,	2.496365925253841e-02,	9.327903868448630e+00,	7.684003143182092e+03,	7.674675239313643e+03,	4.374241988206000e-03,	-2.807533951225083e-03,	4.374241988206000e-03,	-2.807533951225083e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
