T,X,V,A,P1,P2,U
5.800000067779365e-02,	7.301620627709283e-03,	1.925903291592877e-01,	-2.671474508615649e-01,	3.043748856305406e+06,	6.956386143694594e+06,	1.865988522768021e-01
5.900000068947975e-02,	7.494070516898775e-03,	1.923028197522020e-01,	-3.069029748343302e-01,	3.043742956415192e+06,	6.956392043584808e+06,	1.869560778141022e-01
6.000000070116585e-02,	7.686213973027405e-03,	1.919784028893337e-01,	-3.410194244313490e-01,	3.043737785869796e+06,	6.956397214130204e+06,	1.873539239168167e-01
6.100000071285194e-02,	7.878016851151888e-03,	1.916225466213863e-01,	-3.698386186691914e-01,	3.043733304930510e+06,	6.956401695069490e+06,	1.877864152193069e-01
6.200000072453804e-02,	8.069450303776305e-03,	1.912403781747533e-01,	-3.937000841454130e-01,	3.043729473704199e+06,	6.956405526295801e+06,	1.882478296756744e-01
6.300000073622414e-02,	8.260490441468730e-03,	1.908366871203118e-01,	-4.129393348471725e-01,	3.043726252385762e+06,	6.956408747614238e+06,	1.887329518795013e-01
6.400000074791024e-02,	8.451117997475079e-03,	1.904159301671968e-01,	-4.278863395379947e-01,	3.043723601476857e+06,	6.956411398523143e+06,	1.892368644475937e-01
6.500000075959633e-02,	8.641317997862807e-03,	1.899822374001159e-01,	-4.388641671096676e-01,	3.043721481982024e+06,	6.956413518017976e+06,	1.897550225257874e-01
6.600000077128243e-02,	8.831079438551336e-03,	1.895394197865932e-01,	-4.461877986180424e-01,	3.043719855583486e+06,	6.956415144416514e+06,	1.902832239866257e-01
6.700000078296853e-02,	9.020394970416748e-03,	1.890909777911924e-01,	-4.501631002238665e-01,	3.043718684795195e+06,	6.956416315204805e+06,	1.908175945281982e-01
6.800000079465462e-02,	9.209260593498017e-03,	1.886401109420644e-01,	-4.510859443718438e-01,	3.043717933097713e+06,	6.956417066902287e+06,	1.913546472787857e-01
6.900000080634072e-02,	9.397675361186813e-03,	1.881897282043332e-01,	-4.492414729221351e-01,	3.043717565054537e+06,	6.956417434945463e+06,	1.918911635875702e-01
7.000000081802682e-02,	9.585641095135440e-03,	1.877424590243621e-01,	-4.449034910083668e-01,	3.043717546411281e+06,	6.956417453588719e+06,	1.924242824316025e-01
7.100000082971292e-02,	9.773162111492420e-03,	1.873006649188526e-01,	-4.383339818493802e-01,	3.043717844178853e+06,	6.956417155821147e+06,	1.929513365030289e-01
7.200000084139901e-02,	9.960244958949838e-03,	1.868664514900348e-01,	-4.297827384778099e-01,	3.043718426701054e+06,	6.956416573298946e+06,	1.934700608253479e-01
7.300000085308511e-02,	1.014689816897262e-02,	1.864416807573856e-01,	-4.194870973161978e-01,	3.043719263708523e+06,	6.956415736291477e+06,	1.939783841371536e-01
7.400000086477121e-02,	1.033313201847582e-02,	1.860279837068734e-01,	-4.076717684116434e-01,	3.043720326359585e+06,	6.956414673640415e+06,	1.944745182991028e-01
7.500000087645731e-02,	1.051895830512178e-02,	1.856267729642608e-01,	-3.945487556653220e-01,	3.043721587268847e+06,	6.956413412731153e+06,	1.949568986892700e-01
7.600000088814340e-02,	1.070439013531582e-02,	1.852392555086122e-01,	-3.803173546174057e-01,	3.043723020525087e+06,	6.956411979474913e+06,	1.954242140054703e-01
7.700000089982950e-02,	1.088944172490494e-02,	1.848664453498182e-01,	-3.651642256122486e-01,	3.043724601698679e+06,	6.956410398301321e+06,	1.958753317594528e-01
7.800000091151560e-02,	1.107412821250597e-02,	1.845091761012229e-01,	-3.492635293452255e-01,	3.043726307840232e+06,	6.956408692159768e+06,	1.963093429803848e-01
7.900000092320170e-02,	1.125846548532841e-02,	1.841681133854871e-01,	-3.327771235746214e-01,	3.043728117470535e+06,	6.956406882529465e+06,	1.967255026102066e-01
8.000000093488779e-02,	1.144247001729606e-02,	1.838437670183977e-01,	-3.158548092565025e-01,	3.043730010563360e+06,	6.956404989436640e+06,	1.971232891082764e-01
8.100000094657389e-02,	1.162615871922205e-02,	1.835365029230847e-01,	-2.986346232085294e-01,	3.043731968521435e+06,	6.956403031478565e+06,	1.975022405385971e-01
8.200000095825999e-02,	1.180954880074391e-02,	1.832465547308802e-01,	-2.812431696989382e-01,	3.043733974146623e+06,	6.956401025853377e+06,	1.978621333837509e-01
8.300000096994609e-02,	1.199265764368933e-02,	1.829740350356633e-01,	-2.637959842417212e-01,	3.043736011605143e+06,	6.956398988394857e+06,	1.982028484344482e-01
8.400000098163218e-02,	1.217550268650729e-02,	1.827189462650962e-01,	-2.463979301571532e-01,	3.043738066387730e+06,	6.956396933612270e+06,	1.985243707895279e-01
8.500000099331828e-02,	1.235810131937027e-02,	1.824811911481110e-01,	-2.291436131847475e-01,	3.043740125266746e+06,	6.956394874733254e+06,	1.988268196582794e-01
8.600000100500438e-02,	1.254047078953226e-02,	1.822605827552855e-01,	-2.121178183637440e-01,	3.043742176249614e+06,	6.956392823750386e+06,	1.991103589534760e-01
8.700000101669048e-02,	1.272262811650563e-02,	1.820568540949487e-01,	-1.953959609321873e-01,	3.043744208529691e+06,	6.956390791470309e+06,	1.993753463029861e-01
8.800000102837657e-02,	1.290459001660806e-02,	1.818696672538891e-01,	-1.790445468082947e-01,	3.043746212435194e+06,	6.956388787564806e+06,	1.996221095323563e-01
8.900000104006267e-02,	1.308637283641727e-02,	1.816986220725483e-01,	-1.631216407923407e-01,	3.043748179376405e+06,	6.956386820623595e+06,	1.998511105775833e-01
9.000010105174994e-02,	1.326801064899293e-02,	1.815432495829115e-01,	-1.476758193567264e-01,	3.043750101981522e+06,	6.956384898018478e+06,	2.000628560781479e-01
9.100010106343603e-02,	1.344948257242082e-02,	1.814030803044466e-01,	-1.327527738262085e-01,	3.043751973277328e+06,	6.956383026722672e+06,	2.002578526735306e-01
9.200010107512213e-02,	1.363082169664630e-02,	1.812775583666460e-01,	-1.183865060515718e-01,	3.043753787788815e+06,	6.956381212211185e+06,	2.004367262125015e-01
9.300010108680823e-02,	1.381204238552186e-02,	1.811661119591625e-01,	-1.046060261654220e-01,	3.043755540709748e+06,	6.956379459290252e+06,	2.006001025438309e-01
9.400010109849433e-02,	1.399315841762071e-02,	1.810681433505835e-01,	-9.143424182929849e-02,	3.043757228042572e+06,	6.956377771957428e+06,	2.007486671209335e-01
9.500010111018042e-02,	1.417418296329129e-02,	1.809830347653565e-01,	-7.888840789771573e-02,	3.043758846544318e+06,	6.956376153455682e+06,	2.008830457925797e-01
9.600010112186652e-02,	1.435512856736629e-02,	1.809101538158615e-01,	-6.698056586703656e-02,	3.043760393673299e+06,	6.956374606326701e+06,	2.010039538145065e-01
9.700010113355262e-02,	1.453600713708497e-02,	1.808488585009367e-01,	-5.571797152390522e-02,	3.043761867536846e+06,	6.956373132463154e+06,	2.011121362447739e-01
9.800010114523872e-02,	1.471682993480331e-02,	1.807985017837391e-01,	-4.510350816033851e-02,	3.043763266840450e+06,	6.956371733159550e+06,	2.012082338333130e-01
9.900010115692481e-02,	1.489760757507732e-02,	1.807584357630349e-01,	-3.513608681171247e-02,	3.043764590838154e+06,	6.956370409161846e+06,	2.012930512428284e-01
1.000001011686109e-01,	1.507835002571997e-02,	1.807280154521969e-01,	-2.581102956982775e-02,	3.043765839284728e+06,	6.956369160715272e+06,	2.013671994209290e-01
1.010001011802970e-01,	1.525906661244832e-02,	1.807066021826755e-01,	-1.712043851793292e-02,	3.043767012389318e+06,	6.956367987610682e+06,	2.014314532279968e-01
1.020001011919831e-01,	1.543976602675229e-02,	1.806935666468384e-01,	-9.053546714701301e-03,	3.043768110771088e+06,	6.956366889228912e+06,	2.014864981174469e-01
1.030001012036692e-01,	1.562045633663363e-02,	1.806882915985219e-01,	-1.597052495992474e-03,	3.043769135416687e+06,	6.956365864583313e+06,	2.015329599380493e-01
1.040001012153553e-01,	1.580114499988121e-02,	1.806901742279054e-01,	5.264563455530743e-03,	3.043770087639662e+06,	6.956364912360338e+06,	2.015715837478638e-01
1.050001012270414e-01,	1.598183887956538e-02,	1.806986282267735e-01,	1.154873744649972e-02,	3.043770969041692e+06,	6.956364030958308e+06,	2.016029357910156e-01
1.060001012387275e-01,	1.616254426145092e-02,	1.807130855649992e-01,	1.727454289872574e-02,	3.043771781476327e+06,	6.956363218523673e+06,	2.016277015209198e-01
1.070001012504136e-01,	1.634326687304821e-02,	1.807329979926020e-01,	2.246242455512107e-02,	3.043772527014278e+06,	6.956362472985722e+06,	2.016464471817017e-01
1.080001012620997e-01,	1.652401190403740e-02,	1.807578382863821e-01,	2.713395129719647e-02,	3.043773207910926e+06,	6.956361792089074e+06,	2.016597837209702e-01
1.090001012737858e-01,	1.670478402781789e-02,	1.807871012577932e-01,	3.131158660638224e-02,	3.043773826575964e+06,	6.956361173424036e+06,	2.016682326793671e-01
1.100001012854719e-01,	1.688558742395470e-02,	1.808203045392811e-01,	3.501847490878433e-02,	3.043774385544899e+06,	6.956360614455101e+06,	2.016723304986954e-01
1.110001012971580e-01,	1.706642580130618e-02,	1.808569891655976e-01,	3.827824492781222e-02,	3.043774887452656e+06,	6.956360112547344e+06,	2.016726136207581e-01
1.120001013088441e-01,	1.724730242163728e-02,	1.808967199662690e-01,	4.111482846247943e-02,	3.043775335009036e+06,	6.956359664990964e+06,	2.016695439815521e-01
1.130001013205302e-01,	1.742822012353828e-02,	1.809390857849199e-01,	4.355229575575227e-02,	3.043775730976230e+06,	6.956359269023770e+06,	2.016635388135910e-01
1.140001013322163e-01,	1.760918134648185e-02,	1.809836995408621e-01,	4.561470413493725e-02,	3.043776078147965e+06,	6.956358921852035e+06,	2.016551047563553e-01
1.150001013439024e-01,	1.779018815486928e-02,	1.810301981472433e-01,	4.732596236653087e-02,	3.043776379330613e+06,	6.956358620669387e+06,	2.016445547342300e-01
1.160001013555885e-01,	1.797124226192888e-02,	1.810782423001342e-01,	4.870970825853016e-02,	3.043776637325960e+06,	6.956358362674040e+06,	2.016323208808899e-01
1.170001013672746e-01,	1.815234505334529e-02,	1.811275161520372e-01,	4.978919984814940e-02,	3.043776854915698e+06,	6.956358145084302e+06,	2.016187310218811e-01
1.180001013789607e-01,	1.833349761050895e-02,	1.811777268826101e-01,	5.058721793528657e-02,	3.043777034847341e+06,	6.956357965152659e+06,	2.016041129827499e-01
1.190001013906468e-01,	1.851470073328991e-02,	1.812286041784238e-01,	5.112598280048104e-02,	3.043777179821972e+06,	6.956357820178028e+06,	2.015887349843979e-01
1.200001014023329e-01,	1.869595496225229e-02,	1.812798996345855e-01,	5.142707985077498e-02,	3.043777292483139e+06,	6.956357707516861e+06,	2.015729099512100e-01
1.210001014140190e-01,	1.887726060023370e-02,	1.813313860876797e-01,	5.151139703222018e-02,	3.043777375407254e+06,	6.956357624592746e+06,	2.015568763017654e-01
1.220001014257051e-01,	1.905861773322982e-02,	1.813828568914209e-01,	5.139907238996434e-02,	3.043777431095348e+06,	6.956357568904652e+06,	2.015408724546432e-01
1.230001014373912e-01,	1.924002625052819e-02,	1.814341251433812e-01,	5.110944924132623e-02,	3.043777461965784e+06,	6.956357538034216e+06,	2.015250623226166e-01
1.240001014490772e-01,	1.942148586404866e-02,	1.814850228729253e-01,	5.066104299569912e-02,	3.043777470348552e+06,	6.956357529651448e+06,	2.015096545219421e-01
1.250001014607633e-01,	1.960299612685656e-02,	1.815354001992272e-01,	5.007151359356506e-02,	3.043777458480279e+06,	6.956357541519721e+06,	2.014948427677155e-01
1.260001014724494e-01,	1.978455645082148e-02,	1.815851244652811e-01,	4.935764637571141e-02,	3.043777428500392e+06,	6.956357571499608e+06,	2.014807313680649e-01
1.270001014841355e-01,	1.996616612340082e-02,	1.816340793560250e-01,	4.853533818752935e-02,	3.043777382447970e+06,	6.956357617552030e+06,	2.014674544334412e-01
1.280001014958216e-01,	2.014782432353698e-02,	1.816821640072380e-01,	4.761959348035248e-02,	3.043777322259971e+06,	6.956357677740029e+06,	2.014551460742950e-01
1.290001015075077e-01,	2.032953013666080e-02,	1.817292921115385e-01,	4.662452159253228e-02,	3.043777249769620e+06,	6.956357750230380e+06,	2.014439105987549e-01
1.300001015191938e-01,	2.051128256880215e-02,	1.817753910255697e-01,	4.556334255288276e-02,	3.043777166705974e+06,	6.956357833294026e+06,	2.014337778091431e-01
1.310001015308799e-01,	2.069308055981014e-02,	1.818204008848305e-01,	4.444839591027282e-02,	3.043777074693926e+06,	6.956357925306074e+06,	2.014248371124268e-01
1.320001015425660e-01,	2.087492299569389e-02,	1.818642737293362e-01,	4.329115373838073e-02,	3.043776975254783e+06,	6.956358024745217e+06,	2.014171630144119e-01
1.330001015542521e-01,	2.105680872009632e-02,	1.819069726448062e-01,	4.210223837782915e-02,	3.043776869807544e+06,	6.956358130192456e+06,	2.014107853174210e-01
1.340001015659382e-01,	2.123873654491799e-02,	1.819484709224339e-01,	4.089144222749819e-02,	3.043776759670471e+06,	6.956358240329529e+06,	2.014057189226151e-01
1.350001015776243e-01,	2.142070526011149e-02,	1.819887512404301e-01,	3.966775076168131e-02,	3.043776646063139e+06,	6.956358353936861e+06,	2.014019936323166e-01
1.360001015893104e-01,	2.160271364266900e-02,	1.820278048695878e-01,	3.843936833375485e-02,	3.043776530108916e+06,	6.956358469891084e+06,	2.013996094465256e-01
1.370001016009965e-01,	2.178476046482855e-02,	1.820656309058527e-01,	3.721374558047996e-02,	3.043776412837683e+06,	6.956358587162317e+06,	2.013985812664032e-01
1.380001016126826e-01,	2.196684450152809e-02,	1.821022355310514e-01,	3.599760825796428e-02,	3.043776295188814e+06,	6.956358704811186e+06,	2.013988941907883e-01
1.390001016243687e-01,	2.214896453713265e-02,	1.821376313031252e-01,	3.479698850468625e-02,	3.043776178014510e+06,	6.956358821985490e+06,	2.014005184173584e-01
1.400002016360560e-01,	2.233113758865377e-02,	1.821718398399569e-01,	3.361713901564538e-02,	3.043776062071637e+06,	6.956358937928363e+06,	2.014034837484360e-01
1.410002016477421e-01,	2.251332604568913e-02,	1.822048776105044e-01,	3.246303544125179e-02,	3.043775948071596e+06,	6.956359051928404e+06,	2.014077007770538e-01
1.420002016594282e-01,	2.269554696824386e-02,	1.822367758409953e-01,	3.133870125531188e-02,	3.043775836614435e+06,	6.956359163385565e+06,	2.014131844043732e-01
1.430002016711143e-01,	2.287779923228180e-02,	1.822675661355866e-01,	3.024771482678145e-02,	3.043775728239122e+06,	6.956359271760878e+06,	2.014198899269104e-01
1.440002016828004e-01,	2.306008174707014e-02,	1.822972834085961e-01,	2.919312356626591e-02,	3.043775623415726e+06,	6.956359376584274e+06,	2.014277726411819e-01
1.450002016944865e-01,	2.324239345823021e-02,	1.823259653704231e-01,	2.817747778815212e-02,	3.043775522549387e+06,	6.956359477450613e+06,	2.014368027448654e-01
1.460002017061726e-01,	2.342473335028969e-02,	1.823536520464428e-01,	2.720286249898425e-02,	3.043775425984057e+06,	6.956359574015943e+06,	2.014469057321548e-01
1.470002017178587e-01,	2.360710044877077e-02,	1.823803853283227e-01,	2.627093061442704e-02,	3.043775334006465e+06,	6.956359665993535e+06,	2.014580667018890e-01
1.480002017295448e-01,	2.378949382184596e-02,	1.824062085573396e-01,	2.538293367850524e-02,	3.043775246849806e+06,	6.956359753150194e+06,	2.014702409505844e-01
1.490002017412309e-01,	2.397191258159180e-02,	1.824311661391247e-01,	2.453975394076910e-02,	3.043775164697632e+06,	6.956359835302368e+06,	2.014833390712738e-01
1.500002017529170e-01,	2.415435588487340e-02,	1.824553031892190e-01,	2.374193403404742e-02,	3.043775087687479e+06,	6.956359912312521e+06,	2.014973461627960e-01
1.510002017646030e-01,	2.433682293389001e-02,	1.824786652080789e-01,	2.298970577968693e-02,	3.043775015914403e+06,	6.956359984085597e+06,	2.015122026205063e-01
1.520002017762891e-01,	2.451931297640913e-02,	1.825012977846150e-01,	2.228301896514152e-02,	3.043774949434544e+06,	6.956360050565456e+06,	2.015278637409210e-01
1.530002017879752e-01,	2.470182530571825e-02,	1.825232463278310e-01,	2.162156838575096e-02,	3.043774888268509e+06,	6.956360111731491e+06,	2.015442997217178e-01
1.540002017996613e-01,	2.488435926032235e-02,	1.825445558247646e-01,	2.100481957160467e-02,	3.043774832404591e+06,	6.956360167595409e+06,	2.015614062547684e-01
1.550002018113474e-01,	2.506691422341080e-02,	1.825652706238907e-01,	2.043203396754822e-02,	3.043774781801952e+06,	6.956360218198048e+06,	2.015791684389114e-01
1.560002018230335e-01,	2.524948962212133e-02,	1.825854342429334e-01,	1.990229234972934e-02,	3.043774736393603e+06,	6.956360263606397e+06,	2.015975564718246e-01
1.570002018347196e-01,	2.543208492662252e-02,	1.826050891994296e-01,	1.941451728360765e-02,	3.043774696089273e+06,	6.956360303910727e+06,	2.016164958477020e-01
1.580002018464057e-01,	2.561469964903812e-02,	1.826242768633741e-01,	1.896749454969479e-02,	3.043774660778175e+06,	6.956360339221825e+06,	2.016359269618988e-01
1.590002018580918e-01,	2.579733334223391e-02,	1.826430373303380e-01,	1.855989270445023e-02,	3.043774630331532e+06,	6.956360369668468e+06,	2.016558498144150e-01
1.600002018697779e-01,	2.597998559848935e-02,	1.826614093139459e-01,	1.819028226943708e-02,	3.043774604605089e+06,	6.956360395394911e+06,	2.016761749982834e-01
1.610002018814640e-01,	2.616265604806783e-02,	1.826794300563027e-01,	1.785715266238805e-02,	3.043774583441332e+06,	6.956360416558668e+06,	2.016969174146652e-01
1.620002018931501e-01,	2.634534435770841e-02,	1.826971352556370e-01,	1.755892916206589e-02,	3.043774566671728e+06,	6.956360433328272e+06,	2.017179876565933e-01
1.630002019048362e-01,	2.652805022905205e-02,	1.827145590094373e-01,	1.729398756587827e-02,	3.043774554118684e+06,	6.956360445881316e+06,	2.017393708229065e-01
1.640002019165223e-01,	2.671077339701904e-02,	1.827317337721779e-01,	1.706066815624065e-02,	3.043774545597421e+06,	6.956360454402579e+06,	2.017610073089600e-01
1.650002019282084e-01,	2.689351362814982e-02,	1.827486903263394e-01,	1.685728889273686e-02,	3.043774540917750e+06,	6.956360459082250e+06,	2.017828971147537e-01
1.660002019398945e-01,	2.707627071892365e-02,	1.827654577659955e-01,	1.668215665648519e-02,	3.043774539885619e+06,	6.956360460114381e+06,	2.018049806356430e-01
