T,V,X,P1,P2,A,F,F1,F2,Q1,Q2,QI,QS,Y,U,DT
1.960035600310703e+00,	9.081359205749796e-01,	3.779992727240052e+00,	7.744192699378609e+05,	1.765971157508279e+06,	1.155810248727462e-03,	9.082515015998524e+00,	3.892655763772942e+03,	3.883573248756943e+03,	4.564825890819601e-03,	-1.997112653805628e-03,	4.564825890819601e-03,	-1.997112653805628e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.961035600311287e+00,	9.081371471655189e-01,	3.780900863762510e+00,	7.744192935580537e+05,	1.765971143675874e+06,	1.292691426783676e-03,	9.082664163081972e+00,	3.892655882500979e+03,	3.883573218337897e+03,	4.564825884975954e-03,	-1.997112645983591e-03,	4.564825884975954e-03,	-1.997112645983591e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.962035700311871e+00,	9.081384963245541e-01,	3.781809092389065e+00,	7.744193126561537e+05,	1.765971132268270e+06,	1.400283987008422e-03,	9.082785247232550e+00,	3.892655978498498e+03,	3.883573193251266e+03,	4.564825880251075e-03,	-1.997112639532746e-03,	4.564825880251075e-03,	-1.997112639532746e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.963035700312455e+00,	9.081399374169307e-01,	3.782717231599581e+00,	7.744193268546198e+05,	1.765971123488503e+06,	1.476550051537018e-03,	9.082875924220843e+00,	3.892656049867772e+03,	3.883573173943551e+03,	4.564825876738368e-03,	-1.997112634567907e-03,	4.564825876738368e-03,	-1.997112634567907e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.964035800313039e+00,	9.081414386907607e-01,	3.783625463098065e+00,	7.744193358921461e+05,	1.765971117476905e+06,	1.520185069086466e-03,	9.082934571976693e+00,	3.892656095295334e+03,	3.883573160723357e+03,	4.564825874502480e-03,	-1.997112631168430e-03,	4.564825874502480e-03,	-1.997112631168430e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.965035800313623e+00,	9.081429668481762e-01,	3.784533605299961e+00,	7.744193396169662e+05,	1.765971114315580e+06,	1.530578598119448e-03,	9.082960247079882e+00,	3.892656114018321e+03,	3.883573153771241e+03,	4.564825873580958e-03,	-1.997112629380744e-03,	4.564825873580958e-03,	-1.997112629380744e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.966035800314206e+00,	9.081444888020052e-01,	3.785441749029683e+00,	7.744193379964380e+05,	1.765971114022417e+06,	1.507858097319570e-03,	9.082952746117371e+00,	3.892656105872658e+03,	3.883573153126541e+03,	4.564825873981877e-03,	-1.997112629214964e-03,	4.564825873981877e-03,	-1.997112629214964e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.967035900314790e+00,	9.081459719420800e-01,	3.786349985079166e+00,	7.744193311114322e+05,	1.765971116554393e+06,	1.452850776294312e-03,	9.082912570197095e+00,	3.892656071264845e+03,	3.883573158694648e+03,	4.564825875685231e-03,	-1.997112630646762e-03,	4.564825875685231e-03,	-1.997112630646762e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.968035900315374e+00,	9.081473843944570e-01,	3.787258131764483e+00,	7.744193191577902e+05,	1.765971121807122e+06,	1.367089342545924e-03,	9.082840933287116e+00,	3.892656011179287e+03,	3.883573170246000e+03,	4.564825878642567e-03,	-1.997112633617109e-03,	4.564825878642567e-03,	-1.997112633617109e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.969036000315958e+00,	9.081486967096748e-01,	3.788166370629374e+00,	7.744193024348600e+05,	1.765971129620123e+06,	1.252725889958839e-03,	9.082739692986706e+00,	3.892655927120673e+03,	3.883573187427687e+03,	4.564825882779827e-03,	-1.997112638035255e-03,	4.564825882779827e-03,	-1.997112638035255e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.970036000316542e+00,	9.081498813681806e-01,	3.789074519930098e+00,	7.744192813472744e+05,	1.765971139776799e+06,	1.112545843538371e-03,	9.082611359525345e+00,	3.892655821122909e+03,	3.883573209763384e+03,	4.564825887996906e-03,	-1.997112643778717e-03,	4.564825887996906e-03,	-1.997112643778717e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.971036100317126e+00,	9.081509143791253e-01,	3.789982761156582e+00,	7.744192563820347e+05,	1.765971152015742e+06,	9.498119142801187e-04,	9.082458955705533e+00,	3.892655695633929e+03,	3.883573236678224e+03,	4.564825894173318e-03,	-1.997112650699673e-03,	4.564825894173318e-03,	-1.997112650699673e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.972036100317710e+00,	9.081517748341754e-01,	3.790890912516317e+00,	7.744192281136009e+05,	1.765971166028923e+06,	7.682981264434119e-04,	9.082286046468198e+00,	3.892655553541284e+03,	3.883573267494816e+03,	4.564825901166942e-03,	-1.997112658623936e-03,	4.564825901166942e-03,	-1.997112658623936e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.973036200318294e+00,	9.081524461334948e-01,	3.791799155458377e+00,	7.744191971710823e+05,	1.765971181478349e+06,	5.720760118954615e-04,	9.082096537346843e+00,	3.892655398007224e+03,	3.883573301469877e+03,	4.564825908822135e-03,	-1.997112667360376e-03,	4.564825908822135e-03,	-1.997112667360376e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.974036200318878e+00,	9.081529156252719e-01,	3.792707308156468e+00,	7.744191642461773e+05,	1.765971197992718e+06,	3.655654812693143e-04,	9.081894721733988e+00,	3.892655232508603e+03,	3.883573337786869e+03,	4.564825916967771e-03,	-1.997112676699027e-03,	4.564825916967771e-03,	-1.997112676699027e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.975036300319462e+00,	9.081531753619450e-01,	3.793615552034975e+00,	7.744191300534237e+05,	1.765971215187817e+06,	1.532825935530724e-04,	9.081685036213003e+00,	3.892655060637080e+03,	3.883573375600867e+03,	4.564825925427076e-03,	-1.997112686422622e-03,	4.564825925427076e-03,	-1.997112686422622e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.976036300320045e+00,	9.081532218545386e-01,	3.794523705251021e+00,	7.744190953402865e+05,	1.765971232662101e+06,	-6.009754408786705e-05,	9.081472121001298e+00,	3.892654886149824e+03,	3.883573414028823e+03,	4.564825934015121e-03,	-1.997112696304091e-03,	4.564825934015121e-03,	-1.997112696304091e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.977036400320629e+00,	9.081530563045079e-01,	3.795431949222902e+00,	7.744190608439847e+05,	1.765971250018748e+06,	-2.700086240015054e-04,	9.081260554421078e+00,	3.892654712752501e+03,	3.883573452198080e+03,	4.564825942549522e-03,	-1.997112706119039e-03,	4.564825942549522e-03,	-1.997112706119039e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.978036400321213e+00,	9.081526844918131e-01,	3.796340102110134e+00,	7.744190273028539e+05,	1.765971266860781e+06,	-4.719241700286148e-04,	9.081054920748102e+00,	3.892654544156392e+03,	3.883573489235644e+03,	4.564825950847613e-03,	-1.997112715642979e-03,	4.564825950847613e-03,	-1.997112715642979e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.979036500321797e+00,	9.081521164733124e-01,	3.797248345341673e+00,	7.744189954134697e+05,	1.765971282813015e+06,	-6.616183049228397e-04,	9.080859546428201e+00,	3.892654383862866e+03,	3.883573524316438e+03,	4.564825958737062e-03,	-1.997112724663751e-03,	4.564825958737062e-03,	-1.997112724663751e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.980036500322381e+00,	9.081513666113432e-01,	3.798156497097678e+00,	7.744189658423129e+05,	1.765971297516794e+06,	-8.350958272504982e-04,	9.080678570286182e+00,	3.892654235222022e+03,	3.883573556651736e+03,	4.564825966052980e-03,	-1.997112732978536e-03,	4.564825966052980e-03,	-1.997112732978536e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.981036500322965e+00,	9.081504528746777e-01,	3.799064648020237e+00,	7.744189391893164e+05,	1.765971310648776e+06,	-9.888097674632945e-04,	9.080515718979314e+00,	3.892654101249451e+03,	3.883573585530472e+03,	4.564825972646943e-03,	-1.997112740404494e-03,	4.564825972646943e-03,	-1.997112740404494e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.982036600323549e+00,	9.081493965080926e-01,	3.799972888770834e+00,	7.744189159863538e+05,	1.765971321922141e+06,	-1.119668334057522e-03,	9.080374296746868e+00,	3.892653984618642e+03,	3.883573610321895e+03,	4.564825978387367e-03,	-1.997112746779428e-03,	4.564825978387367e-03,	-1.997112746779428e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.983036600324133e+00,	9.081482219275804e-01,	3.800881037588836e+00,	7.744188966921299e+05,	1.765971331089725e+06,	-1.225066442421152e-03,	9.080257152833383e+00,	3.892653887635296e+03,	3.883573630482463e+03,	4.564825983160767e-03,	-1.997112751963572e-03,	4.564825983160767e-03,	-1.997112751963572e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.984036700324717e+00,	9.081469554017602e-01,	3.801789275998760e+00,	7.744188816680202e+05,	1.765971337956217e+06,	-1.303020800676791e-03,	9.080166533216925e+00,	3.892653812115885e+03,	3.883573645582668e+03,	4.564825986877739e-03,	-1.997112755846479e-03,	4.564825986877739e-03,	-1.997112755846479e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.985036700325300e+00,	9.081456253846537e-01,	3.802697422293241e+00,	7.744188711864086e+05,	1.765971342374678e+06,	-1.352123656799264e-03,	9.080104130189738e+00,	3.892653759429559e+03,	3.883573655299369e+03,	4.564825989470893e-03,	-1.997112758345058e-03,	4.564825989470893e-03,	-1.997112758345058e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.986036800325884e+00,	9.081442608908158e-01,	3.803605658052499e+00,	7.744188654140336e+05,	1.765971344254567e+06,	-1.371627932197583e-03,	9.080070980975961e+00,	3.892653730414439e+03,	3.883573659433463e+03,	4.564825990898982e-03,	-1.997112759408111e-03,	4.564825990898982e-03,	-1.997112759408111e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.987036800326468e+00,	9.081428919043437e-01,	3.804513801628045e+00,	7.744188644177284e+05,	1.765971343559664e+06,	-1.361417870603177e-03,	9.080067501172834e+00,	3.892653725406462e+03,	3.883573657905290e+03,	4.564825991145468e-03,	-1.997112759015152e-03,	4.564825991145468e-03,	-1.997112759015152e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.988036900327052e+00,	9.081415476572365e-01,	3.805422034658763e+00,	7.744188681595295e+05,	1.765971340309756e+06,	-1.322020135594570e-03,	9.080093456436771e+00,	3.892653744214806e+03,	3.883573650758369e+03,	4.564825990219745e-03,	-1.997112757177373e-03,	4.564825990219745e-03,	-1.997112757177373e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.989036900327636e+00,	9.081402570783077e-01,	3.806330175555509e+00,	7.744188764994217e+05,	1.765971334580186e+06,	-1.254593495424672e-03,	9.080147977287652e+00,	3.892653786135676e+03,	3.883573638158388e+03,	4.564825988156451e-03,	-1.997112753937380e-03,	4.564825988156451e-03,	-1.997112753937380e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.990037000328220e+00,	9.081390471234734e-01,	3.807238406013763e+00,	7.744188892023339e+05,	1.765971326497129e+06,	-1.160866577500030e-03,	9.080229604657234e+00,	3.892653849987475e+03,	3.883573620382818e+03,	4.564825985013745e-03,	-1.997112749366522e-03,	4.564825985013745e-03,	-1.997112749366522e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.991037000328804e+00,	9.081379432253626e-01,	3.808146544499121e+00,	7.744189059377196e+05,	1.765971316238829e+06,	-1.043147195259664e-03,	9.080336285058365e+00,	3.892653934108698e+03,	3.883573597823640e+03,	4.564825980873403e-03,	-1.997112743565592e-03,	4.564825980873403e-03,	-1.997112743565592e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.992037100329388e+00,	9.081369678166029e-01,	3.809054772756806e+00,	7.744189262975956e+05,	1.765971304024917e+06,	-9.041934144438102e-04,	9.080465484751585e+00,	3.892654036448595e+03,	3.883573570963844e+03,	4.564825975836361e-03,	-1.997112736658791e-03,	4.564825975836361e-03,	-1.997112736658791e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.993037100329972e+00,	9.081361407418819e-01,	3.809962909297996e+00,	7.744189497930874e+05,	1.765971290119280e+06,	-7.472413551212753e-04,	9.080614166063697e+00,	3.892654154549817e+03,	3.883573540383753e+03,	4.564825970023565e-03,	-1.997112728795343e-03,	4.564825970023565e-03,	-1.997112728795343e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.994037200330556e+00,	9.081354780958553e-01,	3.810871135906701e+00,	7.744189758816953e+05,	1.765971274814392e+06,	-5.758220441727246e-04,	9.080778958914379e+00,	3.892654285685461e+03,	3.883573506726547e+03,	4.564825963569231e-03,	-1.997112720140638e-03,	4.564825963569231e-03,	-1.997112720140638e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.995037200331139e+00,	9.081349925632763e-01,	3.811779271126858e+00,	7.744190039611928e+05,	1.765971258435591e+06,	-3.938049098319851e-04,	9.080956120722931e+00,	3.892654426828408e+03,	3.883573470707685e+03,	4.564825956622351e-03,	-1.997112710878649e-03,	4.564825956622351e-03,	-1.997112710878649e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.996037200331723e+00,	9.081346926843267e-01,	3.812687405953757e+00,	7.744190334005840e+05,	1.765971241323543e+06,	-2.051962437832344e-04,	9.081141730599484e+00,	3.892654574806926e+03,	3.883573433076326e+03,	4.564825949339032e-03,	-1.997112701202018e-03,	4.564825949339032e-03,	-1.997112701202018e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.997037300332307e+00,	9.081345829926175e-01,	3.813595631389204e+00,	7.744190635469079e+05,	1.765971223830917e+06,	-1.409908729144149e-05,	9.081331730838883e+00,	3.892654726338875e+03,	3.883573394608036e+03,	4.564825941880818e-03,	-1.997112691310177e-03,	4.564825941880818e-03,	-1.997112691310177e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.998037300332891e+00,	9.081346639102624e-01,	3.814503765996679e+00,	7.744190937299185e+05,	1.765971206320334e+06,	1.753158764277174e-04,	9.081521954979053e+00,	3.892654878055232e+03,	3.883573356100253e+03,	4.564825934413527e-03,	-1.997112681408180e-03,	4.564825934413527e-03,	-1.997112681408180e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
1.999037400333475e+00,	9.081349317532047e-01,	3.815411991592674e+00,	7.744191232975270e+05,	1.765971189143973e+06,	3.590332443064170e-04,	9.081708350776353e+00,	3.892655026678240e+03,	3.883573318327464e+03,	4.564825927098487e-03,	-1.997112671695182e-03,	4.564825927098487e-03,	-1.997112671695182e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.000037400333976e+00,	9.081353787903728e-01,	3.816320126733430e+00,	7.744191516060604e+05,	1.765971172650371e+06,	5.331284030294370e-04,	9.081886916306757e+00,	3.892655168972447e+03,	3.883573282056140e+03,	4.564825920094944e-03,	-1.997112662368274e-03,	4.564825920094944e-03,	-1.997112662368274e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.001037500332339e+00,	9.081359936612574e-01,	3.817228353219813e+00,	7.744191780570829e+05,	1.765971157163164e+06,	6.939951789313170e-04,	9.082053931791506e+00,	3.892655301929786e+03,	3.883573247997994e+03,	4.564825913550948e-03,	-1.997112653610470e-03,	4.564825913550948e-03,	-1.997112653610470e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.002037400330702e+00,	9.081367612253761e-01,	3.818136398771595e+00,	7.744192020853863e+05,	1.765971142988731e+06,	8.382701658966596e-04,	9.082205882419657e+00,	3.892655422709210e+03,	3.883573216826790e+03,	4.564825907606334e-03,	-1.997112645595021e-03,	4.564825907606334e-03,	-1.997112645595021e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.003037300329066e+00,	9.081376635348665e-01,	3.819044445159856e+00,	7.744192231968478e+05,	1.765971130394510e+06,	9.630609873561014e-04,	9.082339696336021e+00,	3.892655528826988e+03,	3.883573189130652e+03,	4.564825902383349e-03,	-1.997112638473160e-03,	4.564825902383349e-03,	-1.997112638473160e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.004037300327429e+00,	9.081386799361685e-01,	3.819952583323019e+00,	7.744192409613684e+05,	1.765971119613503e+06,	1.065899864311604e-03,	9.082452699225996e+00,	3.892655618121207e+03,	3.883573165421981e+03,	4.564825897988399e-03,	-1.997112632376647e-03,	4.564825897988399e-03,	-1.997112632376647e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.005037200325793e+00,	9.081397872323490e-01,	3.820860631736105e+00,	7.744192550201344e+05,	1.765971110840552e+06,	1.144786692835353e-03,	9.082542659016326e+00,	3.892655688788271e+03,	3.883573146129255e+03,	4.564825894510253e-03,	-1.997112627415662e-03,	4.564825894510253e-03,	-1.997112627415662e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.006037100324157e+00,	9.081409608134950e-01,	3.821768681291629e+00,	7.744192651031620e+05,	1.765971104222128e+06,	1.198288378812862e-03,	9.082607896513764e+00,	3.892655739471095e+03,	3.883573131574582e+03,	4.564825892015708e-03,	-1.997112623673034e-03,	4.564825892015708e-03,	-1.997112623673034e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.007037000322520e+00,	9.081421748073881e-01,	3.822676732043019e+00,	7.744192710267165e+05,	1.765971099858131e+06,	1.225520401403557e-03,	9.082647268475284e+00,	3.892655769246127e+03,	3.883573121977652e+03,	4.564825890550218e-03,	-1.997112621205253e-03,	4.564825890550218e-03,	-1.997112621205253e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.008037000320884e+00,	9.081434028659672e-01,	3.823584874831800e+00,	7.744192726982437e+05,	1.765971097798983e+06,	1.226170131801041e-03,	9.082660198791473e+00,	3.892655777648140e+03,	3.883573117449348e+03,	4.564825890136680e-03,	-1.997112620040833e-03,	4.564825890136680e-03,	-1.997112620040833e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.009036900319247e+00,	9.081446182467032e-01,	3.824492928030096e+00,	7.744192701171295e+05,	1.765971098045630e+06,	1.200499824363987e-03,	9.082646682291397e+00,	3.892655764674044e+03,	3.883573117991753e+03,	4.564825890775249e-03,	-1.997112620180308e-03,	4.564825890775249e-03,	-1.997112620180308e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.010036800317611e+00,	9.081457951222868e-01,	3.825400982426526e+00,	7.744192633747300e+05,	1.765971100548813e+06,	1.149335286433129e-03,	9.082607286509301e+00,	3.892655730783049e+03,	3.883573123496539e+03,	4.564825892443323e-03,	-1.997112621595824e-03,	4.564825892443323e-03,	-1.997112621595824e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.011036800315974e+00,	9.081469087461859e-01,	3.826309128784740e+00,	7.744192526490762e+05,	1.765971105212247e+06,	1.074030604183207e-03,	9.082543118066042e+00,	3.892655676870033e+03,	3.883573133751967e+03,	4.564825895096854e-03,	-1.997112624232933e-03,	4.564825895096854e-03,	-1.997112624232933e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.012036700314338e+00,	9.081479356575411e-01,	3.827217185400333e+00,	7.744192382051464e+05,	1.765971111892782e+06,	9.764671191341279e-04,	9.082455823694545e+00,	3.892655604266924e+03,	3.883573148443229e+03,	4.564825898670290e-03,	-1.997112628010684e-03,	4.564825898670290e-03,	-1.997112628010684e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.013036600312701e+00,	9.081488548343216e-01,	3.828125242990532e+00,	7.744192203818847e+05,	1.765971120406744e+06,	8.589626882411494e-04,	9.082347511031458e+00,	3.892655514677441e+03,	3.883573167166409e+03,	4.564825903079772e-03,	-1.997112632825214e-03,	4.564825903079772e-03,	-1.997112632825214e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.014036500311065e+00,	9.081496476701038e-01,	3.829033301438086e+00,	7.744191995879917e+05,	1.765971130532633e+06,	7.242448331759022e-04,	9.082220721534213e+00,	3.892655410155936e+03,	3.883573189434402e+03,	4.564825908224191e-03,	-1.997112638551267e-03,	4.564825908224191e-03,	-1.997112638551267e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.015036500309428e+00,	9.081502985189933e-01,	3.829941451423587e+00,	7.744191762891031e+05,	1.765971142017837e+06,	5.753660768395008e-04,	9.082078351266773e+00,	3.892655293042950e+03,	3.883573214691683e+03,	4.564825913988347e-03,	-1.997112645045993e-03,	4.564825913988347e-03,	-1.997112645045993e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.016036400307792e+00,	9.081507947557877e-01,	3.830849511168479e+00,	7.744191510067042e+05,	1.765971154579670e+06,	4.156956005836321e-04,	9.081923643158461e+00,	3.892655165959754e+03,	3.883573242316595e+03,	4.564825920243224e-03,	-1.997112652149539e-03,	4.564825920243224e-03,	-1.997112652149539e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.017036300306156e+00,	9.081511274025941e-01,	3.831757571328379e+00,	7.744191242924730e+05,	1.765971167918575e+06,	2.487549801504230e-04,	9.081760029006091e+00,	3.892655031679384e+03,	3.883573271650378e+03,	4.564825926852337e-03,	-1.997112659692509e-03,	4.564825926852337e-03,	-1.997112659692509e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.018036200304519e+00,	9.081512910104766e-01,	3.832665631736683e+00,	7.744190967251309e+05,	1.765971181720309e+06,	7.819873139780498e-05,	9.081591108836164e+00,	3.892654893110811e+03,	3.883573302001975e+03,	4.564825933672511e-03,	-1.997112667497201e-03,	4.564825933672511e-03,	-1.997112667497201e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.019036200302883e+00,	9.081512838016731e-01,	3.833573783038480e+00,	7.744190688927667e+05,	1.765971195665226e+06,	-9.229637400309798e-05,	9.081420541642728e+00,	3.892654753210092e+03,	3.883573332668449e+03,	4.564825940558250e-03,	-1.997112675382863e-03,	4.564825940558250e-03,	-1.997112675382863e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.020036100301246e+00,	9.081511076890291e-01,	3.834481843433015e+00,	7.744190413912644e+05,	1.765971209429848e+06,	-2.590428570492520e-04,	9.081252034033241e+00,	3.892654614972466e+03,	3.883573362938433e+03,	4.564825947362135e-03,	-1.997112683166569e-03,	4.564825947362135e-03,	-1.997112683166569e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.021036000299610e+00,	9.081507681917949e-01,	3.835389903569148e+00,	7.744190147947941e+05,	1.765971222701840e+06,	-4.185229553073100e-04,	9.081089158962641e+00,	3.892654481284027e+03,	3.883573392125064e+03,	4.564825953942113e-03,	-1.997112690671699e-03,	4.564825953942113e-03,	-1.997112690671699e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.022036000297973e+00,	9.081502742087810e-01,	3.836298054102760e+00,	7.744189896523927e+05,	1.765971235182457e+06,	-5.674089276688221e-04,	9.080935333160141e+00,	3.892654354904535e+03,	3.883573419571375e+03,	4.564825960162355e-03,	-1.997112697729318e-03,	4.564825960162355e-03,	-1.997112697729318e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.023035900296337e+00,	9.081496380114852e-01,	3.837206113255146e+00,	7.744189664835397e+05,	1.765971246589273e+06,	-7.025912072382567e-04,	9.080793788907613e+00,	3.892654238445179e+03,	3.883573444656271e+03,	4.564825965894340e-03,	-1.997112704179717e-03,	4.564825965894340e-03,	-1.997112704179717e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.024035800294700e+00,	9.081488746512884e-01,	3.838114171706445e+00,	7.744189457523769e+05,	1.765971256669494e+06,	-8.213313556613144e-04,	9.080667415157222e+00,	3.892654134238991e+03,	3.883573466823834e+03,	4.564825971023239e-03,	-1.997112709879945e-03,	4.564825971023239e-03,	-1.997112709879945e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.025035700293064e+00,	9.081480017888272e-01,	3.839022229338149e+00,	7.744189278684863e+05,	1.765971265200026e+06,	-9.212565887999347e-04,	9.080558761299471e+00,	3.892654044344753e+03,	3.883573485583453e+03,	4.564825975447722e-03,	-1.997112714703845e-03,	4.564825975447722e-03,	-1.997112714703845e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.026035700291427e+00,	9.081470391466996e-01,	3.839930376865219e+00,	7.744189131748165e+05,	1.765971271993835e+06,	-1.000428972860234e-03,	9.080469962494135e+00,	3.892653970486314e+03,	3.883573500523820e+03,	4.564825979082942e-03,	-1.997112718545651e-03,	4.564825979082942e-03,	-1.997112718545651e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.027035600289791e+00,	9.081460084567586e-01,	3.840838432579111e+00,	7.744189019465895e+05,	1.765971276901041e+06,	-1.057352805835521e-03,	9.080402731761751e+00,	3.892653914047090e+03,	3.883573511315329e+03,	4.564825981860810e-03,	-1.997112721320609e-03,	4.564825981860810e-03,	-1.997112721320609e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.028035500288154e+00,	9.081449323999145e-01,	3.841746487237799e+00,	7.744188943773663e+05,	1.765971279815807e+06,	-1.091049207438743e-03,	9.080358274791706e+00,	3.892653876000025e+03,	3.883573517725234e+03,	4.564825983733440e-03,	-1.997112722968870e-03,	4.564825983733440e-03,	-1.997112722968870e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.029035500286518e+00,	9.081438343738802e-01,	3.842654631622018e+00,	7.744188905817429e+05,	1.765971280675269e+06,	-1.101037886776624e-03,	9.080337305852026e+00,	3.892653856921141e+03,	3.883573519615289e+03,	4.564825984672480e-03,	-1.997112723454884e-03,	4.564825984672480e-03,	-1.997112723454884e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.030035400284881e+00,	9.081427383317473e-01,	3.843562684092900e+00,	7.744188905932521e+05,	1.765971279461059e+06,	-1.087349426539319e-03,	9.080340033890934e+00,	3.892653856978993e+03,	3.883573516945102e+03,	4.564825984669631e-03,	-1.997112722768265e-03,	4.564825984669631e-03,	-1.997112722768265e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
2.031035300283245e+00,	9.081416676091245e-01,	3.844470735478580e+00,	7.744188943622601e+05,	1.765971276199762e+06,	-1.050525132264113e-03,	9.080366150958980e+00,	3.892653875924093e+03,	3.883573509773134e+03,	4.564825983737177e-03,	-1.997112720924045e-03,	4.564825983737177e-03,	-1.997112720924045e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
