T,X,V,A,U
7.829935084483597e-01,	2.589981963581657e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.839934955310990e-01,	2.590890096446352e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.849934827138383e-01,	2.591798229401860e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.859934697965776e-01,	2.592706362266555e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.869934569793169e-01,	2.593614495222063e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.879934440620562e-01,	2.594522628086758e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.889934311447955e-01,	2.595430760951452e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.899934183275348e-01,	2.596338893906961e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.909934054102741e-01,	2.597247026771655e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.919933925930134e-01,	2.598155159727164e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.929933796757527e-01,	2.599063292591858e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.939933668584920e-01,	2.599971425547367e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.949933539412313e-01,	2.600879558412061e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.959933410239706e-01,	2.601787691276755e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.969933282067099e-01,	2.602695824232264e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.979933152894492e-01,	2.603603957096958e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.989933024721885e-01,	2.604512090052467e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
7.999932895549278e-01,	2.605420222917161e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.009932767376671e-01,	2.606328355872670e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.019932638204064e-01,	2.607236488737364e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.029932509031457e-01,	2.608144621602059e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.039932380858850e-01,	2.609052754557567e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.049932251686243e-01,	2.609960887422262e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.059932123513636e-01,	2.610869020377770e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.069931994341029e-01,	2.611777153242465e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.079931866168422e-01,	2.612685286197973e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.089931736995815e-01,	2.613593419062668e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.099931607823208e-01,	2.614501551927362e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.109931479650601e-01,	2.615409684882871e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.119931350477994e-01,	2.616317817747565e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.129931222305387e-01,	2.617225950703074e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.139931093132780e-01,	2.618134083567768e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.149930964960173e-01,	2.619042216523277e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.159930835787566e-01,	2.619950349387971e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.169930706614958e-01,	2.620858482252665e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.179930578442351e-01,	2.621766615208174e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.189930449269744e-01,	2.622674748072868e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.199930321097137e-01,	2.623582881028377e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.209930191924530e-01,	2.624491013893071e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.219930063751923e-01,	2.625399146848580e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.229929934579316e-01,	2.626307279713274e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.239929805406709e-01,	2.627215412577968e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.249929677234102e-01,	2.628123545533477e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.259929548061495e-01,	2.629031678398171e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.269929419888888e-01,	2.629939811353680e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.279929290716281e-01,	2.630847944218374e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.289929162543674e-01,	2.631756077173883e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.299929033371067e-01,	2.632664210038577e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.309928904198460e-01,	2.633572342903272e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.319928776025853e-01,	2.634480475858780e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.329928646853246e-01,	2.635388608723475e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.339928518680639e-01,	2.636296741678983e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.349928389508032e-01,	2.637204874543678e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.359928260335425e-01,	2.638113007408372e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.369928132162818e-01,	2.639021140363881e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.379928002990211e-01,	2.639929273228575e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.389927874817604e-01,	2.640837406184084e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.399927745644997e-01,	2.641745539048778e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.409927617472390e-01,	2.642653672004287e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.419927488299783e-01,	2.643561804868981e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.429927359127176e-01,	2.644469937733675e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.439927230954569e-01,	2.645378070689184e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.449927101781962e-01,	2.646286203553878e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.459926973609355e-01,	2.647194336509387e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.469926844436748e-01,	2.648102469374081e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.479926716264141e-01,	2.649010602329590e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.489926587091534e-01,	2.649918735194284e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.499926457918927e-01,	2.650826868058978e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.509926329746320e-01,	2.651735001014487e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.519926200573713e-01,	2.652643133879181e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.529926072401106e-01,	2.653551266834690e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.539925943228499e-01,	2.654459399699384e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.549925815055892e-01,	2.655367532654893e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.559925685883285e-01,	2.656275665519587e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.569925556710678e-01,	2.657183798384282e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.579925428538071e-01,	2.658091931339790e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.589925299365464e-01,	2.659000064204485e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.599925171192857e-01,	2.659908197159993e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.609925042020250e-01,	2.660816330024688e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.619924913847643e-01,	2.661724462980196e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.629924784675036e-01,	2.662632595844891e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.639924655502429e-01,	2.663540728709585e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.649924527329822e-01,	2.664448861665094e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.659924398157215e-01,	2.665356994529788e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.669924269984608e-01,	2.666265127485297e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.679924140812001e-01,	2.667173260349991e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.689924012639394e-01,	2.668081393305500e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.699923883466787e-01,	2.668989526170194e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.709923754294180e-01,	2.669897659034888e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.719923626121573e-01,	2.670805791990397e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.729923496948966e-01,	2.671713924855091e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.739923368776359e-01,	2.672622057810600e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.749923239603752e-01,	2.673530190675294e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.759923111431145e-01,	2.674438323630803e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.769922982258538e-01,	2.675346456495497e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.779922853085931e-01,	2.676254589360191e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.789922724913324e-01,	2.677162722315700e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.799922595740717e-01,	2.678070855180394e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.809922467568110e-01,	2.678978988135903e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.819922338395503e-01,	2.679887121000597e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.829922210222896e-01,	2.680795253956106e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.839922081050289e-01,	2.681703386820800e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.849921951877682e-01,	2.682611519685495e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.859921823705075e-01,	2.683519652641003e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.869921694532468e-01,	2.684427785505698e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.879921566359861e-01,	2.685335918461206e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.889921437187254e-01,	2.686244051325901e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.899921309014647e-01,	2.687152184281409e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.909921179842040e-01,	2.688060317146104e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.919921050669433e-01,	2.688968450010798e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.929920922496826e-01,	2.689876582966307e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.939920793324219e-01,	2.690784715831001e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.949920665151612e-01,	2.691692848786510e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.959920535979005e-01,	2.692600981651204e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.969920407806398e-01,	2.693509114606713e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.979920278633791e-01,	2.694417247471407e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.989920149461184e-01,	2.695325380336101e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
8.999920021288577e-01,	2.696233513291610e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.009919892115970e-01,	2.697141646156304e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.019919763943363e-01,	2.698049779111813e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.029919634770756e-01,	2.698957911976507e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.039919505598148e-01,	2.699866044841202e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.049919377425542e-01,	2.700774177796710e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.059919248252934e-01,	2.701682310661405e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.069919120080328e-01,	2.702590443616913e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.079918990907720e-01,	2.703498576481608e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.089918862735114e-01,	2.704406709437116e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.099918733562506e-01,	2.705314842301811e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.109918604389899e-01,	2.706222975166505e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.119918476217292e-01,	2.707131108122014e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.129918347044685e-01,	2.708039240986708e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.139918218872078e-01,	2.708947373942217e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.149918089699471e-01,	2.709855506806911e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.159917961526864e-01,	2.710763639762420e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.169917832354257e-01,	2.711671772627114e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.179917703181650e-01,	2.712579905491808e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.189917575009043e-01,	2.713488038447317e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.199917445836436e-01,	2.714396171312011e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.209917317663829e-01,	2.715304304267520e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.219917188491222e-01,	2.716212437132214e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.229917060318615e-01,	2.717120570087723e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.239916931146008e-01,	2.718028702952417e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.249916801973401e-01,	2.718936835817111e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.259916673800794e-01,	2.719844968772620e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.269916544628187e-01,	2.720753101637314e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.279916416455580e-01,	2.721661234592823e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.289916287282973e-01,	2.722569367457517e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.299916159110366e-01,	2.723477500413026e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.309916029937759e-01,	2.724385633277720e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.319915900765152e-01,	2.725293766142415e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.329915772592545e-01,	2.726201899097923e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.339915643419938e-01,	2.727110031962618e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.349915515247331e-01,	2.728018164918126e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.359915386074724e-01,	2.728926297782821e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.369915257902117e-01,	2.729834430738329e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.379915128729510e-01,	2.730742563603024e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.389914999556903e-01,	2.731650696467718e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.399914871384296e-01,	2.732558829423227e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.409914742211689e-01,	2.733466962287921e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.419914614039082e-01,	2.734375095243430e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.429914484866475e-01,	2.735283228108124e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.439914356693868e-01,	2.736191361063633e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.449914227521261e-01,	2.737099493928327e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.459914098348654e-01,	2.738007626793021e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.469913970176047e-01,	2.738915759748530e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.479913841003440e-01,	2.739823892613224e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.489913712830833e-01,	2.740732025568733e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.499913583658226e-01,	2.741640158433427e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.509913455485619e-01,	2.742548291388936e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.519913326313012e-01,	2.743456424253630e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.529913197140405e-01,	2.744364557118324e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.539913068967798e-01,	2.745272690073833e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.549912939795191e-01,	2.746180822938527e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.559912811622584e-01,	2.747088955894036e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.569912682449977e-01,	2.747997088758730e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.579912554277370e-01,	2.748905221714239e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.589912425104763e-01,	2.749813354578933e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.599912295932156e-01,	2.750721487443628e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.609912167759549e-01,	2.751629620399136e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.619912038586942e-01,	2.752537753263831e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.629911910414335e-01,	2.753445886219339e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.639911781241728e-01,	2.754354019084034e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.649911653069121e-01,	2.755262152039542e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.659911523896514e-01,	2.756170284904237e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.669911394723907e-01,	2.757078417768931e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.679911266551300e-01,	2.757986550724440e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.689911137378693e-01,	2.758894683589134e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.699911009206086e-01,	2.759802816544643e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.709910880033479e-01,	2.760710949409337e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.719910751860872e-01,	2.761619082364846e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.729910622688265e-01,	2.762527215229540e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.739910493515658e-01,	2.763435348094234e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.749910365343051e-01,	2.764343481049743e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.759910236170444e-01,	2.765251613914437e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.769910107997837e-01,	2.766159746869946e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.779909978825230e-01,	2.767067879734640e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.789909849652623e-01,	2.767976012599334e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.799909721480016e-01,	2.768884145554843e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.809909592307409e-01,	2.769792278419537e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.819909464134802e-01,	2.770700411375046e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.829909334962195e-01,	2.771608544239740e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.839909206789588e-01,	2.772516677195249e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.849909077616981e-01,	2.773424810059943e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.859908948444374e-01,	2.774332942924638e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.869908820271767e-01,	2.775241075880146e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.879908691099160e-01,	2.776149208744841e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.889908562926553e-01,	2.777057341700349e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.899908433753946e-01,	2.777965474565044e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.909908305581339e-01,	2.778873607520552e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.919908176408732e-01,	2.779781740385247e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.929908047236125e-01,	2.780689873249941e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.939907919063518e-01,	2.781598006205450e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.949907789890911e-01,	2.782506139070144e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.959907661718304e-01,	2.783414272025653e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.969907532545697e-01,	2.784322404890347e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.979907404373090e-01,	2.785230537845856e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.989907275200482e-01,	2.786138670710550e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
9.999907146027875e-01,	2.787046803575244e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.000990701785527e+00,	2.787954936530753e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.001990748468271e+00,	2.788863123520870e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.002990795251015e+00,	2.789771310601801e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.003990841933760e+00,	2.790679497591917e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.004990888716504e+00,	2.791587684672848e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.005990935399248e+00,	2.792495871662965e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.006990982181992e+00,	2.793404058743896e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.007991028864736e+00,	2.794312245734013e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.008991075647481e+00,	2.795220432814944e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.009991122330225e+00,	2.796128619805061e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.010991169112969e+00,	2.797036806885992e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.011991215795713e+00,	2.797944993876108e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.012991262578458e+00,	2.798853180957039e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.013991309261202e+00,	2.799761367947156e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.014991355943946e+00,	2.800669554937273e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.015991402726690e+00,	2.801577742018204e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.016991449409435e+00,	2.802485929008320e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.017991496192179e+00,	2.803394116089251e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
1.018991542874923e+00,	2.804302303079368e+00,	9.081433246922233e-01,	5.550973583012819e-07,	9.999999962473082e-01
