T,X,V,A,P1,P2,U
4.100000047912999e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.200000049081609e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.300000050250219e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.400000051418829e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.500000052587438e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.600000053756048e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.700000054924658e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.800000056093268e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
4.900000057261877e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.000000058430487e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.100000059599097e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.200000060767707e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.300000061936316e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.400000063104926e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.500000064273536e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.600000065442146e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.700000066610755e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.800000067779365e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
5.900000068947975e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.000000070116585e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.100000071285194e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.200000072453804e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.300000073622414e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.400000074791024e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.500000075959633e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.600000077128243e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.700000078296853e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.800000079465462e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
6.900000080634072e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.000000081802682e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.100000082971292e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.200000084139901e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.300000085308511e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.400000086477121e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.500000087645731e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.600000088814340e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.700000089982950e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.800000091151560e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
7.900000092320170e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.000000093488779e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.100000094657389e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.200000095825999e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.300000096994609e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.400000098163218e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.500000099331828e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.600000100500438e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.700000101669048e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.800000102837657e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
8.900000104006267e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.000010105174994e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.100010106343603e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.200010107512213e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.300010108680823e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.400010109849433e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.500010111018042e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.600010112186652e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.700010113355262e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.800010114523872e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
9.900010115692481e-02,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	0.000000000000000e+00
1.000001011686109e-01,	2.000000000000000e+00,	0.000000000000000e+00,	-0.000000000000000e+00,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.010001011802970e-01,	2.000000000000000e+00,	-3.539940274482899e-18,	-1.052213330008332e-14,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.020001011919831e-01,	2.000000000000000e+00,	-2.755153564239418e-17,	-4.057162563347304e-14,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.030001012036692e-01,	2.000000000000000e+00,	-9.047436550349312e-17,	-8.799986487617704e-14,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.040001012153553e-01,	2.000000000000000e+00,	-2.086786399713965e-16,	-1.508151407621160e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.050001012270414e-01,	2.000000000000000e+00,	-3.966174291422683e-16,	-2.271733780678618e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.060001012387275e-01,	2.000000000000000e+00,	-6.669698574702215e-16,	-3.153693304805412e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.070001012504136e-01,	2.000000000000000e+00,	-1.030775714535658e-15,	-4.138282164411565e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.080001012620997e-01,	2.000000000000000e+00,	-1.497561915044090e-15,	-5.210977787744010e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.090001012737858e-01,	2.000000000000000e+00,	-2.075461222964730e-15,	-6.358407504374038e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.100001012854719e-01,	2.000000000000000e+00,	-2.771323637311548e-15,	-7.568277092420988e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.110001012971580e-01,	2.000000000000000e+00,	-3.590820820185117e-15,	-8.829303049271816e-13,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.120001013088441e-01,	2.000000000000000e+00,	-4.538543931329281e-15,	-1.013114842475035e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.130001013205302e-01,	2.000000000000000e+00,	-5.618095217610320e-15,	-1.146436206084771e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.140001013322163e-01,	2.000000000000000e+00,	-6.832173690493840e-15,	-1.282032108723545e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.150001013439024e-01,	2.000000000000000e+00,	-8.182655209769217e-15,	-1.419117652684259e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.160001013555885e-01,	2.000000000000000e+00,	-9.670667277450754e-15,	-1.556980187076598e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.170001013672746e-01,	2.000000000000000e+00,	-1.129665883195700e-14,	-1.694974448670030e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.180001013789607e-01,	2.000000000000000e+00,	-1.306046531933215e-14,	-1.832517972991395e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.190001013906468e-01,	2.000000000000000e+00,	-1.496136930541312e-14,	-1.969086763054493e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.200001014023329e-01,	2.000000000000000e+00,	-1.699815688045769e-14,	-2.104211203565128e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.210001014140190e-01,	2.000000000000000e+00,	-1.916917009582175e-14,	-2.237472208901257e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.220001014257051e-01,	2.000000000000000e+00,	-2.147235566079677e-14,	-2.368497593614006e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.230001014373912e-01,	2.000000000000000e+00,	-2.390531011668186e-14,	-2.496958654631618e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.240001014490772e-01,	2.000000000000000e+00,	-2.646532169456589e-14,	-2.622566954773016e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.250001014607633e-01,	2.000000000000000e+00,	-2.914940905310069e-14,	-2.745071297592610e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.260001014724494e-01,	2.000000000000000e+00,	-3.195435708278062e-14,	-2.864254883981402e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.270001014841355e-01,	2.000000000000000e+00,	-3.487674995385685e-14,	-2.979932641341857e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.280001014958216e-01,	2.000000000000000e+00,	-3.791300157603342e-14,	-3.091948716535190e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.290001015075077e-01,	2.000000000000000e+00,	-4.105938362946698e-14,	-3.200174124169886e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.300001015191938e-01,	2.000000000000000e+00,	-4.431205131834660e-14,	-3.304504542159628e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.310001015308799e-01,	2.000000000000000e+00,	-4.766706699043666e-14,	-3.404858246825976e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.320001015425660e-01,	2.000000000000000e+00,	-5.112042175839985e-14,	-3.501174180158451e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.330001015542521e-01,	2.000000000000000e+00,	-5.466805525150500e-14,	-3.593410142170488e-12,	3.043519291785786e+06,	6.956615708214214e+06,	1.000000000000000e+00
1.340001015659382e-01,	2.000000000000000e+00,	-5.830587361941388e-14,	-3.681541101604239e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.350001015776243e-01,	2.000000000000000e+00,	-6.202976590315133e-14,	-3.765557618542291e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.360001015893104e-01,	2.000000000000000e+00,	-6.583561888206512e-14,	-3.845464372776980e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.370001016009965e-01,	2.000000000000000e+00,	-6.971933049958062e-14,	-3.921278792072434e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.380001016126826e-01,	2.000000000000000e+00,	-7.367682196482176e-14,	-3.993029774726612e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.390001016243687e-01,	2.000000000000000e+00,	-7.770404862171089e-14,	-4.060756501104198e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.400002016360560e-01,	2.000000000000000e+00,	-8.179742212301167e-14,	-4.124513507152944e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.410002016477421e-01,	2.000000000000000e+00,	-8.595217526761134e-14,	-4.184344557672805e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.420002016594282e-01,	2.000000000000000e+00,	-9.016482604230132e-14,	-4.240319937100528e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.430002016711143e-01,	2.000000000000000e+00,	-9.443155329990011e-14,	-4.292509676790439e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.440002016828004e-01,	2.000000000000000e+00,	-9.874860874229878e-14,	-4.340989312979943e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.450002016944865e-01,	2.000000000000000e+00,	-1.031123220438225e-13,	-4.385839133758427e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.460002017061726e-01,	2.000000000000000e+00,	-1.075191052509821e-13,	-4.427143484269449e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.470002017178587e-01,	2.000000000000000e+00,	-1.119654565150551e-13,	-4.464990126585734e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.480002017295448e-01,	2.000000000000000e+00,	-1.164479632104617e-13,	-4.499469650880765e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.490002017412309e-01,	2.000000000000000e+00,	-1.209633044886144e-13,	-4.530674934694111e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.500002017529170e-01,	2.000000000000000e+00,	-1.255082533138249e-13,	-4.558700647255653e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.510002017646030e-01,	2.000000000000000e+00,	-1.300796780248303e-13,	-4.583642795995214e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.520002017762891e-01,	2.000000000000000e+00,	-1.346745434628219e-13,	-4.605598312514525e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.530002017879752e-01,	2.000000000000000e+00,	-1.392899117040620e-13,	-4.624664675448412e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.540002017996613e-01,	2.000000000000000e+00,	-1.439229424328083e-13,	-4.640939567778460e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.550002018113474e-01,	2.000000000000000e+00,	-1.485708929878023e-13,	-4.654520566298361e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.560002018230335e-01,	2.000000000000000e+00,	-1.532311181133948e-13,	-4.665504861055562e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.570002018347196e-01,	2.000000000000000e+00,	-1.579010694442338e-13,	-4.673989002716954e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.580002018464057e-01,	2.000000000000000e+00,	-1.625782947504735e-13,	-4.680068675920527e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.590002018580918e-01,	2.000000000000000e+00,	-1.672604369685663e-13,	-4.683838496785929e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.600002018697779e-01,	2.000000000000000e+00,	-1.719452330409091e-13,	-4.685391832861979e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.610002018814640e-01,	2.000000000000000e+00,	-1.766305125859898e-13,	-4.684820643888014e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.620002018931501e-01,	2.000000000000000e+00,	-1.813141964190537e-13,	-4.682215341842532e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.630002019048362e-01,	2.000000000000000e+00,	-1.859942949418606e-13,	-4.677664668841245e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
1.640002019165223e-01,	2.000000000000000e+00,	-1.906689064187022e-13,	-4.671255591534020e-12,	3.043519291785785e+06,	6.956615708214215e+06,	1.000000000000000e+00
