t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-1.6700000000e-02,	2.5000000000e+00,	3.0000000000e+02,	5.0000000000e+02,	-4.0000000000e+00
1.0000000000e-04,	-1.7088928802e-02,	2.4999983104e+00,	3.0786838494e+02,	4.9685737320e+02,	-3.7797797653e+00
2.0000000000e-04,	-1.7456095314e-02,	2.4999965829e+00,	3.1572718084e+02,	4.9392967355e+02,	-3.5640498542e+00
3.0000000000e-04,	-1.7801821731e-02,	2.4999948199e+00,	3.2357018134e+02,	4.9111202551e+02,	-3.3508368835e+00
4.0000000000e-04,	-1.8126327851e-02,	2.4999930233e+00,	3.3139119420e+02,	4.8837060494e+02,	-3.1395882147e+00
5.0000000000e-04,	-1.8429797212e-02,	2.4999911953e+00,	3.3918402253e+02,	4.8568798056e+02,	-2.9300791605e+00
6.0000000000e-04,	-1.8712398905e-02,	2.4999893380e+00,	3.4694245302e+02,	4.8305391602e+02,	-2.7222292600e+00
7.0000000000e-04,	-1.8974298253e-02,	2.4999874535e+00,	3.5466024649e+02,	4.8046207635e+02,	-2.5160365973e+00
8.0000000000e-04,	-1.9215662976e-02,	2.4999855438e+00,	3.6233112890e+02,	4.7790850494e+02,	-2.3115475208e+00
9.0000000000e-04,	-1.9436667135e-02,	2.4999836111e+00,	3.6994878194e+02,	4.7539080779e+02,	-2.1088405170e+00
1.0000000000e-03,	-1.9637493837e-02,	2.4999816572e+00,	3.7750683251e+02,	4.7290767172e+02,	-1.9080167843e+00
1.1000000000e-03,	-1.9818337188e-02,	2.4999796842e+00,	3.8499884042e+02,	4.7045855884e+02,	-1.7091943684e+00
1.2000000000e-03,	-1.9979403779e-02,	2.4999776942e+00,	3.9241828370e+02,	4.6804350206e+02,	-1.5125043671e+00
1.3000000000e-03,	-2.0120913854e-02,	2.4999756890e+00,	3.9975854063e+02,	4.6566296224e+02,	-1.3180884322e+00
1.4000000000e-03,	-2.0243102278e-02,	2.4999736706e+00,	4.0701286744e+02,	4.6331772471e+02,	-1.1260971452e+00
1.5000000000e-03,	-2.0346219380e-02,	2.4999716410e+00,	4.1417437045e+02,	4.6100882209e+02,	-9.3668903269e-01
1.6000000000e-03,	-2.0430531716e-02,	2.4999696020e+00,	4.2123597053e+02,	4.5873747519e+02,	-7.5003009319e-01
1.7000000000e-03,	-2.0496322811e-02,	2.4999675555e+00,	4.2819035745e+02,	4.5650504667e+02,	-5.6629378446e-01
