t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-3.3400000000e-02,	2.5000000000e+00,	4.5000000000e+02,	2.5000000000e+02,	4.0000000000e+00
1.0000000000e-04,	-3.2988954301e-02,	2.4999966804e+00,	4.5900087709e+02,	2.4802152276e+02,	4.2195870866e+00
2.0000000000e-04,	-3.2556355627e-02,	2.4999934029e+00,	4.6769865678e+02,	2.4614965930e+02,	4.4309799495e+00
3.0000000000e-04,	-3.2103049003e-02,	2.4999901698e+00,	4.7607002161e+02,	2.4438767937e+02,	4.6336468447e+00
4.0000000000e-04,	-3.1629940066e-02,	2.4999869830e+00,	4.8408308728e+02,	2.4273865221e+02,	4.8268887014e+00
5.0000000000e-04,	-3.1138019985e-02,	2.4999838444e+00,	4.9168738862e+02,	2.4120543311e+02,	5.0096391103e+00
6.0000000000e-04,	-3.0628433364e-02,	2.4999807560e+00,	4.9876897251e+02,	2.3979064161e+02,	5.1795666180e+00
7.0000000000e-04,	-3.0102991663e-02,	2.4999777193e+00,	5.0475643422e+02,	2.3849659388e+02,	5.3251968067e+00
8.0000000000e-04,	-2.9563849599e-02,	2.4999747358e+00,	5.1011675289e+02,	2.3732514175e+02,	5.4558322229e+00
9.0000000000e-04,	-2.9012154152e-02,	2.4999718069e+00,	5.1510523186e+02,	2.3627779802e+02,	5.5765486768e+00
1.0000000000e-03,	-2.8448830263e-02,	2.4999689338e+00,	5.1978274318e+02,	2.3535585968e+02,	5.6885376701e+00
1.1000000000e-03,	-2.7874715862e-02,	2.4999661175e+00,	5.2418255652e+02,	2.3456043660e+02,	5.7924423984e+00
1.2000000000e-03,	-2.7290597245e-02,	2.4999633592e+00,	5.2832644182e+02,	2.3389246631e+02,	5.8886795102e+00
1.3000000000e-03,	-2.6697225540e-02,	2.4999606597e+00,	5.3223007073e+02,	2.3335272356e+02,	5.9775469435e+00
1.4000000000e-03,	-2.6095325878e-02,	2.4999580200e+00,	5.3590544131e+02,	2.3294182722e+02,	6.0592722819e+00
1.5000000000e-03,	-2.5485603032e-02,	2.4999554409e+00,	5.3936215515e+02,	2.3266024567e+02,	6.1340381896e+00
1.6000000000e-03,	-2.4868745112e-02,	2.4999529231e+00,	5.4260816367e+02,	2.3250830112e+02,	6.2019972511e+00
1.7000000000e-03,	-2.4245426067e-02,	2.4999504674e+00,	5.4565023766e+02,	2.3248617327e+02,	6.2632812878e+00
