t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-8.3500000000e-02,	2.5000000000e+00,	4.0000000000e+02,	4.0000000000e+02,	0.0000000000e+00
1.0000000000e-04,	-8.3465447326e-02,	2.4999916512e+00,	4.2031095645e+02,	3.8585170425e+02,	6.8918504392e-01
2.0000000000e-04,	-8.3362552638e-02,	2.4999833092e+00,	4.4025576708e+02,	3.7192227515e+02,	1.3666698387e+00
3.0000000000e-04,	-8.3192543548e-02,	2.4999749809e+00,	4.5977276578e+02,	3.5821130749e+02,	2.0312291656e+00
4.0000000000e-04,	-8.2956799006e-02,	2.4999666729e+00,	4.7876884451e+02,	3.4472030432e+02,	2.6809708038e+00
5.0000000000e-04,	-8.2656968633e-02,	2.4999583917e+00,	4.9704226053e+02,	3.3145209313e+02,	3.3118033479e+00
6.0000000000e-04,	-8.2295854837e-02,	2.4999501435e+00,	5.1361848769e+02,	3.1841033288e+02,	3.9041630962e+00
7.0000000000e-04,	-8.1876843814e-02,	2.4999419344e+00,	5.2926021070e+02,	3.0559897269e+02,	4.4732247602e+00
8.0000000000e-04,	-8.1401726215e-02,	2.4999337700e+00,	5.4435800529e+02,	2.9302225460e+02,	5.0267150139e+00
9.0000000000e-04,	-8.0871962470e-02,	2.4999256559e+00,	5.5900127098e+02,	2.8068475591e+02,	5.5663303015e+00
1.0000000000e-03,	-8.0288895353e-02,	2.4999175974e+00,	5.7323522407e+02,	2.6859131596e+02,	6.0928781623e+00
1.1000000000e-03,	-7.9653807723e-02,	2.4999095998e+00,	5.8708662421e+02,	2.5674696513e+02,	6.6067931815e+00
1.2000000000e-03,	-7.8967949801e-02,	2.4999016683e+00,	6.0057245512e+02,	2.4515686373e+02,	7.1083118278e+00
1.3000000000e-03,	-7.8232554569e-02,	2.4998938079e+00,	6.1370383087e+02,	2.3382625020e+02,	7.5975516133e+00
1.4000000000e-03,	-7.7448847362e-02,	2.4998860234e+00,	6.2648805640e+02,	2.2276039730e+02,	8.0745531818e+00
1.5000000000e-03,	-7.6618052213e-02,	2.4998783197e+00,	6.3892983348e+02,	2.1196457481e+02,	8.5393051732e+00
1.6000000000e-03,	-7.5741396203e-02,	2.4998707014e+00,	6.5103202066e+02,	2.0144401754e+02,	8.9917600625e+00
1.7000000000e-03,	-7.4820112518e-02,	2.4998631729e+00,	6.6279613974e+02,	1.9120389766e+02,	9.4318448415e+00
1.8000000000e-03,	-7.3855442590e-02,	2.4998557388e+00,	6.7422272831e+02,	1.8124930071e+02,	9.8594685519e+00
1.9000000000e-03,	-7.2848637614e-02,	2.4998484032e+00,	6.8531159421e+02,	1.7158520447e+02,	1.0274527795e+01
2.0000000000e-03,	-7.1800959564e-02,	2.4998411704e+00,	6.9606200442e+02,	1.6221646036e+02,	1.0676910881e+01
2.1000000000e-03,	-7.0713681866e-02,	2.4998340444e+00,	7.0647282890e+02,	1.5314777700e+02,	1.1066501038e+01
