t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-8.3500000000e-02,	2.5000000000e+00,	4.5000000000e+02,	6.0000000000e+02,	-3.0000000000e+00
1.0000000000e-04,	-8.3760176171e-02,	2.4999916363e+00,	4.6936519044e+02,	5.7965840573e+02,	-2.2058643059e+00
2.0000000000e-04,	-8.3941710252e-02,	2.4999832506e+00,	4.8822542336e+02,	5.5962394409e+02,	-1.4279704148e+00
3.0000000000e-04,	-8.4046678583e-02,	2.4999748505e+00,	5.0597701839e+02,	5.3996206532e+02,	-6.7970093860e-01
4.0000000000e-04,	-8.4078921308e-02,	2.4999664437e+00,	5.2230894882e+02,	5.2077087983e+02,	3.0761379866e-02
5.0000000000e-04,	-8.4041332233e-02,	2.4999580371e+00,	5.3808977162e+02,	5.0226676794e+02,	7.1646007353e-01
6.0000000000e-04,	-8.3937190852e-02,	2.4999496376e+00,	5.5345872372e+02,	4.8545036079e+02,	1.3601672587e+00
7.0000000000e-04,	-8.3770036175e-02,	2.4999412517e+00,	5.6847450846e+02,	4.6947763438e+02,	1.9799374815e+00
8.0000000000e-04,	-8.3541742952e-02,	2.4999328857e+00,	5.8316908167e+02,	4.5399734302e+02,	2.5834347731e+00
9.0000000000e-04,	-8.3253820866e-02,	2.4999245454e+00,	5.9756144537e+02,	4.3892375829e+02,	3.1727537415e+00
1.0000000000e-03,	-8.2907627817e-02,	2.4999162368e+00,	6.1166322041e+02,	4.2421370983e+02,	3.7489902117e+00
1.1000000000e-03,	-8.2504437208e-02,	2.4999079658e+00,	6.2548139423e+02,	4.0984204354e+02,	4.3127870139e+00
1.2000000000e-03,	-8.2045471937e-02,	2.4998997378e+00,	6.3901985597e+02,	3.9579320734e+02,	4.8645329726e+00
1.3000000000e-03,	-8.1531924533e-02,	2.4998915585e+00,	6.5228033138e+02,	3.8205743668e+02,	5.4044578939e+00
1.4000000000e-03,	-8.0964970200e-02,	2.4998834332e+00,	6.6526298969e+02,	3.6862873385e+02,	5.9326851166e+00
1.5000000000e-03,	-8.0345775745e-02,	2.4998753672e+00,	6.7796685731e+02,	3.5550368222e+02,	6.4492635019e+00
1.6000000000e-03,	-7.9675505910e-02,	2.4998673657e+00,	6.9039011132e+02,	3.4268069758e+02,	6.9541882748e+00
1.7000000000e-03,	-7.8955327983e-02,	2.4998594338e+00,	7.0253029439e+02,	3.3015952863e+02,	7.4474153152e+00
1.8000000000e-03,	-7.8186415190e-02,	2.4998515763e+00,	7.1438447657e+02,	3.1794090871e+02,	7.9288713572e+00
1.9000000000e-03,	-7.7369949223e-02,	2.4998437981e+00,	7.2594937999e+02,	3.0602630439e+02,	8.3984615119e+00
2.0000000000e-03,	-7.6507122098e-02,	2.4998361039e+00,	7.3722147678e+02,	2.9441772849e+02,	8.8560749658e+00
2.1000000000e-03,	-7.5599137522e-02,	2.4998284982e+00,	7.4819706749e+02,	2.8311759755e+02,	9.3015893988e+00
2.2000000000e-03,	-7.4647211858e-02,	2.4998209855e+00,	7.5887234476e+02,	2.7212862090e+02,	9.7348744772e+00
2.3000000000e-03,	-7.3652574786e-02,	2.4998135702e+00,	7.6924344572e+02,	2.6145371261e+02,	1.0155794662e+01
2.4000000000e-03,	-7.2616469703e-02,	2.4998062564e+00,	7.7930649578e+02,	2.5109592055e+02,	1.0564211505e+01
2.5000000000e-03,	-7.1540153913e-02,	2.4997990482e+00,	7.8905764542e+02,	2.4105836840e+02,	1.0959985540e+01
2.6000000000e-03,	-7.0424898653e-02,	2.4997919496e+00,	7.9849310162e+02,	2.3134420764e+02,	1.1342977880e+01
2.7000000000e-03,	-6.9271988963e-02,	2.4997849645e+00,	8.0760915477e+02,	2.2195657727e+02,	1.1713051550e+01
2.8000000000e-03,	-6.8082723434e-02,	2.4997780964e+00,	8.1640220195e+02,	2.1289856987e+02,	1.2070072642e+01
2.9000000000e-03,	-6.6858413855e-02,	2.4997713491e+00,	8.2486876727e+02,	2.0417320254e+02,	1.2413911295e+01
3.0000000000e-03,	-6.5600384761e-02,	2.4997647259e+00,	8.3300551962e+02,	1.9578339198e+02,	1.2744442553e+01
3.1000000000e-03,	-6.4309972908e-02,	2.4997582301e+00,	8.4080928834e+02,	1.8773193288e+02,	1.3061547109e+01
3.2000000000e-03,	-6.2988526670e-02,	2.4997518649e+00,	8.4827707705e+02,	1.8002147912e+02,	1.3365111959e+01
3.3000000000e-03,	-6.1637405385e-02,	2.4997456334e+00,	8.5540607596e+02,	1.7265452731e+02,	1.3655030973e+01
