t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-5.0100000000e-02,	2.5000000000e+00,	5.5000000000e+02,	6.5000000000e+02,	-2.0000000000e+00
1.0000000000e-04,	-5.0277642254e-02,	2.4999949807e+00,	5.5815372086e+02,	6.3584309311e+02,	-1.5537874451e+00
2.0000000000e-04,	-5.0410949669e-02,	2.4999899459e+00,	5.6617465306e+02,	6.2184179434e+02,	-1.1133428257e+00
3.0000000000e-04,	-5.0500512111e-02,	2.4999849000e+00,	5.7406652141e+02,	6.0801347584e+02,	-6.7893908861e-01
4.0000000000e-04,	-5.0546950025e-02,	2.4999798473e+00,	5.8183097977e+02,	5.9437665456e+02,	-2.5091349562e-01
5.0000000000e-04,	-5.0550920602e-02,	2.4999747920e+00,	5.8946821883e+02,	5.8095140858e+02,	1.7033620502e-01
6.0000000000e-04,	-5.0513123989e-02,	2.4999697385e+00,	5.9697737040e+02,	5.6776001342e+02,	5.8434713958e-01
7.0000000000e-04,	-5.0434310445e-02,	2.4999646908e+00,	6.0435678990e+02,	5.5482797305e+02,	9.9057633696e-01
8.0000000000e-04,	-5.0315289760e-02,	2.4999596530e+00,	6.1160426235e+02,	5.4218582752e+02,	1.3883686965e+00
9.0000000000e-04,	-5.0156945420e-02,	2.4999546290e+00,	6.1871715906e+02,	5.2987269959e+02,	1.7768891894e+00
1.0000000000e-03,	-4.9960259467e-02,	2.4999496229e+00,	6.2569256268e+02,	5.1794460908e+02,	2.1549590721e+00
1.1000000000e-03,	-4.9726367915e-02,	2.4999446382e+00,	6.3252737482e+02,	5.0650202591e+02,	2.5205069782e+00
1.2000000000e-03,	-4.9456851522e-02,	2.4999396788e+00,	6.3921843072e+02,	4.9603810459e+02,	2.8636065226e+00
1.3000000000e-03,	-4.9154475681e-02,	2.4999347479e+00,	6.4576274100e+02,	4.8668665711e+02,	3.1815216777e+00
1.4000000000e-03,	-4.8820955242e-02,	2.4999298489e+00,	6.5215756283e+02,	4.7780475254e+02,	3.4870562057e+00
1.5000000000e-03,	-4.8457406873e-02,	2.4999249848e+00,	6.5840021063e+02,	4.6928582500e+02,	3.7822877127e+00
1.6000000000e-03,	-4.8064810236e-02,	2.4999201584e+00,	6.6448802534e+02,	4.6108146805e+02,	4.0681311457e+00
1.7000000000e-03,	-4.7644076210e-02,	2.4999153727e+00,	6.7041837765e+02,	4.5316330459e+02,	4.3451014612e+00
1.8000000000e-03,	-4.7196074937e-02,	2.4999106305e+00,	6.7618867680e+02,	4.4551275706e+02,	4.6135183949e+00
1.9000000000e-03,	-4.6721650633e-02,	2.4999059344e+00,	6.8179638054e+02,	4.3811688095e+02,	4.8735899918e+00
2.0000000000e-03,	-4.6221630467e-02,	2.4999012870e+00,	6.8723900509e+02,	4.3096629391e+02,	5.1254542235e+00
2.1000000000e-03,	-4.5696830287e-02,	2.4998966909e+00,	6.9251413451e+02,	4.2405401189e+02,	5.3692024523e+00
2.2000000000e-03,	-4.5148058512e-02,	2.4998921485e+00,	6.9761942940e+02,	4.1737473733e+02,	5.6048938414e+00
2.3000000000e-03,	-4.4576118849e-02,	2.4998876621e+00,	7.0255263490e+02,	4.1092439584e+02,	5.8325647812e+00
2.4000000000e-03,	-4.3981812222e-02,	2.4998832340e+00,	7.0731158785e+02,	4.0469981967e+02,	6.0522353637e+00
2.5000000000e-03,	-4.3365938165e-02,	2.4998788664e+00,	7.1189422349e+02,	3.9869852322e+02,	6.2639140055e+00
2.6000000000e-03,	-4.2729295808e-02,	2.4998745615e+00,	7.1629858133e+02,	3.9291853861e+02,	6.4676008544e+00
2.7000000000e-03,	-4.2072684568e-02,	2.4998703212e+00,	7.2052281063e+02,	3.8735829222e+02,	6.6632903683e+00
2.8000000000e-03,	-4.1396904618e-02,	2.4998661476e+00,	7.2456517531e+02,	3.8201650985e+02,	6.8509733093e+00
2.9000000000e-03,	-4.0702757170e-02,	2.4998620425e+00,	7.2842405836e+02,	3.7689214255e+02,	7.0306383163e+00
3.0000000000e-03,	-3.9991044626e-02,	2.4998580076e+00,	7.3209796588e+02,	3.7198430765e+02,	7.2022731645e+00
3.1000000000e-03,	-3.9262570612e-02,	2.4998540448e+00,	7.3558553068e+02,	3.6729224123e+02,	7.3658657890e+00
3.2000000000e-03,	-3.8518139913e-02,	2.4998501556e+00,	7.3888551558e+02,	3.6281525932e+02,	7.5214051253e+00
3.3000000000e-03,	-3.7758558345e-02,	2.4998463417e+00,	7.4199681631e+02,	3.5855272593e+02,	7.6688818075e+00
3.4000000000e-03,	-3.6984632546e-02,	2.4998426044e+00,	7.4491846411e+02,	3.5450402645e+02,	7.8082887534e+00
3.5000000000e-03,	-3.6197169732e-02,	2.4998389452e+00,	7.4764962812e+02,	3.5066854531e+02,	7.9396216563e+00
3.6000000000e-03,	-3.5396977391e-02,	2.4998353654e+00,	7.5018961736e+02,	3.4704564715e+02,	8.0628794043e+00
3.7000000000e-03,	-3.4584862946e-02,	2.4998318662e+00,	7.5253788255e+02,	3.4363466080e+02,	8.1780644351e+00
3.8000000000e-03,	-3.3761633389e-02,	2.4998284488e+00,	7.5469401767e+02,	3.4043486561e+02,	8.2851830411e+00
3.9000000000e-03,	-3.2928094877e-02,	2.4998251142e+00,	7.5665776126e+02,	3.3744547979e+02,	8.3842456293e+00
4.0000000000e-03,	-3.2085052311e-02,	2.4998218635e+00,	7.5842899752e+02,	3.3466565031e+02,	8.4752669443e+00
4.1000000000e-03,	-3.1233308893e-02,	2.4998186975e+00,	7.6000775721e+02,	3.3209444427e+02,	8.5582662589e+00
4.2000000000e-03,	-3.0373665666e-02,	2.4998156171e+00,	7.6139421830e+02,	3.2973084146e+02,	8.6332675367e+00
