t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	5.0100000000e-02,	2.5000000000e+00,	3.5000000000e+02,	3.5000000000e+02,	0.0000000000e+00
1.0000000000e-04,	5.0079248325e-02,	2.5000050093e+00,	3.4343047856e+02,	3.6413631834e+02,	-4.1411679566e-01
2.0000000000e-04,	5.0017367060e-02,	2.5000100145e+00,	3.3695065677e+02,	3.7807668203e+02,	-8.2252050507e-01
3.0000000000e-04,	4.9914949172e-02,	2.5000150114e+00,	3.3056627276e+02,	3.9180502833e+02,	-1.2247751114e+00
4.0000000000e-04,	4.9772632176e-02,	2.5000199961e+00,	3.2428302756e+02,	4.0530426231e+02,	-1.6204246951e+00
5.0000000000e-04,	4.9591100452e-02,	2.5000249646e+00,	3.1810656431e+02,	4.1855588906e+02,	-2.0089864950e+00
6.0000000000e-04,	4.9371088423e-02,	2.5000299131e+00,	3.1204244865e+02,	4.3153945540e+02,	-2.3899401351e+00
7.0000000000e-04,	4.9113385121e-02,	2.5000348376e+00,	3.0609614970e+02,	4.4423165578e+02,	-2.7627101216e+00
8.0000000000e-04,	4.8818841069e-02,	2.5000397345e+00,	3.0027302118e+02,	4.5660479277e+02,	-3.1266354319e+00
9.0000000000e-04,	4.8488379406e-02,	2.5000446002e+00,	2.9457828167e+02,	4.6862384024e+02,	-3.4809111713e+00
1.0000000000e-03,	4.8123015848e-02,	2.5000494310e+00,	2.8901699274e+02,	4.8023987813e+02,	-3.8244577078e+00
1.1000000000e-03,	4.7723901633e-02,	2.5000542237e+00,	2.8359403174e+02,	4.9137049605e+02,	-4.1555292863e+00
1.2000000000e-03,	4.7292486132e-02,	2.5000589747e+00,	2.7831404869e+02,	5.0170127737e+02,	-4.4677445735e+00
1.3000000000e-03,	4.6831410490e-02,	2.5000636812e+00,	2.7318131482e+02,	5.1073089746e+02,	-4.7509916528e+00
1.4000000000e-03,	4.6342740144e-02,	2.5000683401e+00,	2.6819959678e+02,	5.1922080864e+02,	-5.0204242372e+00
1.5000000000e-03,	4.5827695750e-02,	2.5000729488e+00,	2.6337237804e+02,	5.2730815079e+02,	-5.2787154550e+00
1.6000000000e-03,	4.5287332968e-02,	2.5000775048e+00,	2.5870294039e+02,	5.3504870488e+02,	-5.5269152898e+00
1.7000000000e-03,	4.4722629622e-02,	2.5000820055e+00,	2.5419438523e+02,	5.4247440634e+02,	-5.7656004223e+00
1.8000000000e-03,	4.4134517956e-02,	2.5000864485e+00,	2.4984964396e+02,	5.4960612022e+02,	-5.9951295252e+00
1.9000000000e-03,	4.3523900898e-02,	2.5000908316e+00,	2.4567148368e+02,	5.5645852527e+02,	-6.2157408318e+00
2.0000000000e-03,	4.2891661511e-02,	2.5000951526e+00,	2.4166251046e+02,	5.6304245791e+02,	-6.4275989490e+00
2.1000000000e-03,	4.2238668956e-02,	2.5000994093e+00,	2.3782517122e+02,	5.6936619987e+02,	-6.6308205732e+00
2.2000000000e-03,	4.1565782446e-02,	2.5001035997e+00,	2.3416175467e+02,	5.7543625302e+02,	-6.8254899671e+00
2.3000000000e-03,	4.0873853960e-02,	2.5001077218e+00,	2.3067439179e+02,	5.8125783771e+02,	-7.0116689184e+00
2.4000000000e-03,	4.0163730130e-02,	2.5001117738e+00,	2.2736505588e+02,	5.8683522982e+02,	-7.1894034789e+00
2.5000000000e-03,	3.9436253567e-02,	2.5001157540e+00,	2.2423556241e+02,	5.9217199812e+02,	-7.3587287142e+00
2.6000000000e-03,	3.8692263775e-02,	2.5001196605e+00,	2.2128756879e+02,	5.9727117679e+02,	-7.5196721601e+00
2.7000000000e-03,	3.7932597772e-02,	2.5001234919e+00,	2.1852257397e+02,	6.0213539428e+02,	-7.6722564061e+00
2.8000000000e-03,	3.7158090478e-02,	2.5001272466e+00,	2.1594191816e+02,	6.0676697175e+02,	-7.8165010719e+00
2.9000000000e-03,	3.6369574937e-02,	2.5001309231e+00,	2.1354678242e+02,	6.1116799967e+02,	-7.9524243450e+00
3.0000000000e-03,	3.5567882391e-02,	2.5001345200e+00,	2.1133818839e+02,	6.1534039837e+02,	-8.0800441996e+00
3.1000000000e-03,	3.4753842255e-02,	2.5001380362e+00,	2.0931699807e+02,	6.1928596673e+02,	-8.1993793731e+00
3.2000000000e-03,	3.3928281998e-02,	2.5001414704e+00,	2.0748391361e+02,	6.2300642154e+02,	-8.3104501586e+00
3.3000000000e-03,	3.3092026956e-02,	2.5001448215e+00,	2.0583947725e+02,	6.2650342994e+02,	-8.4132790538e+00
3.4000000000e-03,	3.2245900079e-02,	2.5001480885e+00,	2.0438407133e+02,	6.2977863616e+02,	-8.5078912967e+00
3.5000000000e-03,	3.1390721641e-02,	2.5001512704e+00,	2.0311791839e+02,	6.3283368388e+02,	-8.5943153098e+00
3.6000000000e-03,	3.0527308897e-02,	2.5001543664e+00,	2.0204108142e+02,	6.3567023494e+02,	-8.6725830703e+00
3.7000000000e-03,	2.9656475712e-02,	2.5001573756e+00,	2.0115346416e+02,	6.3828998516e+02,	-8.7427304199e+00
3.8000000000e-03,	2.8779032166e-02,	2.5001602974e+00,	2.0045481154e+02,	6.4069467771e+02,	-8.8047973235e+00
3.9000000000e-03,	2.7895784124e-02,	2.5001631312e+00,	1.9994471026e+02,	6.4288611450e+02,	-8.8588280849e+00
4.0000000000e-03,	2.7007532798e-02,	2.5001658764e+00,	1.9962258944e+02,	6.4486616581e+02,	-8.9048715273e+00
4.1000000000e-03,	2.6115074285e-02,	2.5001685326e+00,	1.9948772146e+02,	6.4663677856e+02,	-8.9429811419e+00
4.2000000000e-03,	2.5219199093e-02,	2.5001710993e+00,	1.9953922282e+02,	6.4819998329e+02,	-8.9732152093e+00
4.3000000000e-03,	2.4320691661e-02,	2.5001735763e+00,	1.9977605521e+02,	6.4955790012e+02,	-8.9956368983e+00
4.4000000000e-03,	2.3420329861e-02,	2.5001759634e+00,	2.0019702663e+02,	6.5071274380e+02,	-9.0103143434e+00
4.5000000000e-03,	2.2518884501e-02,	2.5001782604e+00,	2.0080079272e+02,	6.5166682789e+02,	-9.0173207035e+00
4.6000000000e-03,	2.1617118821e-02,	2.5001804672e+00,	2.0158585808e+02,	6.5242256836e+02,	-9.0167342055e+00
