t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-3.3400000000e-02,	2.5000000000e+00,	5.0000000000e+02,	3.0000000000e+02,	4.0000000000e+00
1.0000000000e-04,	-3.2990994253e-02,	2.4999966803e+00,	5.0637559339e+02,	2.9750631152e+02,	4.1773856373e+00
2.0000000000e-04,	-3.2564919870e-02,	2.4999934024e+00,	5.1224718546e+02,	2.9512612301e+02,	4.3424212491e+00
3.0000000000e-04,	-3.2122817548e-02,	2.4999901679e+00,	5.1777097453e+02,	2.9286147210e+02,	4.4981900485e+00
4.0000000000e-04,	-3.1665555217e-02,	2.4999869783e+00,	5.2300142996e+02,	2.9071420380e+02,	4.6457445232e+00
5.0000000000e-04,	-3.1193922876e-02,	2.4999838352e+00,	5.2796927497e+02,	2.8868599472e+02,	4.7856656050e+00
6.0000000000e-04,	-3.0708663961e-02,	2.4999807400e+00,	5.3269472466e+02,	2.8677836604e+02,	4.9183271726e+00
7.0000000000e-04,	-3.0210490616e-02,	2.4999776939e+00,	5.3719225757e+02,	2.8499269164e+02,	5.0439913185e+00
8.0000000000e-04,	-2.9700092411e-02,	2.4999746983e+00,	5.4147283525e+02,	2.8333020388e+02,	5.1628526273e+00
9.0000000000e-04,	-2.9178141790e-02,	2.4999717543e+00,	5.4554509746e+02,	2.8179199778e+02,	5.2750619936e+00
1.0000000000e-03,	-2.8645297677e-02,	2.4999688630e+00,	5.4941607129e+02,	2.8037903435e+02,	5.3807407388e+00
1.1000000000e-03,	-2.8102207956e-02,	2.4999660256e+00,	5.5309162224e+02,	2.7909214321e+02,	5.4799895807e+00
1.2000000000e-03,	-2.7549511209e-02,	2.4999632429e+00,	5.5657675676e+02,	2.7793202479e+02,	5.5728946395e+00
1.3000000000e-03,	-2.6987837956e-02,	2.4999605160e+00,	5.5987583362e+02,	2.7689925222e+02,	5.6595316281e+00
1.4000000000e-03,	-2.6417811536e-02,	2.4999578456e+00,	5.6299271666e+02,	2.7599427296e+02,	5.7399688741e+00
1.5000000000e-03,	-2.5840048729e-02,	2.4999552327e+00,	5.6593088815e+02,	2.7521741033e+02,	5.8142695564e+00
1.6000000000e-03,	-2.5255160184e-02,	2.4999526778e+00,	5.6869353487e+02,	2.7456886486e+02,	5.8824934003e+00
1.7000000000e-03,	-2.4663750690e-02,	2.4999501818e+00,	5.7128361479e+02,	2.7404871562e+02,	5.9446979833e+00
1.8000000000e-03,	-2.4066419347e-02,	2.4999477453e+00,	5.7370390946e+02,	2.7365692151e+02,	6.0009397590e+00
1.9000000000e-03,	-2.3463759628e-02,	2.4999453687e+00,	5.7595706583e+02,	2.7339332244e+02,	6.0512748676e+00
2.0000000000e-03,	-2.2856359381e-02,	2.4999430527e+00,	5.7804563002e+02,	2.7325764067e+02,	6.0957597869e+00
2.1000000000e-03,	-2.2244800767e-02,	2.4999407976e+00,	5.7997207482e+02,	2.7324948197e+02,	6.1344518571e+00
