t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	6.6800000000e-02,	2.5000000000e+00,	7.0000000000e+02,	6.5000000000e+02,	1.0000000000e+00
1.0000000000e-04,	6.6871720008e-02,	2.5000066841e+00,	6.8180145565e+02,	6.6003140159e+02,	4.3540108131e-01
2.0000000000e-04,	6.6887289073e-02,	2.5000133725e+00,	6.6380267332e+02,	6.6994924198e+02,	-1.2293137322e-01
3.0000000000e-04,	6.6847360479e-02,	2.5000200597e+00,	6.4602390926e+02,	6.7974693848e+02,	-6.7446058449e-01
4.0000000000e-04,	6.6752642477e-02,	2.5000267401e+00,	6.2848655269e+02,	6.8941770615e+02,	-1.2186230693e+00
5.0000000000e-04,	6.6603901265e-02,	2.5000334084e+00,	6.1121351712e+02,	6.9895462327e+02,	-1.7548221229e+00
6.0000000000e-04,	6.6401964786e-02,	2.5000400591e+00,	5.9422982862e+02,	7.0835068702e+02,	-2.2824171678e+00
7.0000000000e-04,	6.6147727935e-02,	2.5000466870e+00,	5.7756355551e+02,	7.1759886203e+02,	-2.8007061305e+00
8.0000000000e-04,	6.5842160075e-02,	2.5000532870e+00,	5.6124737983e+02,	7.2669212391e+02,	-3.3088948816e+00
9.0000000000e-04,	6.5486316807e-02,	2.5000598538e+00,	5.4532151589e+02,	7.3562349972e+02,	-3.8060396766e+00
1.0000000000e-03,	6.5081360260e-02,	2.5000663826e+00,	5.2983995745e+02,	7.4438610774e+02,	-4.2909230057e+00
1.1000000000e-03,	6.4628600275e-02,	2.5000728685e+00,	5.1488758265e+02,	7.5297319984e+02,	-4.7617123438e+00
1.2000000000e-03,	6.4129614821e-02,	2.5000793068e+00,	5.0067153888e+02,	7.6137821578e+02,	-5.2141335381e+00
1.3000000000e-03,	6.3587157931e-02,	2.5000856929e+00,	4.8806590766e+02,	7.6959492254e+02,	-5.6305802976e+00
1.4000000000e-03,	6.3004094668e-02,	2.5000920228e+00,	4.7620963397e+02,	7.7761764705e+02,	-6.0281602615e+00
1.5000000000e-03,	6.2381991427e-02,	2.5000982925e+00,	4.6485538227e+02,	7.8544106800e+02,	-6.4117137145e+00
1.6000000000e-03,	6.1722172709e-02,	2.5001044980e+00,	4.5392888549e+02,	7.9306008348e+02,	-6.7826239598e+00
1.7000000000e-03,	6.1025864508e-02,	2.5001106357e+00,	4.4339034141e+02,	8.0046978623e+02,	-7.1415888963e+00
1.8000000000e-03,	6.0294239542e-02,	2.5001167020e+00,	4.3321493440e+02,	8.0766545473e+02,	-7.4890104067e+00
1.9000000000e-03,	5.9528438984e-02,	2.5001226934e+00,	4.2338594331e+02,	8.1464255026e+02,	-7.8251321390e+00
2.0000000000e-03,	5.8729584744e-02,	2.5001286066e+00,	4.1389156549e+02,	8.2139671665e+02,	-8.1501030232e+00
2.1000000000e-03,	5.7898787088e-02,	2.5001344382e+00,	4.0472321633e+02,	8.2792378162e+02,	-8.4640113058e+00
2.2000000000e-03,	5.7037149615e-02,	2.5001401853e+00,	3.9587452397e+02,	8.3421975887e+02,	-8.7669046981e+00
2.3000000000e-03,	5.6145772624e-02,	2.5001458447e+00,	3.8734069116e+02,	8.4028085065e+02,	-9.0588031899e+00
2.4000000000e-03,	5.5225755431e-02,	2.5001514135e+00,	3.7911806771e+02,	8.4610345049e+02,	-9.3397076556e+00
2.5000000000e-03,	5.4278197958e-02,	2.5001568889e+00,	3.7120385173e+02,	8.5168414603e+02,	-9.6096058859e+00
2.6000000000e-03,	5.3304201819e-02,	2.5001622683e+00,	3.6359587359e+02,	8.5701972187e+02,	-9.8684769656e+00
2.7000000000e-03,	5.2304871012e-02,	2.5001675489e+00,	3.5629243518e+02,	8.6210716228e+02,	-1.0116294542e+01
2.8000000000e-03,	5.1281312336e-02,	2.5001727284e+00,	3.4929218763e+02,	8.6694365385e+02,	-1.0353029324e+01
2.9000000000e-03,	5.0234635584e-02,	2.5001778044e+00,	3.4259403612e+02,	8.7152658795e+02,	-1.0578651037e+01
3.0000000000e-03,	4.9165953557e-02,	2.5001827746e+00,	3.3619706485e+02,	8.7585356308e+02,	-1.0793129965e+01
3.1000000000e-03,	4.8076381950e-02,	2.5001876369e+00,	3.3010047668e+02,	8.7992238701e+02,	-1.0996438206e+01
3.2000000000e-03,	4.6967039112e-02,	2.5001923892e+00,	3.2430354421e+02,	8.8373107872e+02,	-1.1188550690e+01
3.3000000000e-03,	4.5839045722e-02,	2.5001970297e+00,	3.1880556949e+02,	8.8727787023e+02,	-1.1369446015e+01
3.4000000000e-03,	4.4693524388e-02,	2.5002015565e+00,	3.1360585071e+02,	8.9056120812e+02,	-1.1539107148e+01
3.5000000000e-03,	4.3531599174e-02,	2.5002059678e+00,	3.0870365421e+02,	8.9357975496e+02,	-1.1697522015e+01
3.6000000000e-03,	4.2354395087e-02,	2.5002102623e+00,	3.0409819105e+02,	8.9633239048e+02,	-1.1844683989e+01
3.7000000000e-03,	4.1163037505e-02,	2.5002144383e+00,	2.9978859703e+02,	8.9881821255e+02,	-1.1980592310e+01
3.8000000000e-03,	3.9958651572e-02,	2.5002184944e+00,	2.9577391576e+02,	9.0103653798e+02,	-1.2105252445e+01
