t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-5.0100000000e-02,	2.5000000000e+00,	7.5000000000e+02,	7.5000000000e+02,	0.0000000000e+00
1.0000000000e-04,	-5.0079228327e-02,	2.4999949907e+00,	7.5547593412e+02,	7.3474003079e+02,	4.1471806644e-01
2.0000000000e-04,	-5.0017205909e-02,	2.4999899855e+00,	7.6089027864e+02,	7.1964275496e+02,	8.2495047374e-01
3.0000000000e-04,	-4.9914400636e-02,	2.4999849886e+00,	7.6623568221e+02,	7.0472014434e+02,	1.2303107574e+00
4.0000000000e-04,	-4.9771319045e-02,	2.4999800040e+00,	7.7150492786e+02,	6.8998430847e+02,	1.6304123878e+00
5.0000000000e-04,	-4.9588506352e-02,	2.4999750357e+00,	7.7669093933e+02,	6.7544753072e+02,	2.0248681722e+00
6.0000000000e-04,	-4.9366546559e-02,	2.4999700876e+00,	7.8178678749e+02,	6.6112231548e+02,	2.4132894402e+00
7.0000000000e-04,	-4.9106062652e-02,	2.4999651636e+00,	7.8678569682e+02,	6.4702145013e+02,	2.7952849339e+00
8.0000000000e-04,	-4.8807716936e-02,	2.4999602676e+00,	7.9168105212e+02,	6.3315808724e+02,	3.1704592975e+00
9.0000000000e-04,	-4.8472211538e-02,	2.4999554033e+00,	7.9646640529e+02,	6.1954585512e+02,	3.5384110034e+00
1.0000000000e-03,	-4.8100289162e-02,	2.4999505744e+00,	8.0113548238e+02,	6.0619900902e+02,	3.8987294671e+00
1.1000000000e-03,	-4.7692734190e-02,	2.4999457845e+00,	8.0568219078e+02,	5.9313264310e+02,	4.2509909535e+00
1.2000000000e-03,	-4.7250374269e-02,	2.4999410370e+00,	8.1010062684e+02,	5.8036299605e+02,	4.5947526159e+00
1.3000000000e-03,	-4.6774082647e-02,	2.4999363355e+00,	8.1438508388e+02,	5.6790790882e+02,	4.9295435010e+00
1.4000000000e-03,	-4.6264781632e-02,	2.4999316833e+00,	8.1853006074e+02,	5.5578754439e+02,	5.2548503271e+00
1.5000000000e-03,	-4.5723447918e-02,	2.4999270836e+00,	8.2253027141e+02,	5.4402559544e+02,	5.5700935195e+00
1.6000000000e-03,	-4.5151121173e-02,	2.4999225397e+00,	8.2638065591e+02,	5.3265150343e+02,	5.8745830495e+00
1.7000000000e-03,	-4.4548919110e-02,	2.4999180544e+00,	8.3007639358e+02,	5.2170512716e+02,	6.1674253284e+00
1.8000000000e-03,	-4.3918067921e-02,	2.4999136308e+00,	8.3361292085e+02,	5.1124910693e+02,	6.4472762785e+00
1.9000000000e-03,	-4.3259986647e-02,	2.4999092717e+00,	8.3698595935e+02,	5.0142627427e+02,	6.7111937017e+00
2.0000000000e-03,	-4.2576930765e-02,	2.4999049797e+00,	8.4019160226e+02,	4.9293137855e+02,	6.9452044742e+00
2.1000000000e-03,	-4.1871503438e-02,	2.4999007571e+00,	8.4322650651e+02,	4.8517382431e+02,	7.1610536440e+00
2.2000000000e-03,	-4.1145140028e-02,	2.4998966061e+00,	8.4608773790e+02,	4.7787546380e+02,	7.3642454818e+00
2.3000000000e-03,	-4.0399031252e-02,	2.4998925287e+00,	8.4877263290e+02,	4.7096702308e+02,	7.5561121963e+00
2.4000000000e-03,	-3.9634271361e-02,	2.4998885269e+00,	8.5127876700e+02,	4.6441088170e+02,	7.7373577061e+00
2.5000000000e-03,	-3.8851898872e-02,	2.4998846024e+00,	8.5360393880e+02,	4.5818273833e+02,	7.9084240094e+00
2.6000000000e-03,	-3.8052915627e-02,	2.4998807571e+00,	8.5574616001e+02,	4.5226537780e+02,	8.0696156441e+00
2.7000000000e-03,	-3.7238297401e-02,	2.4998769924e+00,	8.5770364859e+02,	4.4664585473e+02,	8.2211558773e+00
2.8000000000e-03,	-3.6409000405e-02,	2.4998733099e+00,	8.5947482362e+02,	4.4131400389e+02,	8.3632163946e+00
2.9000000000e-03,	-3.5565965504e-02,	2.4998697110e+00,	8.6105830131e+02,	4.3626156717e+02,	8.4959346828e+00
3.0000000000e-03,	-3.4710121051e-02,	2.4998661971e+00,	8.6245289179e+02,	4.3148164297e+02,	8.6194249764e+00
3.1000000000e-03,	-3.3842384821e-02,	2.4998627694e+00,	8.6365759640e+02,	4.2696831945e+02,	8.7337855390e+00
3.2000000000e-03,	-3.2963665348e-02,	2.4998594290e+00,	8.6467160534e+02,	4.2271641953e+02,	8.8391037164e+00
3.3000000000e-03,	-3.2074862817e-02,	2.4998561770e+00,	8.6549429560e+02,	4.1872131743e+02,	8.9354595633e+00
3.4000000000e-03,	-3.1176869662e-02,	2.4998530143e+00,	8.6612522896e+02,	4.1497880294e+02,	9.0229285203e+00
3.5000000000e-03,	-3.0270570914e-02,	2.4998499419e+00,	8.6656415023e+02,	4.1148497857e+02,	9.1015834333e+00
3.6000000000e-03,	-2.9356844384e-02,	2.4998469605e+00,	8.6681098549e+02,	4.0823618019e+02,	9.1714961060e+00
3.7000000000e-03,	-2.8436560703e-02,	2.4998440708e+00,	8.6686584031e+02,	4.0522891470e+02,	9.2327385123e+00
3.8000000000e-03,	-2.7510583255e-02,	2.4998412733e+00,	8.6672899811e+02,	4.0245981039e+02,	9.2853837544e+00
3.9000000000e-03,	-2.6579768027e-02,	2.4998385688e+00,	8.6640091834e+02,	3.9992557696e+02,	9.3295068276e+00
4.0000000000e-03,	-2.5644963382e-02,	2.4998359575e+00,	8.6588223479e+02,	3.9762297299e+02,	9.3651852360e+00
4.1000000000e-03,	-2.4707009789e-02,	2.4998334399e+00,	8.6517375372e+02,	3.9554877919e+02,	9.3924994906e+00
4.2000000000e-03,	-2.3766739496e-02,	2.4998310162e+00,	8.6427645203e+02,	3.9369977635e+02,	9.4115335138e+00
4.3000000000e-03,	-2.2824976176e-02,	2.4998286866e+00,	8.6319147530e+02,	3.9207272691e+02,	9.4223749677e+00
4.4000000000e-03,	-2.1882534537e-02,	2.4998264512e+00,	8.6192013578e+02,	3.9066435971e+02,	9.4251155214e+00
4.5000000000e-03,	-2.0940219910e-02,	2.4998243101e+00,	8.6046391035e+02,	3.8947135702e+02,	9.4198510665e+00
