t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	5.0100000000e-02,	2.5000000000e+00,	5.0000000000e+02,	5.0000000000e+02,	0.0000000000e+00
1.0000000000e-04,	5.0080209002e-02,	2.5000050093e+00,	4.9023372058e+02,	5.0976628573e+02,	-3.9065130315e-01
2.0000000000e-04,	5.0022541155e-02,	2.5000100148e+00,	4.8099791764e+02,	5.1900210656e+02,	-7.6008377837e-01
3.0000000000e-04,	4.9928648327e-02,	2.5000150126e+00,	4.7210665109e+02,	5.2789340154e+02,	-1.1157350090e+00
4.0000000000e-04,	4.9799769890e-02,	2.5000199993e+00,	4.6349802583e+02,	5.3650206503e+02,	-1.4600807840e+00
5.0000000000e-04,	4.9636964391e-02,	2.5000249715e+00,	4.5513896442e+02,	5.4486117377e+02,	-1.7944441870e+00
6.0000000000e-04,	4.9441186341e-02,	2.5000299256e+00,	4.4700909328e+02,	5.5299110072e+02,	-2.1196401488e+00
7.0000000000e-04,	4.9213323811e-02,	2.5000348586e+00,	4.3909494949e+02,	5.6090530823e+02,	-2.4362071748e+00
8.0000000000e-04,	4.8954220096e-02,	2.5000397673e+00,	4.3138729228e+02,	5.6861303646e+02,	-2.7445148836e+00
9.0000000000e-04,	4.8664687444e-02,	2.5000446485e+00,	4.2387965866e+02,	5.7612074787e+02,	-3.0448217842e+00
1.0000000000e-03,	4.8345516318e-02,	2.5000494992e+00,	4.1656750792e+02,	5.8343298258e+02,	-3.3373094933e+00
1.1000000000e-03,	4.7997481925e-02,	2.5000543166e+00,	4.0944767831e+02,	5.9055290182e+02,	-3.6221044701e+00
1.2000000000e-03,	4.7621348953e-02,	2.5000590978e+00,	4.0251802297e+02,	5.9748265188e+02,	-3.8992925783e+00
1.3000000000e-03,	4.7217875098e-02,	2.5000638400e+00,	3.9577715558e+02,	6.0422361855e+02,	-4.1689292594e+00
1.4000000000e-03,	4.6787813717e-02,	2.5000685405e+00,	3.8922426655e+02,	6.1077661086e+02,	-4.4310468862e+00
1.5000000000e-03,	4.6331915849e-02,	2.5000731967e+00,	3.8285898632e+02,	6.1714199782e+02,	-4.6856602300e+00
1.6000000000e-03,	4.5850931758e-02,	2.5000778060e+00,	3.7668128134e+02,	6.2331981244e+02,	-4.9327706220e+00
1.7000000000e-03,	4.5345612110e-02,	2.5000823660e+00,	3.7069137320e+02,	6.2930983259e+02,	-5.1723691879e+00
1.8000000000e-03,	4.4816708859e-02,	2.5000868743e+00,	3.6488967472e+02,	6.3511164491e+02,	-5.4044394039e+00
1.9000000000e-03,	4.4264975907e-02,	2.5000913286e+00,	3.5927673862e+02,	6.4072469613e+02,	-5.6289591502e+00
