t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-3.3400000000e-02,	2.5000000000e+00,	4.0000000000e+02,	7.0000000000e+02,	-6.0000000000e+00
1.0000000000e-04,	-3.3978611502e-02,	2.4999966307e+00,	4.1003817619e+02,	6.8865734336e+02,	-5.5723833435e+00
2.0000000000e-04,	-3.4514517198e-02,	2.4999932057e+00,	4.2002797528e+02,	6.7732714571e+02,	-5.1459834085e+00
3.0000000000e-04,	-3.5007869070e-02,	2.4999897292e+00,	4.2995153751e+02,	6.6602209561e+02,	-4.7214111620e+00
4.0000000000e-04,	-3.5458881777e-02,	2.4999862055e+00,	4.3978953186e+02,	6.5475507152e+02,	-4.2993107932e+00
5.0000000000e-04,	-3.5867836530e-02,	2.4999826389e+00,	4.4952059271e+02,	6.4353917097e+02,	-3.8803715652e+00
6.0000000000e-04,	-3.6235086473e-02,	2.4999790334e+00,	4.5912040101e+02,	6.3238774952e+02,	-3.4653469701e+00
7.0000000000e-04,	-3.6561064612e-02,	2.4999753932e+00,	4.6856006407e+02,	6.2131447253e+02,	-3.0550881692e+00
8.0000000000e-04,	-3.6846296453e-02,	2.4999717225e+00,	4.7780291536e+02,	6.1033338447e+02,	-2.6506093822e+00
9.0000000000e-04,	-3.7091422763e-02,	2.4999680253e+00,	4.8679693558e+02,	5.9945900199e+02,	-2.2532413282e+00
1.0000000000e-03,	-3.7297250931e-02,	2.4999643055e+00,	4.9544904240e+02,	5.8870643941e+02,	-1.8651479403e+00
1.1000000000e-03,	-3.7465037298e-02,	2.4999605671e+00,	5.0329974039e+02,	5.7809156872e+02,	-1.4958365666e+00
1.2000000000e-03,	-3.7597063390e-02,	2.4999568137e+00,	5.1030331590e+02,	5.6763114545e+02,	-1.1465565909e+00
1.3000000000e-03,	-3.7694672794e-02,	2.4999530488e+00,	5.1698762195e+02,	5.5734324695e+02,	-8.0711249994e-01
1.4000000000e-03,	-3.7758769298e-02,	2.4999492759e+00,	5.2343828385e+02,	5.4724816110e+02,	-4.7619754485e-01
1.5000000000e-03,	-3.7790186340e-02,	2.4999454982e+00,	5.2969374125e+02,	5.3736960568e+02,	-1.5351728844e-01
1.6000000000e-03,	-3.7789751854e-02,	2.4999417189e+00,	5.3577583092e+02,	5.2773690286e+02,	1.6077856103e-01
1.7000000000e-03,	-3.7758326784e-02,	2.4999379413e+00,	5.4169823262e+02,	5.1838955086e+02,	4.6617363531e-01
1.8000000000e-03,	-3.7696847792e-02,	2.4999341683e+00,	5.4746995378e+02,	5.0938945712e+02,	7.6160993314e-01
1.9000000000e-03,	-3.7606419589e-02,	2.4999304029e+00,	5.5309708784e+02,	5.0088070176e+02,	1.0443277217e+00
2.0000000000e-03,	-3.7488960874e-02,	2.4999266479e+00,	5.5858387555e+02,	4.9352305539e+02,	1.3012164031e+00
2.1000000000e-03,	-3.7346596282e-02,	2.4999229059e+00,	5.6393347465e+02,	4.8671386322e+02,	1.5443922285e+00
2.2000000000e-03,	-3.7180384762e-02,	2.4999191794e+00,	5.6914819046e+02,	4.8022582104e+02,	1.7784473884e+00
2.3000000000e-03,	-3.6991169117e-02,	2.4999154706e+00,	5.7422962150e+02,	4.7399878068e+02,	2.0046168163e+00
2.4000000000e-03,	-3.6779701873e-02,	2.4999117819e+00,	5.7917882062e+02,	4.6800060191e+02,	2.2235643741e+00
2.5000000000e-03,	-3.6546682947e-02,	2.4999081154e+00,	5.8399641939e+02,	4.6221109535e+02,	2.4357064808e+00
2.6000000000e-03,	-3.6292777943e-02,	2.4999044732e+00,	5.8868272329e+02,	4.5661647762e+02,	2.6413249134e+00
2.7000000000e-03,	-3.6018628726e-02,	2.4999008575e+00,	5.9323778554e+02,	4.5120684901e+02,	2.8406187306e+00
2.8000000000e-03,	-3.5724860167e-02,	2.4998972701e+00,	5.9766146516e+02,	4.4597485478e+02,	3.0337322075e+00
2.9000000000e-03,	-3.5412084727e-02,	2.4998937131e+00,	6.0195347338e+02,	4.4091489905e+02,	3.2207714866e+00
