t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	3.3400000000e-02,	2.5000000000e+00,	4.5000000000e+02,	3.0000000000e+02,	3.0000000000e+00
1.0000000000e-04,	3.3683942502e-02,	2.5000033545e+00,	4.4527272023e+02,	3.1131194641e+02,	2.6792154764e+00
2.0000000000e-04,	3.3935919844e-02,	2.5000067357e+00,	4.4058866537e+02,	3.2255197083e+02,	2.3607338909e+00
3.0000000000e-04,	3.4156173670e-02,	2.5000101406e+00,	4.3594958169e+02,	3.3371036221e+02,	2.0447843895e+00
4.0000000000e-04,	3.4344969144e-02,	2.5000135659e+00,	4.3135766907e+02,	3.4477727483e+02,	1.7316078847e+00
5.0000000000e-04,	3.4502596041e-02,	2.5000170085e+00,	4.2681547545e+02,	3.5574270056e+02,	1.4214554979e+00
6.0000000000e-04,	3.4629369718e-02,	2.5000204654e+00,	4.2232581577e+02,	3.6659643381e+02,	1.1145876392e+00
7.0000000000e-04,	3.4725632021e-02,	2.5000239334e+00,	4.1789170822e+02,	3.7732802657e+02,	8.1127363299e-01
8.0000000000e-04,	3.4791752175e-02,	2.5000274095e+00,	4.1351632314e+02,	3.8792673019e+02,	5.1179185893e-01
9.0000000000e-04,	3.4828127725e-02,	2.5000308908e+00,	4.0920294102e+02,	3.9838141884e+02,	2.1643044357e-01
1.0000000000e-03,	3.4835185568e-02,	2.5000343742e+00,	4.0495491756e+02,	4.0868048734e+02,	-7.4511395502e-02
1.1000000000e-03,	3.4813383164e-02,	2.5000378568e+00,	4.0077565387e+02,	4.1881171182e+02,	-3.6072115911e-01
1.2000000000e-03,	3.4763210020e-02,	2.5000413359e+00,	3.9666857066e+02,	4.2876205512e+02,	-6.4186968926e-01
1.3000000000e-03,	3.4685189600e-02,	2.5000448086e+00,	3.9263708551e+02,	4.3851738625e+02,	-9.1760601467e-01
1.4000000000e-03,	3.4579881871e-02,	2.5000482720e+00,	3.8868459229e+02,	4.4806206011e+02,	-1.1875493564e+00
1.5000000000e-03,	3.4447886874e-02,	2.5000517236e+00,	3.8481444218e+02,	4.5737825545e+02,	-1.4512762655e+00
1.6000000000e-03,	3.4289849989e-02,	2.5000551607e+00,	3.8102992553e+02,	4.6644485949e+02,	-1.7082986793e+00
1.7000000000e-03,	3.4106470207e-02,	2.5000585808e+00,	3.7733425388e+02,	4.7523540545e+02,	-1.9580230314e+00
1.8000000000e-03,	3.3898514448e-02,	2.5000619812e+00,	3.7373054096e+02,	4.8371368440e+02,	-2.1996628688e+00
