t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	8.3500000000e-02,	2.5000000000e+00,	7.0000000000e+02,	3.5000000000e+02,	7.0000000000e+00
1.0000000000e-04,	8.4157135967e-02,	2.5000083836e+00,	6.7828639824e+02,	3.7110872631e+02,	6.1435534387e+00
2.0000000000e-04,	8.4728900684e-02,	2.5000168286e+00,	6.5669737447e+02,	3.9205681400e+02,	5.2928112095e+00
3.0000000000e-04,	8.5215937958e-02,	2.5000253265e+00,	6.3526575302e+02,	4.1280234752e+02,	4.4492681099e+00
4.0000000000e-04,	8.5619050617e-02,	2.5000338690e+00,	6.1402723966e+02,	4.3329598316e+02,	3.6146251302e+00
5.0000000000e-04,	8.5939227050e-02,	2.5000424476e+00,	5.9302171785e+02,	4.5347551728e+02,	2.7909240115e+00
6.0000000000e-04,	8.6177688446e-02,	2.5000510541e+00,	5.7229551743e+02,	4.7325252416e+02,	1.9808598655e+00
7.0000000000e-04,	8.6335994844e-02,	2.5000596804e+00,	5.5190583674e+02,	4.9246263795e+02,	1.1888639758e+00
8.0000000000e-04,	8.6416665729e-02,	2.5000683187e+00,	5.3193094324e+02,	5.1026522834e+02,	4.3331429805e-01
9.0000000000e-04,	8.6423713414e-02,	2.5000769613e+00,	5.1250277309e+02,	5.2691120143e+02,	-2.8816856671e-01
1.0000000000e-03,	8.6360044723e-02,	2.5000856011e+00,	4.9421061031e+02,	5.4304618799e+02,	-9.7671155365e-01
1.1000000000e-03,	8.6229660272e-02,	2.5000942311e+00,	4.7741579344e+02,	5.5877964462e+02,	-1.6272770235e+00
1.2000000000e-03,	8.6035213556e-02,	2.5001028449e+00,	4.6121789450e+02,	5.7416220719e+02,	-2.2588862539e+00
1.3000000000e-03,	8.5778396847e-02,	2.5001114361e+00,	4.4547063162e+02,	5.8922217019e+02,	-2.8750307715e+00
1.4000000000e-03,	8.5460669922e-02,	2.5001199985e+00,	4.3011254307e+02,	6.0397648068e+02,	-3.4772787522e+00
1.5000000000e-03,	8.5083374707e-02,	2.5001285262e+00,	4.1511007841e+02,	6.1843544028e+02,	-4.0665072374e+00
1.6000000000e-03,	8.4647784770e-02,	2.5001370133e+00,	4.0044310144e+02,	6.3260510574e+02,	-4.6432400859e+00
1.7000000000e-03,	8.4155132600e-02,	2.5001454539e+00,	3.8609910035e+02,	6.4648866191e+02,	-5.2077912312e+00
1.8000000000e-03,	8.3606626548e-02,	2.5001538424e+00,	3.7207034230e+02,	6.6008727243e+02,	-5.7603386027e+00
1.9000000000e-03,	8.3003462104e-02,	2.5001621734e+00,	3.5835228615e+02,	6.7340063904e+02,	-6.3009670576e+00
2.0000000000e-03,	8.2346829754e-02,	2.5001704413e+00,	3.4494261663e+02,	6.8642738697e+02,	-6.8296954068e+00
