t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-3.3400000000e-02,	2.5000000000e+00,	7.0000000000e+02,	3.0000000000e+02,	8.0000000000e+00
1.0000000000e-04,	-3.2595030183e-02,	2.4999967002e+00,	7.0245252296e+02,	2.9754747811e+02,	8.0981008969e+00
2.0000000000e-04,	-3.1780638716e-02,	2.4999934813e+00,	7.0471087901e+02,	2.9528912498e+02,	8.1884350807e+00
3.0000000000e-04,	-3.0957601567e-02,	2.4999903443e+00,	7.0677543972e+02,	2.9322456864e+02,	8.2710174217e+00
4.0000000000e-04,	-3.0126692975e-02,	2.4999872901e+00,	7.0864669784e+02,	2.9135331598e+02,	8.3458676372e+00
5.0000000000e-04,	-2.9288684961e-02,	2.4999843192e+00,	7.1032526960e+02,	2.8967475038e+02,	8.4130103845e+00
6.0000000000e-04,	-2.8444346830e-02,	2.4999814325e+00,	7.1181189674e+02,	2.8818812977e+02,	8.4724753395e+00
7.0000000000e-04,	-2.7594444667e-02,	2.4999786305e+00,	7.1310744807e+02,	2.8689258501e+02,	8.5242972611e+00
8.0000000000e-04,	-2.6739740822e-02,	2.4999759138e+00,	7.1421292078e+02,	2.8578711861e+02,	8.5685160433e+00
9.0000000000e-04,	-2.5880993399e-02,	2.4999732827e+00,	7.1512944147e+02,	2.8487060366e+02,	8.6051767562e+00
1.0000000000e-03,	-2.5018955736e-02,	2.4999707377e+00,	7.1585826690e+02,	2.8414178317e+02,	8.6343296746e+00
1.1000000000e-03,	-2.4154375880e-02,	2.4999682790e+00,	7.1640078441e+02,	2.8359926951e+02,	8.6560302980e+00
1.2000000000e-03,	-2.3287996068e-02,	2.4999659069e+00,	7.1675851223e+02,	2.8324154423e+02,	8.6703393600e+00
1.3000000000e-03,	-2.2420552200e-02,	2.4999636215e+00,	7.1693309947e+02,	2.8306695801e+02,	8.6773228292e+00
1.4000000000e-03,	-2.1552773321e-02,	2.4999614228e+00,	7.1692632594e+02,	2.8307373087e+02,	8.6770519014e+00
1.5000000000e-03,	-2.0685381092e-02,	2.4999593109e+00,	7.1674010171e+02,	2.8325995253e+02,	8.6696029837e+00
1.6000000000e-03,	-1.9819089276e-02,	2.4999572857e+00,	7.1637646660e+02,	2.8362358304e+02,	8.6550576711e+00
1.7000000000e-03,	-1.8954603218e-02,	2.4999553470e+00,	7.1583758933e+02,	2.8416245353e+02,	8.6335027161e+00
1.8000000000e-03,	-1.8092619331e-02,	2.4999534947e+00,	7.1512576667e+02,	2.8487426713e+02,	8.6050299908e+00
1.9000000000e-03,	-1.7233824586e-02,	2.4999517284e+00,	7.1424342225e+02,	2.8575660009e+02,	8.5697364433e+00
2.0000000000e-03,	-1.6378896010e-02,	2.4999500478e+00,	7.1319310537e+02,	2.8680690304e+02,	8.5277240467e+00
2.1000000000e-03,	-1.5528500179e-02,	2.4999484525e+00,	7.1197748956e+02,	2.8802250238e+02,	8.4790997435e+00
2.2000000000e-03,	-1.4683292735e-02,	2.4999469419e+00,	7.1059937104e+02,	2.8940060186e+02,	8.4239753835e+00
2.3000000000e-03,	-1.3843917887e-02,	2.4999455156e+00,	7.0906166703e+02,	2.9093828422e+02,	8.3624676561e+00
2.4000000000e-03,	-1.3011007939e-02,	2.4999441729e+00,	7.0736741395e+02,	2.9263251303e+02,	8.2946980184e+00
2.5000000000e-03,	-1.2185182814e-02,	2.4999429132e+00,	7.0551976549e+02,	2.9448013460e+02,	8.2207926178e+00
