t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-1.6700000000e-02,	2.5000000000e+00,	4.0000000000e+02,	3.0000000000e+02,	2.0000000000e+00
1.0000000000e-04,	-1.6494399716e-02,	2.4999983402e+00,	4.0651054676e+02,	3.0093994762e+02,	2.1114119828e+00
2.0000000000e-04,	-1.6277838138e-02,	2.4999967015e+00,	4.1287366615e+02,	3.0191326583e+02,	2.2192080064e+00
3.0000000000e-04,	-1.6050682188e-02,	2.4999950850e+00,	4.1908588638e+02,	3.0292179184e+02,	2.3232818908e+00
4.0000000000e-04,	-1.5813309307e-02,	2.4999934917e+00,	4.2514373335e+02,	3.0396726256e+02,	2.4235294159e+00
5.0000000000e-04,	-1.5566107268e-02,	2.4999919226e+00,	4.3104371828e+02,	3.0505131321e+02,	2.5198481015e+00
6.0000000000e-04,	-1.5309474017e-02,	2.4999903788e+00,	4.3678232196e+02,	3.0617547595e+02,	2.6121369201e+00
7.0000000000e-04,	-1.5043817545e-02,	2.4999888610e+00,	4.4235597468e+02,	3.0734117856e+02,	2.7002959224e+00
8.0000000000e-04,	-1.4769555805e-02,	2.4999873703e+00,	4.4776103046e+02,	3.0854974309e+02,	2.7842257474e+00
9.0000000000e-04,	-1.4487116681e-02,	2.4999859074e+00,	4.5299373356e+02,	3.0980238463e+02,	2.8638269787e+00
1.0000000000e-03,	-1.4196938038e-02,	2.4999844731e+00,	4.5805017434e+02,	3.1110020995e+02,	2.9389992879e+00
1.1000000000e-03,	-1.3899467863e-02,	2.4999830683e+00,	4.6292623022e+02,	3.1244421625e+02,	3.0096402795e+00
1.2000000000e-03,	-1.3595164554e-02,	2.4999816935e+00,	4.6761748485e+02,	3.1383528977e+02,	3.0756439015e+00
1.3000000000e-03,	-1.3284497384e-02,	2.4999803494e+00,	4.7211911462e+02,	3.1527420442e+02,	3.1368982040e+00
1.4000000000e-03,	-1.2967947246e-02,	2.4999790368e+00,	4.7642572401e+02,	3.1676162018e+02,	3.1932820766e+00
1.5000000000e-03,	-1.2646007799e-02,	2.4999777560e+00,	4.8053109667e+02,	3.1829808147e+02,	3.2446603039e+00
1.6000000000e-03,	-1.2319187242e-02,	2.4999765077e+00,	4.8442779838e+02,	3.1988401510e+02,	3.2908756656e+00
