t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-5.0100000000e-02,	2.5000000000e+00,	3.5000000000e+02,	5.5000000000e+02,	-4.0000000000e+00
1.0000000000e-04,	-5.0473253782e-02,	2.4999949709e+00,	3.6417732182e+02,	5.3748508024e+02,	-3.4661551684e+00
2.0000000000e-04,	-5.0793471218e-02,	2.4999899071e+00,	3.7823827526e+02,	5.2521483606e+02,	-2.9395312160e+00
3.0000000000e-04,	-5.1061462242e-02,	2.4999848139e+00,	3.9216307925e+02,	5.1326382839e+02,	-2.4220149828e+00
4.0000000000e-04,	-5.1278290377e-02,	2.4999796965e+00,	4.0593078317e+02,	5.0179328973e+02,	-1.9172501311e+00
5.0000000000e-04,	-5.1445972705e-02,	2.4999745599e+00,	4.1951890458e+02,	4.9157074703e+02,	-1.4410368490e+00
6.0000000000e-04,	-5.1567003067e-02,	2.4999694089e+00,	4.3290293529e+02,	4.8198242441e+02,	-9.8158978226e-01
7.0000000000e-04,	-5.1642664203e-02,	2.4999642480e+00,	4.4605501546e+02,	4.7272581290e+02,	-5.3341594880e-01
8.0000000000e-04,	-5.1674037493e-02,	2.4999590818e+00,	4.5894170517e+02,	4.6373194949e+02,	-9.5804886247e-02
9.0000000000e-04,	-5.1662182400e-02,	2.4999539147e+00,	4.7151976359e+02,	4.5496632823e+02,	3.3106870712e-01
1.0000000000e-03,	-5.1608209301e-02,	2.4999487508e+00,	4.8372584955e+02,	4.4640880738e+02,	7.4634084341e-01
1.1000000000e-03,	-5.1513368935e-02,	2.4999435944e+00,	4.9543832322e+02,	4.3804680699e+02,	1.1478303246e+00
1.2000000000e-03,	-5.1379516169e-02,	2.4999384494e+00,	5.0601771452e+02,	4.2987219835e+02,	1.5229103235e+00
1.3000000000e-03,	-5.1209466758e-02,	2.4999333197e+00,	5.1567048958e+02,	4.2187948455e+02,	1.8758201007e+00
1.4000000000e-03,	-5.1004747923e-02,	2.4999282087e+00,	5.2490290561e+02,	4.1406492471e+02,	2.2167596180e+00
1.5000000000e-03,	-5.0766452068e-02,	2.4999231199e+00,	5.3380396999e+02,	4.0642614483e+02,	2.5475565034e+00
1.6000000000e-03,	-5.0495544752e-02,	2.4999180565e+00,	5.4241670902e+02,	3.9896179064e+02,	2.8690983676e+00
1.7000000000e-03,	-5.0192923259e-02,	2.4999130218e+00,	5.5076668900e+02,	3.9167127390e+02,	3.1819083021e+00
1.8000000000e-03,	-4.9859442902e-02,	2.4999080189e+00,	5.5887060155e+02,	3.8455458736e+02,	3.4863202838e+00
1.9000000000e-03,	-4.9495931691e-02,	2.4999030509e+00,	5.6673992720e+02,	3.7761216679e+02,	3.7825552082e+00
2.0000000000e-03,	-4.9103199463e-02,	2.4998981207e+00,	5.7438280607e+02,	3.7084478588e+02,	4.0707604039e+00
2.1000000000e-03,	-4.8682044002e-02,	2.4998932312e+00,	5.8180510808e+02,	3.6425347459e+02,	4.3510326696e+00
2.2000000000e-03,	-4.8233255304e-02,	2.4998883852e+00,	5.8901109579e+02,	3.5783945458e+02,	4.6234328242e+00
2.3000000000e-03,	-4.7757618666e-02,	2.4998835855e+00,	5.9600386018e+02,	3.5160408731e+02,	4.8879954573e+00
2.4000000000e-03,	-4.7255916941e-02,	2.4998788346e+00,	6.0278562044e+02,	3.4554883190e+02,	5.1447357708e+00
2.5000000000e-03,	-4.6728932218e-02,	2.4998741351e+00,	6.0935793810e+02,	3.3967521030e+02,	5.3936545561e+00
2.6000000000e-03,	-4.6177447068e-02,	2.4998694896e+00,	6.1572187455e+02,	3.3398477827e+02,	5.6347419254e+00
2.7000000000e-03,	-4.5602245464e-02,	2.4998649004e+00,	6.2187810994e+02,	3.2847910108e+02,	5.8679801772e+00
2.8000000000e-03,	-4.5004113442e-02,	2.4998603699e+00,	6.2782703493e+02,	3.2315973269e+02,	6.0933460447e+00
2.9000000000e-03,	-4.4383839567e-02,	2.4998559003e+00,	6.3356882264e+02,	3.1802819813e+02,	6.3108124902e+00
3.0000000000e-03,	-4.3742215235e-02,	2.4998514939e+00,	6.3910348617e+02,	3.1308597819e+02,	6.5203501597e+00
3.1000000000e-03,	-4.3080034843e-02,	2.4998471526e+00,	6.4443092511e+02,	3.0833449623e+02,	6.7219285776e+00
3.2000000000e-03,	-4.2398095849e-02,	2.4998428785e+00,	6.4955096361e+02,	3.0377510665e+02,	6.9155171393e+00
3.3000000000e-03,	-4.1697198742e-02,	2.4998386736e+00,	6.5446338196e+02,	2.9940908480e+02,	7.1010859432e+00
3.4000000000e-03,	-4.0978146937e-02,	2.4998345397e+00,	6.5916794293e+02,	2.9523761815e+02,	7.2786064955e+00
3.5000000000e-03,	-4.0241746603e-02,	2.4998304785e+00,	6.6366441402e+02,	2.9126179851e+02,	7.4480523103e+00
3.6000000000e-03,	-3.9488806435e-02,	2.4998264919e+00,	6.6795258631e+02,	2.8748261509e+02,	7.6093994244e+00
3.7000000000e-03,	-3.8720137379e-02,	2.4998225813e+00,	6.7203229055e+02,	2.8390094848e+02,	7.7626268415e+00
3.8000000000e-03,	-3.7936552316e-02,	2.4998187484e+00,	6.7590341103e+02,	2.8051756524e+02,	7.9077169158e+00
3.9000000000e-03,	-3.7138865710e-02,	2.4998149945e+00,	6.7956589746e+02,	2.7733311315e+02,	8.0446556862e+00
4.0000000000e-03,	-3.6327893226e-02,	2.4998113210e+00,	6.8301977531e+02,	2.7434811700e+02,	8.1734331662e+00
4.1000000000e-03,	-3.5504451317e-02,	2.4998077293e+00,	6.8626515478e+02,	2.7156297490e+02,	8.2940435975e+00
4.2000000000e-03,	-3.4669356791e-02,	2.4998042205e+00,	6.8930223855e+02,	2.6897795505e+02,	8.4064856699e+00
4.3000000000e-03,	-3.3823426356e-02,	2.4998007958e+00,	6.9213132855e+02,	2.6659319287e+02,	8.5107627136e+00
4.4000000000e-03,	-3.2967476150e-02,	2.4997974562e+00,	6.9475283186e+02,	2.6440868857e+02,	8.6068828658e+00
4.5000000000e-03,	-3.2102321248e-02,	2.4997942026e+00,	6.9716726581e+02,	2.6242430505e+02,	8.6948592151e+00
4.6000000000e-03,	-3.1228775167e-02,	2.4997910360e+00,	6.9937526236e+02,	2.6063976608e+02,	8.7747099255e+00
4.7000000000e-03,	-3.0347649346e-02,	2.4997879571e+00,	7.0137757197e+02,	2.5905465486e+02,	8.8464583422e+00
4.8000000000e-03,	-2.9459752627e-02,	2.4997849667e+00,	7.0317506683e+02,	2.5766841279e+02,	8.9101330808e+00
4.9000000000e-03,	-2.8565890726e-02,	2.4997820654e+00,	7.0476874363e+02,	2.5648033854e+02,	8.9657681019e+00
5.0000000000e-03,	-2.7666865691e-02,	2.4997792537e+00,	7.0615972588e+02,	2.5548958733e+02,	9.0134027709e+00
5.1000000000e-03,	-2.6763475363e-02,	2.4997765321e+00,	7.0734926585e+02,	2.5469517054e+02,	9.0530819061e+00
5.2000000000e-03,	-2.5856512824e-02,	2.4997739011e+00,	7.0833874609e+02,	2.5409595541e+02,	9.0848558136e+00
5.3000000000e-03,	-2.4946765853e-02,	2.4997713609e+00,	7.0912968066e+02,	2.5369066504e+02,	9.1087803125e+00
5.4000000000e-03,	-2.4035016370e-02,	2.4997689118e+00,	7.0972371601e+02,	2.5347787859e+02,	9.1249167484e+00
5.5000000000e-03,	-2.3122039882e-02,	2.4997665540e+00,	7.1012263156e+02,	2.5345603165e+02,	9.1333319983e+00
5.6000000000e-03,	-2.2208604935e-02,	2.4997642874e+00,	7.1032834004e+02,	2.5362341675e+02,	9.1340984657e+00
5.7000000000e-03,	-2.1295472557e-02,	2.4997621122e+00,	7.1034288756e+02,	2.5397818419e+02,	9.1272940673e+00
5.8000000000e-03,	-2.0383395710e-02,	2.4997600283e+00,	7.1016845342e+02,	2.5451834285e+02,	9.1130022113e+00
5.9000000000e-03,	-1.9473118741e-02,	2.4997580355e+00,	7.0980734974e+02,	2.5524176133e+02,	9.0913117682e+00
6.0000000000e-03,	-1.8565376839e-02,	2.4997561336e+00,	7.0926202086e+02,	2.5614616916e+02,	9.0623170341e+00
6.1000000000e-03,	-1.7660895494e-02,	2.4997543223e+00,	7.0853504252e+02,	2.5722915815e+02,	9.0261176874e+00
