t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	3.3400000000e-02,	2.5000000000e+00,	3.0000000000e+02,	4.0000000000e+02,	-2.0000000000e+00
1.0000000000e-04,	3.3187483992e-02,	2.5000033296e+00,	2.9748582623e+02,	4.0995603411e+02,	-2.2494041577e+00
2.0000000000e-04,	3.2950307245e-02,	2.5000066367e+00,	2.9504550129e+02,	4.1970378744e+02,	-2.4931657230e+00
3.0000000000e-04,	3.2689048909e-02,	2.5000099188e+00,	2.9268310887e+02,	4.2923235965e+02,	-2.7309850155e+00
4.0000000000e-04,	3.2404318733e-02,	2.5000131737e+00,	2.9040258304e+02,	4.3853003009e+02,	-2.9625489410e+00
5.0000000000e-04,	3.2096758687e-02,	2.5000163989e+00,	2.8820770324e+02,	4.4758394912e+02,	-3.1875249177e+00
6.0000000000e-04,	3.1767045347e-02,	2.5000195923e+00,	2.8610208890e+02,	4.5637966574e+02,	-3.4055515369e+00
7.0000000000e-04,	3.1415893463e-02,	2.5000227516e+00,	2.8408919332e+02,	4.6490036287e+02,	-3.6162233911e+00
8.0000000000e-04,	3.1044061565e-02,	2.5000258748e+00,	2.8217229665e+02,	4.7312552086e+02,	-3.8190644842e+00
9.0000000000e-04,	3.0652361297e-02,	2.5000289598e+00,	2.8035449735e+02,	4.8102831066e+02,	-4.0134762662e+00
1.0000000000e-03,	3.0241674769e-02,	2.5000320046e+00,	2.7863870100e+02,	4.8856955029e+02,	-4.1986169859e+00
1.1000000000e-03,	2.9812993943e-02,	2.5000350075e+00,	2.7702760375e+02,	4.9567821167e+02,	-4.3730121584e+00
1.2000000000e-03,	2.9367615000e-02,	2.5000379667e+00,	2.7552365853e+02,	5.0201088146e+02,	-4.5297444584e+00
1.3000000000e-03,	2.8907752499e-02,	2.5000408806e+00,	2.7412893834e+02,	5.0740397799e+02,	-4.6655007931e+00
1.4000000000e-03,	2.8434855543e-02,	2.5000437478e+00,	2.7284509989e+02,	5.1239078974e+02,	-4.7909137971e+00
1.5000000000e-03,	2.7949854163e-02,	2.5000465671e+00,	2.7167356392e+02,	5.1706203321e+02,	-4.9077693858e+00
1.6000000000e-03,	2.7453559547e-02,	2.5000493374e+00,	2.7061556766e+02,	5.2145951268e+02,	-5.0168789005e+00
1.7000000000e-03,	2.6946720145e-02,	2.5000520575e+00,	2.6967218358e+02,	5.2560871778e+02,	-5.1187306839e+00
1.8000000000e-03,	2.6430044129e-02,	2.5000547264e+00,	2.6884433058e+02,	5.2952723534e+02,	-5.2136580954e+00
1.9000000000e-03,	2.5904211086e-02,	2.5000573432e+00,	2.6813278162e+02,	5.3322812861e+02,	-5.3019069398e+00
2.0000000000e-03,	2.5369878939e-02,	2.5000599070e+00,	2.6753816951e+02,	5.3672160407e+02,	-5.3836686912e+00
2.1000000000e-03,	2.4827688368e-02,	2.5000624169e+00,	2.6706099138e+02,	5.4001594365e+02,	-5.4590990454e+00
2.2000000000e-03,	2.4278265784e-02,	2.5000648723e+00,	2.6670161238e+02,	5.4311807265e+02,	-5.5283292052e+00
2.3000000000e-03,	2.3722225386e-02,	2.5000672723e+00,	2.6646026888e+02,	5.4603392828e+02,	-5.5914731880e+00
2.4000000000e-03,	2.3160170616e-02,	2.5000696165e+00,	2.6633707117e+02,	5.4876871062e+02,	-5.6486327889e+00
2.5000000000e-03,	2.2592695199e-02,	2.5000719042e+00,	2.6633200600e+02,	5.5132706004e+02,	-5.6999010807e+00
2.6000000000e-03,	2.2020383876e-02,	2.5000741349e+00,	2.6644493881e+02,	5.5371318662e+02,	-5.7453649562e+00
2.7000000000e-03,	2.1443812931e-02,	2.5000763081e+00,	2.6667561587e+02,	5.5593096699e+02,	-5.7851070225e+00
2.8000000000e-03,	2.0863550538e-02,	2.5000784235e+00,	2.6702366627e+02,	5.5798401825e+02,	-5.8192070395e+00
2.9000000000e-03,	2.0280156990e-02,	2.5000804807e+00,	2.6748860392e+02,	5.5987575550e+02,	-5.8477430315e+00
3.0000000000e-03,	1.9694184827e-02,	2.5000824795e+00,	2.6806982939e+02,	5.6160943725e+02,	-5.8707921573e+00
3.1000000000e-03,	1.9106178888e-02,	2.5000844195e+00,	2.6876663177e+02,	5.6318820172e+02,	-5.8884313990e+00
3.2000000000e-03,	1.8516676299e-02,	2.5000863007e+00,	2.6957819057e+02,	5.6461509619e+02,	-5.9007381123e+00
3.3000000000e-03,	1.7926206412e-02,	2.5000881228e+00,	2.7050357751e+02,	5.6589310091e+02,	-5.9077904680e+00
3.4000000000e-03,	1.7335290708e-02,	2.5000898859e+00,	2.7154175839e+02,	5.6702514883e+02,	-5.9096678089e+00
3.5000000000e-03,	1.6744442660e-02,	2.5000915899e+00,	2.7269159495e+02,	5.6801414183e+02,	-5.9064509376e+00
3.6000000000e-03,	1.6154167579e-02,	2.5000932348e+00,	2.7395184680e+02,	5.6886296430e+02,	-5.8982223500e+00
3.7000000000e-03,	1.5564962437e-02,	2.5000948207e+00,	2.7532117328e+02,	5.6957449439e+02,	-5.8850664223e+00
3.8000000000e-03,	1.4977315662e-02,	2.5000963478e+00,	2.7679813545e+02,	5.7015161352e+02,	-5.8670695614e+00
3.9000000000e-03,	1.4391706939e-02,	2.5000978163e+00,	2.7838119806e+02,	5.7059721424e+02,	-5.8443203237e+00
4.0000000000e-03,	1.3808606986e-02,	2.5000992263e+00,	2.8006873156e+02,	5.7091420692e+02,	-5.8169095072e+00
4.1000000000e-03,	1.3228477323e-02,	2.5001005781e+00,	2.8185901420e+02,	5.7110552529e+02,	-5.7849302218e+00
4.2000000000e-03,	1.2651770044e-02,	2.5001018721e+00,	2.8375023409e+02,	5.7117413109e+02,	-5.7484779400e+00
4.3000000000e-03,	1.2078927575e-02,	2.5001031086e+00,	2.8574049137e+02,	5.7112301791e+02,	-5.7076505309e+00
