t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	6.6800000000e-02,	2.5000000000e+00,	6.0000000000e+02,	7.0000000000e+02,	-2.0000000000e+00
1.0000000000e-04,	6.6573652902e-02,	2.5000066691e+00,	5.8315405717e+02,	7.0942274395e+02,	-2.5253737355e+00
2.0000000000e-04,	6.6295252073e-02,	2.5000133130e+00,	5.6664560749e+02,	7.1869254499e+02,	-3.0409387499e+00
3.0000000000e-04,	6.5965821565e-02,	2.5000199265e+00,	5.5051226109e+02,	7.2780247842e+02,	-3.5458043465e+00
4.0000000000e-04,	6.5586484555e-02,	2.5000265045e+00,	5.3480290447e+02,	7.3674568042e+02,	-4.0388555188e+00
5.0000000000e-04,	6.5158495759e-02,	2.5000330421e+00,	5.1958977808e+02,	7.4551539172e+02,	-4.5185122727e+00
6.0000000000e-04,	6.4683321927e-02,	2.5000395346e+00,	5.0501494445e+02,	7.5410500859e+02,	-4.9818012829e+00
7.0000000000e-04,	6.4163198247e-02,	2.5000459773e+00,	4.9182856497e+02,	7.6250817779e+02,	-5.4135922565e+00
8.0000000000e-04,	6.3601369750e-02,	2.5000523659e+00,	4.7970649894e+02,	7.7071905689e+02,	-5.8202511589e+00
9.0000000000e-04,	6.2999637191e-02,	2.5000586963e+00,	4.6812542980e+02,	7.7873223684e+02,	-6.2121361406e+00
1.0000000000e-03,	6.2359373558e-02,	2.5000649645e+00,	4.5698936583e+02,	7.8654253920e+02,	-6.5910634675e+00
1.1000000000e-03,	6.1681827807e-02,	2.5000711669e+00,	4.4625097348e+02,	7.9414497873e+02,	-6.9578801050e+00
1.2000000000e-03,	6.0968185263e-02,	2.5000772997e+00,	4.3588180305e+02,	8.0153475207e+02,	-7.3130589804e+00
1.3000000000e-03,	6.0219594390e-02,	2.5000833594e+00,	4.2586308637e+02,	8.0870723403e+02,	-7.6568829531e+00
1.4000000000e-03,	5.9437181350e-02,	2.5000893425e+00,	4.1618176137e+02,	8.1565797730e+02,	-7.9895243186e+00
1.5000000000e-03,	5.8622058807e-02,	2.5000952457e+00,	4.0682842615e+02,	8.2238271390e+02,	-8.3110857549e+00
1.6000000000e-03,	5.7775331608e-02,	2.5001010658e+00,	3.9779616191e+02,	8.2887735751e+02,	-8.6216239120e+00
1.7000000000e-03,	5.6898100599e-02,	2.5001067998e+00,	3.8907980040e+02,	8.3513800635e+02,	-8.9211641190e+00
1.8000000000e-03,	5.5991465241e-02,	2.5001124445e+00,	3.8067544067e+02,	8.4116094623e+02,	-9.2097101112e+00
1.9000000000e-03,	5.5056525411e-02,	2.5001179971e+00,	3.7258011539e+02,	8.4694265369e+02,	-9.4872507660e+00
2.0000000000e-03,	5.4094382630e-02,	2.5001234549e+00,	3.6479155195e+02,	8.5247979916e+02,	-9.7537649440e+00
2.1000000000e-03,	5.3106140886e-02,	2.5001288151e+00,	3.5730799623e+02,	8.5776924996e+02,	-1.0009225074e+01
2.2000000000e-03,	5.2092907125e-02,	2.5001340753e+00,	3.5012807927e+02,	8.6280807325e+02,	-1.0253599880e+01
2.3000000000e-03,	5.1055791517e-02,	2.5001392329e+00,	3.4325071430e+02,	8.6759353877e+02,	-1.0486856489e+01
2.4000000000e-03,	4.9995907528e-02,	2.5001442857e+00,	3.3667501580e+02,	8.7212312143e+02,	-1.0708962113e+01
