t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-1.6700000000e-02,	2.5000000000e+00,	3.5000000000e+02,	7.0000000000e+02,	-7.0000000000e+00
1.0000000000e-04,	-1.7384811039e-02,	2.4999982955e+00,	3.5730698378e+02,	6.9210081423e+02,	-6.6958766089e+00
2.0000000000e-04,	-1.8039112509e-02,	2.4999965241e+00,	3.6465782153e+02,	6.8415127146e+02,	-6.3898689987e+00
3.0000000000e-04,	-1.8662734184e-02,	2.4999946887e+00,	3.7204306744e+02,	6.7616016227e+02,	-6.0823418965e+00
4.0000000000e-04,	-1.9255542558e-02,	2.4999927925e+00,	3.7945311416e+02,	6.6813636705e+02,	-5.7736650580e+00
5.0000000000e-04,	-1.9817441368e-02,	2.4999908386e+00,	3.8687817818e+02,	6.6008885738e+02,	-5.4642135840e+00
6.0000000000e-04,	-2.0348372143e-02,	2.4999888301e+00,	3.9430828062e+02,	6.5202669862e+02,	-5.1543683600e+00
7.0000000000e-04,	-2.0848314815e-02,	2.4999867700e+00,	4.0173322184e+02,	6.4395905433e+02,	-4.8445166498e+00
8.0000000000e-04,	-2.1317288395e-02,	2.4999846614e+00,	4.0914254819e+02,	6.3589519274e+02,	-4.5350528910e+00
9.0000000000e-04,	-2.1755351737e-02,	2.4999825076e+00,	4.1652550806e+02,	6.2784449586e+02,	-4.2263797560e+00
1.0000000000e-03,	-2.2162604432e-02,	2.4999803114e+00,	4.2387099342e+02,	6.1981647190e+02,	-3.9189095697e+00
1.1000000000e-03,	-2.2539187863e-02,	2.4999780761e+00,	4.3116746115e+02,	6.1182077197e+02,	-3.6130662164e+00
1.2000000000e-03,	-2.2885286485e-02,	2.4999758046e+00,	4.3840282541e+02,	6.0386721216e+02,	-3.3092877350e+00
1.3000000000e-03,	-2.3201129407e-02,	2.4999735000e+00,	4.4556430723e+02,	5.9596580279e+02,	-3.0080299113e+00
1.4000000000e-03,	-2.3486992410e-02,	2.4999711654e+00,	4.5263821874e+02,	5.8812678723e+02,	-2.7097713698e+00
1.5000000000e-03,	-2.3743200575e-02,	2.4999688036e+00,	4.5960964243e+02,	5.8036069347e+02,	-2.4150210208e+00
1.6000000000e-03,	-2.3970131841e-02,	2.4999664177e+00,	4.6646193237e+02,	5.7267840362e+02,	-2.1243294251e+00
1.7000000000e-03,	-2.4168222006e-02,	2.4999640105e+00,	4.7317589038e+02,	5.6509124870e+02,	-1.8383071666e+00
1.8000000000e-03,	-2.4337972182e-02,	2.4999615850e+00,	4.7972828665e+02,	5.5761114038e+02,	-1.5576570745e+00
