t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	0.0000000000e+00,	2.5000000000e+00,	7.0000000000e+02,	5.5000000000e+02,	3.0000000000e+00
1.0000000000e-04,	2.9775997667e-04,	2.5000000149e+00,	6.9559574214e+02,	5.4785623782e+02,	2.9547900865e+00
2.0000000000e-04,	5.9087746293e-04,	2.5000000594e+00,	6.9117906279e+02,	5.4582088088e+02,	2.9071636381e+00
3.0000000000e-04,	8.7911488686e-04,	2.5000001329e+00,	6.8675164591e+02,	5.4389150792e+02,	2.8572027598e+00
4.0000000000e-04,	1.1622430274e-03,	2.5000002350e+00,	6.8231522892e+02,	5.4206561168e+02,	2.8049923448e+00
5.0000000000e-04,	1.4400412875e-03,	2.5000003652e+00,	6.7787160094e+02,	5.4034060270e+02,	2.7506199647e+00
6.0000000000e-04,	1.7122979565e-03,	2.5000005229e+00,	6.7342260093e+02,	5.3871381337e+02,	2.6941757510e+00
7.0000000000e-04,	1.9788104594e-03,	2.5000007075e+00,	6.6897011586e+02,	5.3718250257e+02,	2.6357522658e+00
8.0000000000e-04,	2.2393855933e-03,	2.5000009184e+00,	6.6451607888e+02,	5.3574386071e+02,	2.5754443634e+00
9.0000000000e-04,	2.4938397493e-03,	2.5000011552e+00,	6.6006246742e+02,	5.3439501530e+02,	2.5133490424e+00
1.0000000000e-03,	2.7419991187e-03,	2.5000014170e+00,	6.5561130136e+02,	5.3313303700e+02,	2.4495652872e+00
1.1000000000e-03,	2.9836998838e-03,	2.5000017033e+00,	6.5116464110e+02,	5.3195494604e+02,	2.3841939012e+00
1.2000000000e-03,	3.2187883911e-03,	2.5000020135e+00,	6.4672458576e+02,	5.3085771920e+02,	2.3173373313e+00
1.3000000000e-03,	3.4471213061e-03,	2.5000023469e+00,	6.4229327130e+02,	5.2983829709e+02,	2.2490994843e+00
1.4000000000e-03,	3.6685657501e-03,	2.5000027027e+00,	6.3787286873e+02,	5.2889359185e+02,	2.1795855377e+00
1.5000000000e-03,	3.8829994178e-03,	2.5000030803e+00,	6.3346558232e+02,	5.2802049506e+02,	2.1089017451e+00
1.6000000000e-03,	4.0903106746e-03,	2.5000034791e+00,	6.2907364787e+02,	5.2721588598e+02,	2.0371552379e+00
1.7000000000e-03,	4.2903986347e-03,	2.5000038982e+00,	6.2469933107e+02,	5.2647663975e+02,	1.9644538264e+00
1.8000000000e-03,	4.4831732191e-03,	2.5000043369e+00,	6.2034492588e+02,	5.2579963585e+02,	1.8909058007e+00
1.9000000000e-03,	4.6685551934e-03,	2.5000047946e+00,	6.1601275306e+02,	5.2518176632e+02,	1.8166197348e+00
2.0000000000e-03,	4.8464761870e-03,	2.5000052704e+00,	6.1170515872e+02,	5.2461994395e+02,	1.7417042955e+00
2.1000000000e-03,	5.0168786929e-03,	2.5000057636e+00,	6.0742451313e+02,	5.2411111020e+02,	1.6662680587e+00
2.2000000000e-03,	5.1797160497e-03,	2.5000062735e+00,	6.0317320952e+02,	5.2365224277e+02,	1.5904193349e+00
2.3000000000e-03,	5.3349524070e-03,	2.5000067993e+00,	5.9895366316e+02,	5.2324036284e+02,	1.5142660063e+00
2.4000000000e-03,	5.4825626751e-03,	2.5000073402e+00,	5.9476831058e+02,	5.2287254172e+02,	1.4379153772e+00
2.5000000000e-03,	5.6225324598e-03,	2.5000078955e+00,	5.9061960905e+02,	5.2254590705e+02,	1.3614740401e+00
2.6000000000e-03,	5.7548579859e-03,	2.5000084645e+00,	5.8651003628e+02,	5.2225764841e+02,	1.2850477575e+00
2.7000000000e-03,	5.8795460087e-03,	2.5000090463e+00,	5.8244209045e+02,	5.2200502227e+02,	1.2087413636e+00
2.8000000000e-03,	5.9966137170e-03,	2.5000096401e+00,	5.7841829059e+02,	5.2178535640e+02,	1.1326586836e+00
2.9000000000e-03,	6.1060886290e-03,	2.5000102453e+00,	5.7444117736e+02,	5.2159605361e+02,	1.0569024749e+00
3.0000000000e-03,	6.2080084840e-03,	2.5000108611e+00,	5.7051331434e+02,	5.2143459486e+02,	9.8157438966e-01
3.1000000000e-03,	6.3024211301e-03,	2.5000114867e+00,	5.6663728986e+02,	5.2129854185e+02,	9.0677496034e-01
3.2000000000e-03,	6.3893844132e-03,	2.5000121213e+00,	5.6281571951e+02,	5.2118553901e+02,	8.3260361003e-01
3.3000000000e-03,	6.4689660675e-03,	2.5000127643e+00,	5.5905124950e+02,	5.2109331505e+02,	7.5915868888e-01
3.4000000000e-03,	6.5412436111e-03,	2.5000134149e+00,	5.5534656097e+02,	5.2101968398e+02,	6.8653753962e-01
3.5000000000e-03,	6.6063042498e-03,	2.5000140723e+00,	5.5170437555e+02,	5.2096254578e+02,	6.1483659527e-01
3.6000000000e-03,	6.6642447929e-03,	2.5000147359e+00,	5.4812746238e+02,	5.2091988669e+02,	5.4415151376e-01
3.7000000000e-03,	6.7151715838e-03,	2.5000154049e+00,	5.4461864701e+02,	5.2088977922e+02,	4.7457735588e-01
3.8000000000e-03,	6.7592004514e-03,	2.5000160787e+00,	5.4118082268e+02,	5.2087038191e+02,	4.0620881552e-01
3.9000000000e-03,	6.7964566878e-03,	2.5000167566e+00,	5.3781696463e+02,	5.2085993890e+02,	3.3914051461e-01
4.0000000000e-03,	6.8270750590e-03,	2.5000174378e+00,	5.3453014837e+02,	5.2085677934e+02,	2.7346738052e-01
4.1000000000e-03,	6.8511998586e-03,	2.5000181218e+00,	5.3132357327e+02,	5.2085931672e+02,	2.0928513104e-01
4.2000000000e-03,	6.8689850168e-03,	2.5000188078e+00,	5.2820059326e+02,	5.2086604808e+02,	1.4669090365e-01
4.3000000000e-03,	6.8805942825e-03,	2.5000194953e+00,	5.2516475751e+02,	5.2087555332e+02,	8.5784083740e-02
4.4000000000e-03,	6.8862015000e-03,	2.5000201837e+00,	5.2221986517e+02,	5.2088649442e+02,	2.6667414994e-02
4.5000000000e-03,	6.8859910171e-03,	2.5000208724e+00,	5.1937004097e+02,	5.2089761479e+02,	-3.0551476444e-02
4.6000000000e-03,	6.8801582749e-03,	2.5000215607e+00,	5.1661984231e+02,	5.2090773869e+02,	-8.5757927714e-02
4.7000000000e-03,	6.8689106584e-03,	2.5000222482e+00,	5.1397441679e+02,	5.2091577086e+02,	-1.3882708143e-01
4.8000000000e-03,	6.8524687404e-03,	2.5000229344e+00,	5.1143974444e+02,	5.2092069634e+02,	-1.8961903801e-01
4.9000000000e-03,	6.8310681461e-03,	2.5000236186e+00,	5.0902303304e+02,	5.2092158069e+02,	-2.3797095293e-01
5.0000000000e-03,	6.8049624756e-03,	2.5000243004e+00,	5.0673341756e+02,	5.2091757061e+02,	-2.8368306105e-01
