t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	0.0000000000e+00,	2.5000000000e+00,	3.5000000000e+02,	7.0000000000e+02,	-7.0000000000e+00
1.0000000000e-04,	-6.9173017661e-04,	2.4999999653e+00,	3.5385609329e+02,	6.9555471197e+02,	-6.8339723736e+00
2.0000000000e-04,	-1.3666717112e-03,	2.4999998622e+00,	3.5780413098e+02,	6.9101722828e+02,	-6.6642619461e+00
3.0000000000e-04,	-2.0244668114e-03,	2.4999996925e+00,	3.6183872740e+02,	6.8639267681e+02,	-6.4910789882e+00
4.0000000000e-04,	-2.6647788646e-03,	2.4999994579e+00,	3.6595441707e+02,	6.8168625705e+02,	-6.3146367996e+00
5.0000000000e-04,	-3.2872927345e-03,	2.4999991601e+00,	3.7014565683e+02,	6.7690323671e+02,	-6.1351515976e+00
6.0000000000e-04,	-3.8917150482e-03,	2.4999988010e+00,	3.7440682778e+02,	6.7204894828e+02,	-5.9528424101e+00
7.0000000000e-04,	-4.4777744720e-03,	2.4999983824e+00,	3.7873223695e+02,	6.6712878571e+02,	-5.7679309751e+00
8.0000000000e-04,	-5.0452219774e-03,	2.4999979061e+00,	3.8311611875e+02,	6.6214820116e+02,	-5.5806416481e+00
9.0000000000e-04,	-5.5938310988e-03,	2.4999973740e+00,	3.8755263596e+02,	6.5711270187e+02,	-5.3912013181e+00
1.0000000000e-03,	-6.1233981832e-03,	2.4999967880e+00,	3.9203588036e+02,	6.5202784710e+02,	-5.1998393347e+00
1.1000000000e-03,	-6.6337426331e-03,	2.4999961500e+00,	3.9655987285e+02,	6.4689924532e+02,	-5.0067874493e+00
1.2000000000e-03,	-7.1247071441e-03,	2.4999954619e+00,	4.0111856285e+02,	6.4173255146e+02,	-4.8122797721e+00
1.3000000000e-03,	-7.5961579400e-03,	2.4999947257e+00,	4.0570582702e+02,	6.3653346449e+02,	-4.6165527494e+00
1.4000000000e-03,	-8.0479850059e-03,	2.4999939433e+00,	4.1031546701e+02,	6.3130772525e+02,	-4.4198451649e+00
1.5000000000e-03,	-8.4801023233e-03,	2.4999931167e+00,	4.1494120603e+02,	6.2606111452e+02,	-4.2223981697e+00
1.6000000000e-03,	-8.8924481096e-03,	2.4999922479e+00,	4.1957668409e+02,	6.2079945157e+02,	-4.0244553495e+00
1.7000000000e-03,	-9.2849850670e-03,	2.4999913389e+00,	4.2421545139e+02,	6.1552859312e+02,	-3.8262628345e+00
1.8000000000e-03,	-9.6577006447e-03,	2.4999903916e+00,	4.2885095956e+02,	6.1025443282e+02,	-3.6280694653e+00
1.9000000000e-03,	-1.0010607321e-02,	2.4999894080e+00,	4.3347655009e+02,	6.0498290145e+02,	-3.4301270273e+00
2.0000000000e-03,	-1.0343742912e-02,	2.4999883901e+00,	4.3808543924e+02,	5.9971996785e+02,	-3.2326905721e+00
2.1000000000e-03,	-1.0657170922e-02,	2.4999873399e+00,	4.4267069826e+02,	5.9447164081e+02,	-3.0360188510e+00
