t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-1.6700000000e-02,	2.5000000000e+00,	7.0000000000e+02,	5.0000000000e+02,	4.0000000000e+00
1.0000000000e-04,	-1.6297800078e-02,	2.4999983501e+00,	6.9903956070e+02,	4.9693714699e+02,	4.0420482743e+00
2.0000000000e-04,	-1.5891873535e-02,	2.4999967406e+00,	6.9800604858e+02,	4.9424159011e+02,	4.0752891694e+00
3.0000000000e-04,	-1.5482959288e-02,	2.4999951718e+00,	6.9689960437e+02,	4.9180010503e+02,	4.1019899868e+00
4.0000000000e-04,	-1.5071665672e-02,	2.4999936441e+00,	6.9572051113e+02,	4.8957165801e+02,	4.1229770623e+00
5.0000000000e-04,	-1.4658537833e-02,	2.4999921575e+00,	6.9446917482e+02,	4.8753213268e+02,	4.1387408427e+00
6.0000000000e-04,	-1.4244080114e-02,	2.4999907124e+00,	6.9314611302e+02,	4.8566492611e+02,	4.1496237381e+00
7.0000000000e-04,	-1.3828766992e-02,	2.4999893087e+00,	6.9175194704e+02,	4.8395755408e+02,	4.1558878592e+00
8.0000000000e-04,	-1.3413049356e-02,	2.4999879466e+00,	6.9028739578e+02,	4.8240006992e+02,	4.1577465173e+00
9.0000000000e-04,	-1.2997358465e-02,	2.4999866261e+00,	6.8875327076e+02,	4.8098421242e+02,	4.1553811669e+00
1.0000000000e-03,	-1.2582108585e-02,	2.4999853472e+00,	6.8715047179e+02,	4.7970289990e+02,	4.1489514378e+00
1.1000000000e-03,	-1.2167698839e-02,	2.4999841097e+00,	6.8547998321e+02,	4.7854990839e+02,	4.1386014964e+00
1.2000000000e-03,	-1.1754514519e-02,	2.4999829136e+00,	6.8374287040e+02,	4.7751965579e+02,	4.1244642921e+00
1.3000000000e-03,	-1.1342928060e-02,	2.4999817587e+00,	6.8194027665e+02,	4.7660705129e+02,	4.1066645071e+00
1.4000000000e-03,	-1.0933299748e-02,	2.4999806449e+00,	6.8007342017e+02,	4.7580738665e+02,	4.0853206705e+00
1.5000000000e-03,	-1.0525978259e-02,	2.4999795720e+00,	6.7814359125e+02,	4.7511625566e+02,	4.0605467116e+00
1.6000000000e-03,	-1.0121301057e-02,	2.4999785396e+00,	6.7615214953e+02,	4.7452949324e+02,	4.0324531258e+00
1.7000000000e-03,	-9.7195946879e-03,	2.4999775476e+00,	6.7410052144e+02,	4.7404312833e+02,	4.0011478622e+00
1.8000000000e-03,	-9.3211750026e-03,	2.4999765956e+00,	6.7199019758e+02,	4.7365334707e+02,	3.9667370101e+00
1.9000000000e-03,	-8.9263473124e-03,	2.4999756833e+00,	6.6982273024e+02,	4.7335646354e+02,	3.9293253340e+00
2.0000000000e-03,	-8.5354065006e-03,	2.4999748102e+00,	6.6759973098e+02,	4.7314889624e+02,	3.8890166947e+00
2.1000000000e-03,	-8.1486370956e-03,	2.4999739761e+00,	6.6532286816e+02,	4.7302714910e+02,	3.8459143812e+00
2.2000000000e-03,	-7.7663133140e-03,	2.4999731803e+00,	6.6299386458e+02,	4.7298779586e+02,	3.8001213744e+00
2.3000000000e-03,	-7.3886990811e-03,	2.4999724226e+00,	6.6061449507e+02,	4.7302746727e+02,	3.7517405560e+00
2.4000000000e-03,	-7.0160480318e-03,	2.4999717024e+00,	6.5818658417e+02,	4.7314284050e+02,	3.7008748735e+00
2.5000000000e-03,	-6.6486034975e-03,	2.4999710192e+00,	6.5571200373e+02,	4.7333063024e+02,	3.6476274696e+00
2.6000000000e-03,	-6.2865984810e-03,	2.4999703725e+00,	6.5319267059e+02,	4.7358758136e+02,	3.5921017845e+00
2.7000000000e-03,	-5.9302556233e-03,	2.4999697617e+00,	6.5063054426e+02,	4.7391046262e+02,	3.5344016326e+00
2.8000000000e-03,	-5.5797871623e-03,	2.4999691863e+00,	6.4802762455e+02,	4.7429606143e+02,	3.4746312624e+00
2.9000000000e-03,	-5.2353948878e-03,	2.4999686456e+00,	6.4538594927e+02,	4.7474117933e+02,	3.4128953988e+00
3.0000000000e-03,	-4.8972700918e-03,	2.4999681390e+00,	6.4270759189e+02,	4.7524262818e+02,	3.3492992742e+00
3.1000000000e-03,	-4.5655935170e-03,	2.4999676659e+00,	6.3999465922e+02,	4.7579722682e+02,	3.2839486480e+00
3.2000000000e-03,	-4.2405353029e-03,	2.4999672257e+00,	6.3724928906e+02,	4.7640179810e+02,	3.2169498192e+00
3.3000000000e-03,	-3.9222549324e-03,	2.4999668176e+00,	6.3447364793e+02,	4.7705316635e+02,	3.1484096316e+00
3.4000000000e-03,	-3.6109011762e-03,	2.4999664410e+00,	6.3166992869e+02,	4.7774815493e+02,	3.0784354752e+00
3.5000000000e-03,	-3.3066120391e-03,	2.4999660952e+00,	6.2884034828e+02,	4.7848358406e+02,	3.0071352844e+00
3.6000000000e-03,	-3.0095147052e-03,	2.4999657794e+00,	6.2598714536e+02,	4.7925626862e+02,	2.9346175348e+00
3.7000000000e-03,	-2.7197254842e-03,	2.4999654930e+00,	6.2311257803e+02,	4.8006301600e+02,	2.8609912406e+00
3.8000000000e-03,	-2.4373497574e-03,	2.4999652352e+00,	6.2021892151e+02,	4.8090062381e+02,	2.7863659540e+00
3.9000000000e-03,	-2.1624819240e-03,	2.4999650053e+00,	6.1730846586e+02,	4.8176587745e+02,	2.7108517683e+00
4.0000000000e-03,	-1.8952053462e-03,	2.4999648025e+00,	6.1438351368e+02,	4.8265554729e+02,	2.6345593279e+00
4.1000000000e-03,	-1.6355922938e-03,	2.4999646260e+00,	6.1144637783e+02,	4.8356638552e+02,	2.5575998460e+00
4.2000000000e-03,	-1.3837038853e-03,	2.4999644751e+00,	6.0849937914e+02,	4.8449512235e+02,	2.4800851358e+00
4.3000000000e-03,	-1.1395900264e-03,	2.4999643490e+00,	6.0554484420e+02,	4.8543846142e+02,	2.4021276557e+00
4.4000000000e-03,	-9.0328934172e-04,	2.4999642469e+00,	6.0258510307e+02,	4.8639307421e+02,	2.3238405772e+00
4.5000000000e-03,	-6.7482909932e-04,	2.4999641681e+00,	5.9962248705e+02,	4.8735559307e+02,	2.2453378798e+00
4.6000000000e-03,	-4.5422512369e-04,	2.4999641117e+00,	5.9665932649e+02,	4.8832260240e+02,	2.1667344818e+00
4.7000000000e-03,	-2.4148169321e-04,	2.4999640770e+00,	5.9369794855e+02,	4.8929062747e+02,	2.0881464215e+00
4.8000000000e-03,	-3.6591416536e-05,	2.4999640631e+00,	5.9074067501e+02,	4.9025611986e+02,	2.0096911030e+00
4.9000000000e-03,	1.6046492000e-04,	2.4999640694e+00,	5.8778982014e+02,	4.9121543842e+02,	1.9314876344e+00
5.0000000000e-03,	3.4971854483e-04,	2.4999640950e+00,	5.8484768845e+02,	4.9216482377e+02,	1.8536572936e+00
5.1000000000e-03,	5.3121294886e-04,	2.4999641391e+00,	5.8191657262e+02,	4.9310036360e+02,	1.7763241804e+00
5.2000000000e-03,	7.0500421124e-04,	2.4999642010e+00,	5.7899875127e+02,	4.9401794403e+02,	1.6996161449e+00
5.3000000000e-03,	8.7116143795e-04,	2.4999642798e+00,	5.7609648683e+02,	4.9491317947e+02,	1.6236661472e+00
5.4000000000e-03,	1.0297673683e-03,	2.4999643749e+00,	5.7321202332e+02,	4.9578130744e+02,	1.5486143177e+00
5.5000000000e-03,	1.1809192425e-03,	2.4999644855e+00,	5.7034758410e+02,	4.9661702237e+02,	1.4746112346e+00
5.6000000000e-03,	1.3247300985e-03,	2.4999646109e+00,	5.6750536947e+02,	4.9741419491e+02,	1.4018234911e+00
5.7000000000e-03,	1.4613308347e-03,	2.4999647502e+00,	5.6468755408e+02,	4.9816535018e+02,	1.3304440780e+00
5.8000000000e-03,	1.5908738096e-03,	2.4999649029e+00,	5.6189628394e+02,	4.9886054729e+02,	1.2607147330e+00
5.9000000000e-03,	1.7135402141e-03,	2.4999650682e+00,	5.5913367247e+02,	4.9948428084e+02,	1.1929878326e+00
6.0000000000e-03,	1.8295621992e-03,	2.4999652454e+00,	5.5640179420e+02,	4.9999758475e+02,	1.1280841889e+00
6.1000000000e-03,	1.9393686571e-03,	2.4999654339e+00,	5.5370266358e+02,	5.0027715716e+02,	1.0685101285e+00
6.2000000000e-03,	2.0433229821e-03,	2.4999656331e+00,	5.5103820966e+02,	5.0049784962e+02,	1.0108072008e+00
6.3000000000e-03,	2.1415710903e-03,	2.4999658424e+00,	5.4841032484e+02,	5.0069316920e+02,	9.5434311280e-01
6.4000000000e-03,	2.2342273720e-03,	2.4999660612e+00,	5.4582088842e+02,	5.0087313961e+02,	8.9895497620e-01
6.5000000000e-03,	2.3213958847e-03,	2.4999662890e+00,	5.4327177286e+02,	5.0104266600e+02,	8.4458213714e-01
