t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	-6.6800000000e-02,	2.5000000000e+00,	4.5000000000e+02,	7.0000000000e+02,	-5.0000000000e+00
1.0000000000e-04,	-6.7265738409e-02,	2.4999932961e+00,	4.6595611935e+02,	6.8176042725e+02,	-4.3160861582e+00
2.0000000000e-04,	-6.7663520193e-02,	2.4999865491e+00,	4.8157562656e+02,	6.6364086677e+02,	-3.6413048043e+00
3.0000000000e-04,	-6.7994427127e-02,	2.4999797657e+00,	4.9668465665e+02,	6.4566507817e+02,	-2.9796084304e+00
4.0000000000e-04,	-6.8260553748e-02,	2.4999729524e+00,	5.1042268293e+02,	6.2785795950e+02,	-2.3487055315e+00
5.0000000000e-04,	-6.8464752966e-02,	2.4999661156e+00,	5.2337163173e+02,	6.1024575699e+02,	-1.7374825053e+00
6.0000000000e-04,	-6.8608451822e-02,	2.4999592615e+00,	5.3593744241e+02,	5.9285692872e+02,	-1.1383897263e+00
7.0000000000e-04,	-6.8692800919e-02,	2.4999523959e+00,	5.4820224056e+02,	5.7572347273e+02,	-5.5042464349e-01
8.0000000000e-04,	-6.8718905804e-02,	2.4999455248e+00,	5.6020555683e+02,	5.5888294586e+02,	2.6452219289e-02
9.0000000000e-04,	-6.8687896048e-02,	2.4999386540e+00,	5.7196955507e+02,	5.4238230175e+02,	5.9174506647e-01
1.0000000000e-03,	-6.8600976624e-02,	2.4999317891e+00,	5.8350733025e+02,	5.2628661732e+02,	1.1444142586e+00
1.1000000000e-03,	-6.8459499424e-02,	2.4999249357e+00,	5.9482660907e+02,	5.1070630532e+02,	1.6824060751e+00
1.2000000000e-03,	-6.8265226124e-02,	2.4999180990e+00,	6.0593172045e+02,	4.9611711260e+02,	2.1962921569e+00
1.3000000000e-03,	-6.8021367906e-02,	2.4999112843e+00,	6.1682491087e+02,	4.8293385619e+02,	2.6778210936e+00
1.4000000000e-03,	-6.7730171575e-02,	2.4999044963e+00,	6.2750714339e+02,	4.7031506833e+02,	3.1438415012e+00
1.5000000000e-03,	-6.7393021617e-02,	2.4998977398e+00,	6.3797829163e+02,	4.5812026232e+02,	3.5971605862e+00
1.6000000000e-03,	-6.7011123743e-02,	2.4998910192e+00,	6.4823737669e+02,	4.4629061576e+02,	4.0389352186e+00
1.7000000000e-03,	-6.6585598314e-02,	2.4998843390e+00,	6.5828277184e+02,	4.3479329235e+02,	4.4697895900e+00
1.8000000000e-03,	-6.6117517437e-02,	2.4998777035e+00,	6.6811235917e+02,	4.2360781422e+02,	4.8900908990e+00
1.9000000000e-03,	-6.5607924469e-02,	2.4998711169e+00,	6.7772365026e+02,	4.1272069293e+02,	5.3000591468e+00
2.0000000000e-03,	-6.5057845739e-02,	2.4998645832e+00,	6.8711388073e+02,	4.0212281040e+02,	5.6998214066e+00
2.1000000000e-03,	-6.4468298182e-02,	2.4998581066e+00,	6.9628008532e+02,	3.9180796513e+02,	6.0894424038e+00
2.2000000000e-03,	-6.3840294559e-02,	2.4998516909e+00,	7.0521915861e+02,	3.8177199058e+02,	6.4689433606e+00
2.3000000000e-03,	-6.3174847149e-02,	2.4998453398e+00,	7.1392790460e+02,	3.7201218482e+02,	6.8383143956e+00
2.4000000000e-03,	-6.2472970406e-02,	2.4998390571e+00,	7.2240307788e+02,	3.6252692278e+02,	7.1975231021e+00
2.5000000000e-03,	-6.1735682886e-02,	2.4998328464e+00,	7.3064141807e+02,	3.5331538191e+02,	7.5465207232e+00
2.6000000000e-03,	-6.0964008639e-02,	2.4998267111e+00,	7.3863967897e+02,	3.4437734180e+02,	7.8852467435e+00
2.7000000000e-03,	-6.0158978210e-02,	2.4998206547e+00,	7.4639465355e+02,	3.3571303375e+02,	8.2136323960e+00
2.8000000000e-03,	-5.9321629311e-02,	2.4998146804e+00,	7.5390319535e+02,	3.2732302531e+02,	8.5316034008e+00
2.9000000000e-03,	-5.8453007270e-02,	2.4998087914e+00,	7.6116223716e+02,	3.1920812982e+02,	8.8390821468e+00
3.0000000000e-03,	-5.7554165263e-02,	2.4998029908e+00,	7.6816880725e+02,	3.1136933440e+02,	9.1359894569e+00
3.1000000000e-03,	-5.6626164404e-02,	2.4997972816e+00,	7.7492004368e+02,	3.0380774178e+02,	9.4222460381e+00
3.2000000000e-03,	-5.5670073689e-02,	2.4997916665e+00,	7.8141320692e+02,	2.9652452257e+02,	9.6977736871e+00
3.3000000000e-03,	-5.4686969838e-02,	2.4997861484e+00,	7.8764569101e+02,	2.8952087586e+02,	9.9624963030e+00
3.4000000000e-03,	-5.3677937038e-02,	2.4997807300e+00,	7.9361503351e+02,	2.8279799616e+02,	1.0216340747e+01
3.5000000000e-03,	-5.2644066613e-02,	2.4997754137e+00,	7.9931892438e+02,	2.7635704554e+02,	1.0459237577e+01
3.6000000000e-03,	-5.1586456619e-02,	2.4997702020e+00,	8.0475521389e+02,	2.7019912992e+02,	1.0691121679e+01
3.7000000000e-03,	-5.0506211382e-02,	2.4997650971e+00,	8.0992191972e+02,	2.6432527879e+02,	1.0911932819e+01
3.8000000000e-03,	-4.9404440990e-02,	2.4997601014e+00,	8.1481723327e+02,	2.5873642771e+02,	1.1121616111e+01
3.9000000000e-03,	-4.8282260732e-02,	2.4997552169e+00,	8.1943952540e+02,	2.5343340320e+02,	1.1320122444e+01
4.0000000000e-03,	-4.7140790506e-02,	2.4997504456e+00,	8.2378735143e+02,	2.4841690961e+02,	1.1507408837e+01
4.1000000000e-03,	-4.5981154188e-02,	2.4997457894e+00,	8.2785945572e+02,	2.4368751764e+02,	1.1683438762e+01
4.2000000000e-03,	-4.4804478971e-02,	2.4997412500e+00,	8.3165477564e+02,	2.3924565438e+02,	1.1848182425e+01
4.3000000000e-03,	-4.3611894680e-02,	2.4997368290e+00,	8.3517244514e+02,	2.3509159455e+02,	1.2001617012e+01
4.4000000000e-03,	-4.2404533066e-02,	2.4997325281e+00,	8.3841179785e+02,	2.3122545287e+02,	1.2143726900e+01
4.5000000000e-03,	-4.1183527073e-02,	2.4997283486e+00,	8.4137236982e+02,	2.2764717734e+02,	1.2274503850e+01
4.6000000000e-03,	-3.9950010093e-02,	2.4997242918e+00,	8.4405390182e+02,	2.2435654351e+02,	1.2393947166e+01
4.7000000000e-03,	-3.8705115203e-02,	2.4997203589e+00,	8.4645634133e+02,	2.2135314934e+02,	1.2502063840e+01
