t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	3.3400000000e-02,	2.5000000000e+00,	6.5000000000e+02,	6.0000000000e+02,	1.0000000000e+00
1.0000000000e-04,	3.3485459445e-02,	2.5000033445e+00,	6.3930391491e+02,	6.0381754691e+02,	7.0972735992e-01
2.0000000000e-04,	3.3542057815e-02,	2.5000066961e+00,	6.2873318439e+02,	6.0759192784e+02,	4.2282513108e-01
3.0000000000e-04,	3.3570146205e-02,	2.5000100520e+00,	6.1829763429e+02,	6.1131888030e+02,	1.3957507974e-01
4.0000000000e-04,	3.3570104110e-02,	2.5000134092e+00,	6.0800737314e+02,	6.1499419278e+02,	-1.3973639293e-01
5.0000000000e-04,	3.3542339948e-02,	2.5000167651e+00,	5.9787286490e+02,	6.1861371406e+02,	-4.1481698322e-01
6.0000000000e-04,	3.3487291731e-02,	2.5000201168e+00,	5.8790502621e+02,	6.2217336213e+02,	-6.8536671832e-01
7.0000000000e-04,	3.3405427955e-02,	2.5000234616e+00,	5.7811535908e+02,	6.2566913290e+02,	-9.5107547640e-01
8.0000000000e-04,	3.3297248775e-02,	2.5000267970e+00,	5.6851613622e+02,	6.2909710873e+02,	-1.2116194501e+00
9.0000000000e-04,	3.3163287617e-02,	2.5000301202e+00,	5.5912066790e+02,	6.3245346685e+02,	-1.4666559789e+00
1.0000000000e-03,	3.3004113429e-02,	2.5000334288e+00,	5.4994370123e+02,	6.3573448801e+02,	-1.7158157355e+00
1.1000000000e-03,	3.2820333910e-02,	2.5000367202e+00,	5.4100204772e+02,	6.3893656534e+02,	-1.9586903523e+00
1.2000000000e-03,	3.2612600368e-02,	2.5000399921e+00,	5.3231563703e+02,	6.4205621386e+02,	-2.1948115366e+00
1.3000000000e-03,	3.2381615424e-02,	2.5000432420e+00,	5.2390945606e+02,	6.4509008101e+02,	-2.4236124990e+00
1.4000000000e-03,	3.2128146384e-02,	2.5000464676e+00,	5.1581764251e+02,	6.4803495909e+02,	-2.6443463317e+00
1.5000000000e-03,	3.1853052140e-02,	2.5000496669e+00,	5.0809440528e+02,	6.5088780142e+02,	-2.8558679228e+00
1.6000000000e-03,	3.1557358328e-02,	2.5000528376e+00,	5.0086625304e+02,	6.5364574755e+02,	-3.0555898904e+00
1.7000000000e-03,	3.1242827147e-02,	2.5000559777e+00,	4.9472936724e+02,	6.5630620059e+02,	-3.2315366671e+00
1.8000000000e-03,	3.0911448953e-02,	2.5000590856e+00,	4.8914524471e+02,	6.5886698778e+02,	-3.3944348613e+00
1.9000000000e-03,	3.0564227209e-02,	2.5000621595e+00,	4.8389248085e+02,	6.6132621973e+02,	-3.5486747775e+00
2.0000000000e-03,	3.0201964740e-02,	2.5000651979e+00,	4.7891330028e+02,	6.6368217716e+02,	-3.6953775376e+00
2.1000000000e-03,	2.9825382750e-02,	2.5000681994e+00,	4.7417618314e+02,	6.6593328532e+02,	-3.8351420436e+00
2.2000000000e-03,	2.9435154868e-02,	2.5000711625e+00,	4.6966076392e+02,	6.6807810140e+02,	-3.9683467496e+00
2.3000000000e-03,	2.9031923268e-02,	2.5000740860e+00,	4.6535264839e+02,	6.7011530689e+02,	-4.0952531700e+00
2.4000000000e-03,	2.8616307744e-02,	2.5000769685e+00,	4.6124106176e+02,	6.7204370247e+02,	-4.2160528141e+00
2.5000000000e-03,	2.8188911352e-02,	2.5000798089e+00,	4.5731760208e+02,	6.7386220446e+02,	-4.3308920475e+00
2.6000000000e-03,	2.7750324132e-02,	2.5000826059e+00,	4.5357550852e+02,	6.7556984210e+02,	-4.4398866716e+00
2.7000000000e-03,	2.7301125674e-02,	2.5000853586e+00,	4.5000919970e+02,	6.7716575552e+02,	-4.5431311165e+00
2.8000000000e-03,	2.6841886930e-02,	2.5000880658e+00,	4.4661396607e+02,	6.7864919416e+02,	-4.6407045618e+00
2.9000000000e-03,	2.6373171513e-02,	2.5000907266e+00,	4.4338575595e+02,	6.8001951540e+02,	-4.7326751891e+00
3.0000000000e-03,	2.5895536638e-02,	2.5000933401e+00,	4.4032102156e+02,	6.8127618345e+02,	-4.8191032379e+00
3.1000000000e-03,	2.5409533795e-02,	2.5000959055e+00,	4.3741660517e+02,	6.8241876841e+02,	-4.9000432649e+00
3.2000000000e-03,	2.4915709230e-02,	2.5000984218e+00,	4.3466965278e+02,	6.8344694533e+02,	-4.9755458510e+00
3.3000000000e-03,	2.4414604274e-02,	2.5001008884e+00,	4.3207754753e+02,	6.8436049344e+02,	-5.0456589183e+00
3.4000000000e-03,	2.3906755553e-02,	2.5001033045e+00,	4.2963785730e+02,	6.8515929532e+02,	-5.1104287603e+00
3.5000000000e-03,	2.3392695113e-02,	2.5001056695e+00,	4.2734829308e+02,	6.8584333612e+02,	-5.1699008608e+00
3.6000000000e-03,	2.2872950462e-02,	2.5001079828e+00,	4.2520667530e+02,	6.8641270282e+02,	-5.2241205505e+00
3.7000000000e-03,	2.2348044561e-02,	2.5001102439e+00,	4.2321090643e+02,	6.8686758339e+02,	-5.2731335392e+00
3.8000000000e-03,	2.1818495761e-02,	2.5001124523e+00,	4.2135894846e+02,	6.8720826597e+02,	-5.3169863502e+00
3.9000000000e-03,	2.1284817708e-02,	2.5001146075e+00,	4.1964880421e+02,	6.8743513804e+02,	-5.3557266766e+00
4.0000000000e-03,	2.0747519206e-02,	2.5001167091e+00,	4.1807850176e+02,	6.8754868550e+02,	-5.3894036748e+00
4.1000000000e-03,	2.0207104058e-02,	2.5001187569e+00,	4.1664608141e+02,	6.8754949175e+02,	-5.4180682068e+00
4.2000000000e-03,	1.9664070890e-02,	2.5001207505e+00,	4.1534958466e+02,	6.8743823667e+02,	-5.4417730401e+00
4.3000000000e-03,	1.9118912948e-02,	2.5001226896e+00,	4.1418704499e+02,	6.8721569562e+02,	-5.4605730125e+00
4.4000000000e-03,	1.8572117884e-02,	2.5001245742e+00,	4.1315647996e+02,	6.8688273832e+02,	-5.4745251671e+00
4.5000000000e-03,	1.8024167532e-02,	2.5001264040e+00,	4.1225588461e+02,	6.8644032770e+02,	-5.4836888619e+00
4.6000000000e-03,	1.7475537671e-02,	2.5001281790e+00,	4.1148322582e+02,	6.8588951872e+02,	-5.4881258579e+00
4.7000000000e-03,	1.6926697779e-02,	2.5001298991e+00,	4.1083643761e+02,	6.8523145706e+02,	-5.4879003891e+00
4.8000000000e-03,	1.6378110786e-02,	2.5001315644e+00,	4.1031341710e+02,	6.8446737784e+02,	-5.4830792149e+00
4.9000000000e-03,	1.5830232818e-02,	2.5001331748e+00,	4.0991202122e+02,	6.8359860422e+02,	-5.4737316600e+00
5.0000000000e-03,	1.5283512939e-02,	2.5001347304e+00,	4.0963006395e+02,	6.8262654595e+02,	-5.4599296400e+00
5.1000000000e-03,	1.4738392891e-02,	2.5001362315e+00,	4.0946531402e+02,	6.8155269788e+02,	-5.4417476772e+00
5.2000000000e-03,	1.4195306833e-02,	2.5001376782e+00,	4.0941549311e+02,	6.8037863840e+02,	-5.4192629059e+00
5.3000000000e-03,	1.3654681082e-02,	2.5001390707e+00,	4.0947827440e+02,	6.7910602783e+02,	-5.3925550686e+00
5.4000000000e-03,	1.3116933847e-02,	2.5001404092e+00,	4.0965128149e+02,	6.7773660672e+02,	-5.3617065044e+00
5.5000000000e-03,	1.2582474977e-02,	2.5001416942e+00,	4.0993208762e+02,	6.7627219415e+02,	-5.3268021306e+00
5.6000000000e-03,	1.2051705702e-02,	2.5001429258e+00,	4.1031821512e+02,	6.7471468594e+02,	-5.2879294163e+00
5.7000000000e-03,	1.1525018375e-02,	2.5001441046e+00,	4.1080713520e+02,	6.7306605278e+02,	-5.2451783517e+00
5.8000000000e-03,	1.1002796230e-02,	2.5001452310e+00,	4.1139626784e+02,	6.7132833839e+02,	-5.1986414110e+00
5.9000000000e-03,	1.0485413128e-02,	2.5001463054e+00,	4.1208298204e+02,	6.6950365753e+02,	-5.1484135098e+00
6.0000000000e-03,	9.9732333187e-03,	2.5001473282e+00,	4.1286459607e+02,	6.6759419404e+02,	-5.0945919594e+00
6.1000000000e-03,	9.4666112047e-03,	2.5001483002e+00,	4.1373837799e+02,	6.6560219876e+02,	-5.0372764154e+00
6.2000000000e-03,	8.9658911064e-03,	2.5001492218e+00,	4.1470154633e+02,	6.6352998750e+02,	-4.9765688233e+00
6.3000000000e-03,	8.4714070381e-03,	2.5001500936e+00,	4.1575127083e+02,	6.6137993886e+02,	-4.9125733605e+00
6.4000000000e-03,	7.9834824874e-03,	2.5001509163e+00,	4.1688467333e+02,	6.5915449207e+02,	-4.8453963748e+00
6.5000000000e-03,	7.5024302010e-03,	2.5001516905e+00,	4.1809882877e+02,	6.5685614480e+02,	-4.7751463205e+00
6.6000000000e-03,	7.0285519780e-03,	2.5001524170e+00,	4.1939076630e+02,	6.5448745087e+02,	-4.7019336913e+00
6.7000000000e-03,	6.5621384686e-03,	2.5001530965e+00,	4.2075747040e+02,	6.5205101799e+02,	-4.6258709519e+00
