t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	8.3500000000e-02,	2.5000000000e+00,	4.0000000000e+02,	3.0000000000e+02,	2.0000000000e+00
1.0000000000e-04,	8.3664103857e-02,	2.5000083588e+00,	3.8583109824e+02,	3.2166230501e+02,	1.2833758645e+00
2.0000000000e-04,	8.3756943601e-02,	2.5000167304e+00,	3.7184060996e+02,	3.4310023189e+02,	5.7480756144e-01
3.0000000000e-04,	8.3779353235e-02,	2.5000251078e+00,	3.5802925252e+02,	3.6428534592e+02,	-1.2512186789e-01
4.0000000000e-04,	8.3732229492e-02,	2.5000334840e+00,	3.4439966539e+02,	3.8518666848e+02,	-8.1574006172e-01
5.0000000000e-04,	8.3616541244e-02,	2.5000418520e+00,	3.3095587305e+02,	4.0576953783e+02,	-1.4962732956e+00
6.0000000000e-04,	8.3433341002e-02,	2.5000502051e+00,	3.1770290903e+02,	4.2599366205e+02,	-2.1658150605e+00
7.0000000000e-04,	8.3183781157e-02,	2.5000585365e+00,	3.0464654041e+02,	4.4580944066e+02,	-2.8232580049e+00
8.0000000000e-04,	8.2869140773e-02,	2.5000668396e+00,	2.9179305637e+02,	4.6514986718e+02,	-3.4671362162e+00
9.0000000000e-04,	8.2490879955e-02,	2.5000751082e+00,	2.7914909549e+02,	4.8390709206e+02,	-4.0951599313e+00
1.0000000000e-03,	8.2050821054e-02,	2.5000833358e+00,	2.6672148621e+02,	5.0173361637e+02,	-4.7002426031e+00
1.1000000000e-03,	8.1552323690e-02,	2.5000915164e+00,	2.5451698171e+02,	5.1780558911e+02,	-5.2657721480e+00
1.2000000000e-03,	8.0998292828e-02,	2.5000996444e+00,	2.4254198934e+02,	5.3314700883e+02,	-5.8121003897e+00
1.3000000000e-03,	8.0390415109e-02,	2.5001077142e+00,	2.3080279620e+02,	5.4795421907e+02,	-6.3430284573e+00
1.4000000000e-03,	7.9730155462e-02,	2.5001157207e+00,	2.1930564673e+02,	5.6230000495e+02,	-6.8598871643e+00
1.5000000000e-03,	7.9018884305e-02,	2.5001236586e+00,	2.0805673598e+02,	5.7622361364e+02,	-7.3633375533e+00
1.6000000000e-03,	7.8257922798e-02,	2.5001315228e+00,	1.9706219317e+02,	5.8974905503e+02,	-7.8537372371e+00
1.7000000000e-03,	7.7448565401e-02,	2.5001393086e+00,	1.8632806344e+02,	6.0289193148e+02,	-8.3312773609e+00
1.8000000000e-03,	7.6592092915e-02,	2.5001470110e+00,	1.7586029000e+02,	6.1566267368e+02,	-8.7960476736e+00
1.9000000000e-03,	7.5689780680e-02,	2.5001546254e+00,	1.6566469740e+02,	6.2806830381e+02,	-9.2480721282e+00
2.0000000000e-03,	7.4742903998e-02,	2.5001621474e+00,	1.5574697597e+02,	6.4011349106e+02,	-9.6873303018e+00
2.1000000000e-03,	7.3752741838e-02,	2.5001695726e+00,	1.4611266762e+02,	6.5180122812e+02,	-1.0113771210e+01
2.2000000000e-03,	7.2720579388e-02,	2.5001768966e+00,	1.3676715284e+02,	6.6313328794e+02,	-1.0527322702e+01
2.3000000000e-03,	7.1647709823e-02,	2.5001841153e+00,	1.2771563877e+02,	6.7411054505e+02,	-1.0927898126e+01
2.4000000000e-03,	7.0535435500e-02,	2.5001912248e+00,	1.1896314825e+02,	6.8473320928e+02,	-1.1315401221e+01
2.5000000000e-03,	6.9385068725e-02,	2.5001982212e+00,	1.1051450990e+02,	6.9500100065e+02,	-1.1689729815e+01
2.6000000000e-03,	6.8197932194e-02,	2.5002051006e+00,	1.0237434888e+02,	7.0491328323e+02,	-1.2050778687e+01
2.7000000000e-03,	6.6975359180e-02,	2.5002118596e+00,	9.4547078527e+01,	7.1446916976e+02,	-1.2398441825e+01
2.8000000000e-03,	6.5718693522e-02,	2.5002184945e+00,	8.7036892580e+01,	7.2366760477e+02,	-1.2732614244e+01
2.9000000000e-03,	6.4429289442e-02,	2.5002250022e+00,	7.9847758136e+01,	7.3250743167e+02,	-1.3053193471e+01
3.0000000000e-03,	6.3108511231e-02,	2.5002313794e+00,	7.2983409111e+01,	7.4098744762e+02,	-1.3360080770e+01
3.1000000000e-03,	6.1757732824e-02,	2.5002376229e+00,	6.6447340288e+01,	7.4910644891e+02,	-1.3653182172e+01
3.2000000000e-03,	6.0378337278e-02,	2.5002437299e+00,	6.0242801854e+01,	7.5686326880e+02,	-1.3932409339e+01
3.3000000000e-03,	5.8971716171e-02,	2.5002496977e+00,	5.4372794415e+01,	7.6425680952e+02,	-1.4197680302e+01
3.4000000000e-03,	5.7539268932e-02,	2.5002555234e+00,	4.8840064464e+01,	7.7128606937e+02,	-1.4448920098e+01
3.5000000000e-03,	5.6082402113e-02,	2.5002612047e+00,	4.3647100270e+01,	7.7795016591e+02,	-1.4686061313e+01
3.6000000000e-03,	5.4602528611e-02,	2.5002667391e+00,	3.8796128173e+01,	7.8424835587e+02,	-1.4909044554e+01
